6.043,-3.135,-1.008,-0.766,-1.572,-1.810,-7.559,-2.240,-6.147,-2.381,-3.451,-1.739,-5.812,6.826,2.691,-6.571,-1.962,0.996,-2.687,2.395,-0.246,1.000
0.323,-5.191,-4.179,-3.443,-0.357,-0.061,3.167,0.325,1.333,0.009,-1.320,-5.121,0.633,-0.484,-1.243,-2.309,-1.779,-0.013,0.274,-1.269,-2.189,1.000
-2.066,-3.685,3.373,-4.466,-1.312,-0.390,-2.327,-1.909,2.918,-2.297,4.687,-0.856,-1.221,3.059,-0.217,-2.054,5.628,-3.974,0.349,4.931,-2.618,1.000
-0.134,0.882,1.000,-0.165,0.586,-0.540,-0.868,1.953,-1.789,2.822,-0.313,0.983,1.713,3.004,-4.326,-6.600,-2.348,3.565,-1.450,-1.169,0.386,1.000
-3.952,-2.627,-0.909,-0.050,4.092,0.875,1.933,1.948,1.214,2.000,1.770,1.716,-1.289,0.374,4.808,-2.421,5.036,-0.049,0.455,1.670,-2.909,1.000
-5.367,2.590,-1.193,3.159,-1.646,1.820,0.453,0.783,3.570,-0.559,1.795,-4.089,1.862,0.500,-4.113,-3.368,1.188,-6.471,3.715,2.953,-0.070,0.000
-0.247,-0.276,-2.068,-1.923,-0.615,-2.767,3.683,6.431,7.506,-1.775,1.550,-3.060,3.130,-0.425,2.380,1.449,-2.491,-3.973,2.650,-0.217,2.896,1.000
-1.148,-4.810,-1.215,-2.513,-0.557,5.260,0.569,-1.064,-0.774,1.495,0.509,-0.890,2.342,2.025,-4.924,2.313,0.124,0.916,0.929,4.288,-0.706,0.000
-5.076,6.826,-4.987,1.780,-4.916,-6.783,-6.962,-3.356,-0.547,-0.575,-1.082,-0.571,2.334,2.812,1.078,-3.883,4.559,-1.795,-3.720,0.034,-1.271,1.000
-2.912,2.065,-3.175,1.008,-1.783,2.108,2.023,5.476,4.520,1.691,1.569,-3.727,0.331,1.467,2.387,-1.472,-0.594,-0.603,3.342,3.994,-4.026,0.000
-1.982,1.916,-0.038,1.998,-2.868,-1.031,-1.519,-1.991,0.647,2.187,-4.454,1.682,-1.307,2.620,4.042,-1.688,1.383,1.826,-3.237,-1.737,-2.993,1.000
-2.360,0.098,-5.794,5.812,-0.078,5.234,-1.165,-0.202,3.097,3.286,-5.758,0.133,-3.425,-0.114,-4.996,-1.141,-1.029,3.253,2.613,-4.457,4.801,1.000
-0.880,1.318,-6.605,3.735,-2.533,6.190,6.831,-3.280,4.119,3.035,-6.055,2.572,-5.244,4.222,-4.280,0.681,2.082,3.352,-0.263,-5.106,-0.028,1.000
0.165,0.632,5.597,-2.467,2.115,0.721,-0.760,0.379,1.723,-4.145,-1.973,0.399,3.589,3.263,-1.212,1.578,-2.484,4.676,-2.697,-1.332,-6.116,1.000
-1.008,0.320,-0.827,-0.600,-1.951,3.149,5.507,-4.911,-0.514,4.258,-0.123,3.428,1.218,5.390,-2.749,-2.773,-2.624,1.098,-1.065,-4.357,1.907,1.000
2.499,-1.694,2.184,0.542,1.877,1.941,0.079,-0.846,3.495,0.849,-0.465,0.937,2.571,0.510,-0.754,1.556,0.563,1.705,-1.923,-0.138,-2.939,1.000
-1.985,-0.922,0.889,3.820,2.689,1.554,-1.321,2.230,0.692,-0.116,-0.351,-2.600,2.369,-0.768,-5.785,0.585,-1.894,1.768,0.981,1.304,2.052,1.000
1.428,4.006,0.604,5.869,1.135,-0.434,-4.539,2.585,4.285,2.089,1.950,-2.144,-6.890,-4.359,5.506,4.865,3.064,-3.043,-1.229,-1.341,-0.504,0.000
0.415,-0.822,-0.745,-3.571,-0.729,4.035,2.334,-1.565,3.179,-1.939,-1.284,1.223,1.471,-0.365,-1.004,-0.047,-0.262,3.715,-3.035,-2.247,-2.974,1.000
-3.181,2.454,1.639,-1.836,2.895,2.703,-4.701,-1.328,1.898,2.580,3.439,-3.952,4.272,-0.955,-1.632,1.169,-1.804,-6.282,-4.979,-3.118,-3.045,0.000
-0.051,-2.399,-4.393,-0.082,0.944,1.783,2.812,-0.439,0.491,-4.417,0.034,-0.292,3.334,-0.264,-1.525,-0.974,-6.080,-1.087,-2.291,1.392,1.066,0.000
-1.544,-4.438,-0.646,1.536,1.660,0.877,3.490,-1.399,-4.641,1.453,0.852,1.060,-0.259,-1.446,-0.804,-0.785,-2.975,-2.736,3.782,6.047,2.034,0.000
2.242,0.853,-2.572,1.761,-4.245,2.177,-2.858,-3.938,5.720,0.977,-3.454,0.674,-0.784,2.035,4.001,-1.415,6.518,3.562,-2.638,-2.288,-2.898,1.000
1.510,-0.166,-0.613,-0.120,-6.801,0.308,4.557,-1.617,2.877,-3.085,2.408,-3.405,-1.581,0.931,-0.831,-1.282,5.087,4.567,-2.196,7.545,-0.871,0.000
-2.255,4.604,-1.151,2.538,-0.259,-3.446,-3.685,-1.281,-0.715,1.913,-1.766,0.653,-1.250,2.439,-0.145,-3.284,1.349,1.577,-0.031,0.663,0.332,1.000
0.690,-0.850,-3.354,0.283,0.042,-1.582,-4.264,6.377,0.569,-0.873,-0.925,-0.462,4.109,-2.330,1.078,-0.426,1.869,-0.901,1.088,-0.553,-1.701,1.000
-3.902,0.012,3.790,0.048,-0.373,-1.740,2.654,2.286,2.574,0.752,0.774,-1.097,3.984,-1.054,1.686,-1.390,-0.287,0.319,2.096,3.989,-1.329,0.000
-0.522,-3.184,-0.928,-1.902,3.968,-1.807,7.477,8.382,4.415,3.597,0.881,-7.292,1.055,1.391,-1.009,-4.568,-0.169,-2.093,3.844,0.811,-2.359,0.000
0.250,-4.000,-1.005,3.067,5.566,1.801,3.236,-5.579,1.902,-0.455,1.362,-0.761,-1.790,0.563,-4.807,0.502,-0.177,-7.257,-0.338,-3.433,-2.159,0.000
-0.546,-1.680,-1.719,-2.112,0.168,-0.751,-1.839,7.993,-0.136,3.734,-2.310,1.500,-2.314,1.518,-0.467,-2.465,-1.898,3.851,3.606,-5.360,-2.349,1.000
-2.441,1.978,3.628,2.084,0.182,3.801,0.582,-1.829,1.173,0.055,-3.456,0.085,-4.895,2.360,-1.772,-1.798,-3.749,4.765,-0.741,-1.546,2.018,1.000
3.890,0.462,-4.577,3.500,2.607,0.401,4.725,2.821,-3.664,-3.777,2.707,2.730,-3.162,-2.219,-1.606,0.316,1.739,4.174,2.720,-3.618,-6.306,0.000
0.404,-2.377,0.036,-1.011,-2.097,1.055,-3.637,-2.826,3.001,-2.500,3.852,-6.601,5.420,2.966,0.871,3.024,4.269,-1.489,-1.949,0.053,-3.331,1.000
-3.815,0.531,7.167,-3.151,2.752,-1.863,-0.123,-4.690,-2.813,2.305,1.690,0.463,5.628,0.277,-4.763,-1.816,-1.260,-3.989,-1.080,0.531,-3.304,0.000
-4.740,-1.428,-3.314,1.500,-3.871,2.216,4.715,2.717,-5.133,0.407,-1.112,-0.029,-0.027,-6.222,2.936,-1.417,-3.807,0.668,4.001,-3.291,-1.477,0.000
0.652,0.370,-2.753,0.666,-3.662,-1.345,-1.796,-1.878,-2.204,-1.605,-1.815,-1.205,-4.756,0.156,-1.142,-5.016,0.980,3.477,-0.417,4.803,2.065,1.000
1.024,-3.682,1.353,-3.705,-1.798,3.254,3.475,4.651,0.177,-0.324,-0.891,0.041,0.802,-0.716,2.105,1.147,-2.105,0.266,-1.505,-3.068,-5.462,1.000
-1.194,-1.133,-4.220,-1.057,0.506,1.101,2.228,3.470,1.487,3.236,-0.525,-1.394,-0.032,3.270,1.591,2.057,-0.087,2.333,-3.325,-1.066,-0.600,1.000
-1.763,-3.684,-1.926,-0.563,-2.714,2.434,4.327,-3.186,-0.442,3.179,-0.623,3.091,1.603,5.596,-2.494,0.058,4.492,-0.723,-0.136,-0.061,-3.318,1.000
-1.712,1.870,-0.108,0.841,-3.434,0.960,-2.487,-2.231,2.407,-0.878,-1.527,-0.842,1.402,-0.384,-0.749,-1.733,0.038,2.087,-0.996,-1.631,0.129,1.000
2.510,1.382,3.643,0.851,-7.330,4.791,-5.553,-0.608,-3.546,-7.753,3.403,1.459,-3.210,1.308,-1.422,1.581,0.910,5.035,1.611,3.997,7.772,0.000
-3.534,-1.789,0.052,2.523,-0.384,5.698,1.222,-0.823,-3.928,2.484,0.023,-6.571,2.075,-0.367,0.155,2.456,-2.403,0.650,0.640,0.827,0.313,1.000
0.090,-2.499,0.681,5.246,-0.497,-2.846,1.285,3.736,-0.516,-3.747,2.687,-1.905,0.522,3.637,-1.099,1.670,-2.620,0.247,-0.552,-1.282,-1.449,1.000
5.513,-3.893,-0.667,-0.790,1.735,1.532,-0.054,2.270,-0.574,-4.188,1.579,-3.998,-3.616,-2.537,0.666,-3.437,-6.369,2.303,1.362,-1.550,0.881,1.000
0.584,0.208,0.255,-3.228,-2.433,-1.555,-0.898,0.479,2.430,2.420,2.057,-0.710,0.269,-1.898,-2.803,-1.404,-0.419,-1.765,2.784,-3.356,0.368,1.000
-2.681,2.663,-0.472,0.057,-2.869,-5.997,1.943,-0.963,2.958,7.174,-4.198,-5.796,-3.183,0.508,-1.103,-6.853,-5.958,-1.076,-2.635,1.017,3.753,0.000
-3.526,0.184,0.789,-0.556,4.219,-5.539,-1.182,3.295,0.671,1.513,2.477,0.711,0.566,-0.989,1.135,0.212,2.920,-2.003,-0.747,-0.546,-4.336,1.000
-0.590,-1.335,2.657,-0.879,-0.276,6.472,0.077,2.447,1.572,-0.886,6.821,-0.145,-1.024,-0.667,-0.449,0.995,1.531,-1.268,3.072,2.606,1.979,0.000
-3.068,5.880,2.693,0.779,-3.038,-0.215,-3.788,-1.229,0.453,-1.966,-2.018,-1.793,-0.441,0.459,-2.093,-4.348,-0.986,2.644,-0.715,-0.975,-2.515,1.000
0.201,0.449,-1.838,-4.027,2.117,0.400,-1.565,-3.473,-1.640,-0.264,-0.087,-0.153,-3.590,-0.097,1.611,-1.287,1.059,-3.515,3.927,2.646,0.558,1.000
-0.770,0.816,1.099,2.114,-3.466,0.297,1.329,3.509,0.758,-1.885,3.404,-4.056,2.085,-0.147,-1.452,-1.700,-0.438,-0.978,2.049,1.082,0.511,0.000
-0.753,-2.075,-3.172,6.211,-1.545,-1.739,2.349,7.552,0.195,0.242,0.249,-0.066,0.156,6.144,1.673,3.642,-0.126,-0.637,0.280,-1.402,-0.571,1.000
-1.722,-2.695,-2.017,-0.161,0.337,-2.412,-2.190,-1.826,2.738,-1.184,-1.295,1.575,-1.020,6.044,-0.071,-0.097,-0.267,-0.814,3.037,0.343,-0.859,0.000
-6.879,1.829,-1.427,3.975,-2.649,-5.252,2.091,2.140,-4.268,2.297,-1.190,-1.269,-1.332,0.790,-1.164,0.278,0.538,-1.140,0.209,-0.021,-4.943,1.000
-2.052,-0.260,2.875,-2.850,-1.618,0.376,-2.006,-0.658,2.919,3.573,2.869,0.539,2.540,-0.706,-2.171,-5.123,1.749,-2.980,-2.112,-1.658,-1.921,1.000
0.853,-2.518,-0.753,1.096,2.355,2.701,1.687,0.170,-0.588,2.853,3.170,-1.976,5.187,0.976,-4.907,-2.539,2.129,-0.144,-0.226,1.994,0.572,1.000
-5.425,-0.580,-0.550,-6.057,-0.150,0.847,5.054,3.343,1.427,5.903,1.254,-3.498,-0.955,-3.744,-0.952,-2.187,1.203,-1.469,-2.195,-3.013,-3.364,1.000
2.538,-1.764,-1.446,-4.325,2.838,2.572,-0.782,-3.720,3.945,4.767,4.140,-1.439,-2.841,3.444,-1.729,-3.658,6.059,0.226,2.814,1.129,1.437,1.000
-0.851,0.205,3.424,-2.242,0.551,1.125,-1.072,-0.492,1.226,6.555,2.989,0.099,4.095,-1.709,1.670,3.034,-3.641,-0.040,-5.661,0.756,-2.827,0.000
-2.413,-1.918,5.971,-0.858,-2.405,2.029,-2.945,-4.089,3.009,2.769,3.551,-3.683,2.402,0.427,-1.215,1.939,1.400,-6.880,-3.260,-0.602,-4.414,0.000
-1.647,3.577,-1.516,1.768,-1.307,-0.202,-3.203,1.926,0.688,-2.306,-2.912,-3.525,-0.341,-4.262,4.098,3.197,2.306,-2.170,0.322,1.485,-3.998,1.000
-3.197,6.922,6.132,2.461,-2.243,-2.587,-5.562,1.214,0.618,1.316,2.803,-4.019,0.936,0.032,1.703,-1.027,3.487,-4.111,-3.579,2.000,1.910,0.000
-4.161,-2.481,-2.983,-4.538,4.248,-5.210,10.161,-0.869,1.456,3.397,-1.845,-1.740,4.573,7.822,4.153,1.569,-7.364,-6.278,-0.594,-0.650,-3.671,0.000
1.781,3.312,2.150,0.687,-0.897,3.827,1.763,-3.713,-1.883,-1.724,-2.924,0.094,2.397,-0.213,1.896,-0.826,-2.830,1.857,-4.382,0.783,-3.204,1.000
-6.089,-2.249,-0.176,3.691,-3.104,3.299,4.198,4.620,4.986,0.967,6.687,-1.526,-4.483,-2.655,-3.345,2.601,-0.742,-5.205,-1.006,0.491,-2.948,0.000
-2.677,-0.370,-1.803,0.785,-1.056,-0.206,-2.347,-0.059,0.233,4.318,0.144,-2.858,-1.355,3.340,0.469,-0.135,2.542,0.070,2.323,-3.227,-0.383,1.000
-2.267,-3.714,-2.406,3.251,4.617,-1.996,3.221,3.517,0.862,-0.539,-2.489,0.166,-2.587,0.409,2.145,-3.190,0.706,1.536,0.844,2.040,-0.993,0.000
-2.907,3.838,-1.585,-3.287,-1.964,-2.372,1.639,2.542,0.289,2.258,0.536,-1.886,-2.030,0.308,0.283,0.756,2.134,-1.625,-1.934,1.154,-1.243,1.000
6.322,3.516,-5.551,-2.685,1.174,-3.722,1.770,2.555,1.942,2.468,1.028,-4.216,-0.497,-1.881,1.995,-2.089,1.952,0.166,4.335,-1.546,-1.550,1.000
-0.642,-4.209,1.613,-3.090,0.310,-4.035,3.244,1.067,-0.421,0.186,-0.505,1.509,-0.105,4.686,4.480,3.639,-1.380,2.796,-0.076,-0.202,-4.445,0.000
-1.791,1.963,4.477,4.553,2.109,-0.376,-5.400,-0.957,1.826,-2.105,2.464,-2.779,2.110,1.258,-2.135,-1.076,3.584,-1.042,-2.467,6.108,-1.313,1.000
-3.045,-3.263,-0.589,1.402,1.357,1.605,2.210,1.280,-0.570,-0.903,5.307,-1.809,2.979,1.388,-3.072,-0.704,-1.215,-3.707,-0.309,2.857,-0.966,0.000
1.192,-0.108,-3.874,3.023,-0.151,-2.063,5.250,-0.815,-3.219,-3.530,0.646,-0.596,-3.107,-3.140,0.635,-2.423,2.137,2.245,4.025,2.030,0.496,0.000
0.674,-0.772,-4.856,3.585,4.237,-1.444,3.390,-2.591,-2.070,-0.125,-1.479,0.204,-4.146,-0.562,-5.106,-0.867,6.308,1.079,7.258,2.006,1.491,0.000
-1.661,1.958,-3.827,0.378,-0.618,-1.821,-0.334,-4.857,-3.182,3.783,1.871,-2.140,5.191,5.807,-0.107,-0.966,5.195,-0.687,-2.454,0.459,-3.482,1.000
-0.262,-3.882,2.858,1.273,-0.827,0.918,-1.730,2.398,4.097,5.285,1.163,0.899,-3.725,0.541,-0.784,2.213,0.048,-1.200,-3.222,-3.918,-6.060,0.000
0.266,-1.046,0.397,3.637,3.243,-5.350,0.077,-1.370,0.043,-5.454,-0.676,0.701,-0.949,4.554,2.355,-2.635,0.282,-1.231,0.734,0.288,-1.142,0.000
0.401,2.656,-0.495,-2.867,-2.482,-0.422,-2.267,3.385,-1.857,-0.710,-0.527,-1.776,-0.176,-1.220,5.963,-0.174,0.980,1.065,-0.557,-1.007,-6.091,1.000
-1.049,-2.905,-1.791,-2.015,6.491,-3.382,5.920,8.432,6.693,5.506,-0.924,-5.230,-1.369,3.062,3.079,-3.767,-1.590,-3.371,1.784,-1.380,-2.450,0.000
-4.557,-1.716,0.037,-4.659,-3.054,-3.871,-4.298,-0.826,0.798,2.831,6.091,-3.286,1.155,5.294,-1.829,-4.644,2.748,-0.469,-0.979,-1.469,0.251,1.000
-1.553,0.770,-2.603,-3.019,3.678,-0.083,0.882,0.954,1.200,2.946,-0.822,0.887,-2.600,4.830,-5.372,-2.275,1.171,4.363,4.703,-3.527,-0.297,1.000
0.721,1.000,-1.090,1.628,0.785,1.626,-1.884,-3.856,-1.625,-3.342,-2.927,-0.967,-4.400,-1.080,-0.228,2.639,5.734,-3.154,4.866,2.169,0.494,0.000
-0.670,-3.763,1.434,-2.440,-2.655,1.681,-1.372,-0.581,1.690,1.402,6.689,-1.053,-3.333,2.144,-3.960,-5.166,0.171,2.106,-0.963,1.879,0.916,1.000
-0.669,0.967,5.300,-2.561,0.592,0.088,-2.154,-4.534,-3.170,6.626,-0.095,-2.750,4.248,4.415,-2.808,-1.746,-1.797,-3.149,0.951,2.031,0.104,0.000
0.135,0.261,-1.775,-0.524,-3.944,0.335,-0.581,0.667,1.200,-0.366,-2.417,-0.024,-1.242,3.047,3.099,-0.111,1.873,4.426,-2.937,-3.269,-3.441,1.000
-3.047,-0.935,0.277,0.882,2.709,-0.523,2.124,-4.171,0.397,4.333,2.218,-2.013,0.094,-1.618,-2.173,4.193,2.502,-5.086,4.345,2.802,-2.778,0.000
1.155,-1.911,-1.459,2.904,3.408,-0.168,-2.466,-4.900,2.041,6.371,3.631,-1.171,6.720,4.684,-5.271,-1.243,3.830,2.191,-2.348,0.867,3.799,1.000
-0.762,-1.142,-1.710,3.870,-0.436,0.049,0.854,0.683,-1.170,-0.976,1.770,-2.892,0.323,-1.717,-1.549,1.602,3.565,1.330,1.358,5.161,0.724,0.000
3.550,-1.717,0.390,-2.108,0.795,1.631,-4.200,-2.001,-0.606,-3.405,4.576,-0.604,-5.567,1.897,0.032,-1.643,-3.205,-0.321,4.320,2.811,-1.685,1.000
-4.683,-4.147,1.982,-0.860,-5.484,4.889,-0.467,-0.474,4.069,4.203,0.968,-2.959,-2.039,1.386,-4.270,0.281,0.285,-2.711,-3.881,2.544,1.334,0.000
-2.954,2.628,-2.607,5.908,-1.035,-2.103,-2.756,-2.514,0.662,3.720,-0.289,-2.576,1.837,3.921,-0.886,-0.153,5.262,-0.258,-1.851,1.077,2.144,1.000
1.504,-2.665,0.034,-0.746,-4.746,6.167,1.202,-5.491,0.880,-5.933,3.657,-2.724,-1.180,-0.003,-4.354,-0.131,2.379,-4.563,-1.851,1.566,-1.646,0.000
-3.095,1.003,-1.607,5.863,0.287,-0.252,-2.527,-2.537,0.054,-2.869,-0.135,-1.576,0.490,3.879,2.010,-2.075,-6.398,-6.831,-0.211,0.048,-2.653,0.000
-1.838,5.450,0.016,1.316,0.520,-4.869,-1.759,1.411,1.768,-8.461,-4.474,6.020,-0.552,1.052,0.382,0.579,-0.652,2.909,-3.201,0.895,-1.278,1.000
-2.781,-1.042,1.040,4.512,-4.576,0.065,-3.619,-4.476,-3.320,0.572,0.108,-0.924,-5.116,0.452,-1.643,-1.580,0.237,-3.485,3.199,-0.193,1.885,0.000
-4.367,-1.285,-0.964,1.410,-0.785,1.280,2.387,3.360,1.633,0.259,0.555,0.764,0.854,-4.176,2.360,2.477,-2.471,0.337,-3.704,2.666,2.039,0.000
-1.845,1.682,0.342,-2.418,0.988,0.888,1.444,-2.046,-1.161,0.626,-2.310,1.762,3.226,2.901,-3.588,-3.492,-1.386,6.017,-1.692,-2.075,-0.952,1.000
-2.376,-0.330,-0.107,3.793,0.385,1.914,0.024,0.336,0.865,3.615,-1.603,-1.958,-2.836,-2.946,1.033,1.826,-2.164,-3.466,0.362,-3.368,1.168,0.000
2.116,0.146,1.301,-1.819,-3.798,-1.724,-3.106,-2.884,0.535,-2.093,2.597,1.256,-4.190,5.480,0.488,2.307,-0.948,-0.621,-0.951,-2.681,0.542,0.000
3.717,-2.734,1.015,0.563,3.370,-1.991,0.557,-1.247,-1.984,2.884,0.441,0.670,3.979,2.747,-1.460,1.432,0.773,3.507,1.307,3.674,-2.430,0.000
3.005,-2.108,-3.413,-0.539,-5.963,6.445,1.661,-0.564,5.545,4.652,0.975,-1.024,-6.942,3.566,-5.087,2.924,-1.010,-2.617,-2.066,-1.044,-1.628,0.000
-1.860,-6.213,-2.000,2.953,1.809,-1.988,2.027,-0.153,-0.233,2.450,-0.346,-0.082,-2.528,0.363,2.601,-2.377,-3.245,-1.055,0.733,-0.948,-3.283,0.000
-5.007,4.685,-4.690,1.193,-5.631,-3.704,-2.792,-1.435,-2.574,2.784,-0.917,-3.055,0.593,2.457,-0.501,-2.825,-0.018,1.318,1.240,-3.064,3.239,1.000
3.377,-6.232,1.835,1.866,-4.609,3.304,-0.386,-0.931,3.195,5.491,0.214,-0.062,-1.217,-0.177,1.607,7.310,-1.262,0.180,-4.351,2.718,-2.303,0.000
0.324,-2.721,-2.621,0.952,2.053,2.042,-1.992,1.390,1.125,-2.064,-1.160,1.920,1.750,4.252,1.215,-1.233,-1.880,-2.294,3.517,-1.464,-4.020,0.000
-1.512,-2.985,-0.801,2.692,-0.033,-0.351,1.149,4.470,1.246,-0.253,2.020,2.036,0.025,1.116,-0.441,2.517,-0.088,-3.038,4.235,1.158,1.823,1.000
1.539,1.231,2.102,1.081,-3.985,-7.479,0.450,3.270,0.385,0.790,0.627,-2.315,-3.923,0.797,-3.939,-5.243,-0.741,-4.302,0.737,-1.954,0.258,1.000
-4.810,-1.127,-0.019,-4.419,-1.890,-0.774,0.981,-4.260,2.704,3.034,1.997,0.767,1.453,-3.593,-3.858,-2.422,3.221,0.769,-0.224,-1.221,-1.710,1.000
-8.188,-1.932,-1.965,-0.941,2.516,-0.648,2.144,2.101,2.272,4.458,-2.480,-0.575,2.321,0.931,2.585,-0.998,2.143,0.615,-0.994,2.721,-2.929,1.000
0.517,-0.762,-2.334,2.142,-3.727,-3.536,-0.169,1.141,-3.173,-0.503,0.089,-2.560,-2.636,-0.560,-3.342,-1.672,-3.361,-0.706,3.671,-1.480,-0.897,1.000
-6.503,2.749,-1.391,-5.445,0.592,-2.665,-2.615,-3.691,-5.630,2.863,-1.118,-1.957,-6.485,-1.237,-0.322,-2.838,-0.047,-1.933,-1.524,0.675,-3.809,1.000
-0.134,-6.525,-1.135,0.534,-0.211,2.837,3.902,-0.772,3.958,2.498,0.061,1.665,-4.521,-1.726,-1.237,3.393,1.165,1.681,-0.468,-0.079,-4.251,0.000
-0.353,0.819,0.877,0.162,-6.841,0.737,-1.048,-4.323,-0.313,-0.290,0.905,-5.619,4.610,2.357,4.905,1.646,2.130,-2.239,-3.726,-1.916,-2.589,1.000
-2.847,2.967,3.231,-8.989,0.857,1.720,3.225,1.215,2.962,-0.576,4.704,-1.864,-1.659,-2.800,3.549,0.112,1.634,-4.858,-0.129,3.109,-4.002,1.000
3.746,0.292,-0.150,-1.076,-7.013,-1.454,3.417,3.600,1.461,-2.741,3.935,-2.782,-0.340,-1.410,3.206,0.690,-2.040,5.704,1.905,2.787,-1.164,0.000
-2.431,1.457,0.886,-0.751,2.721,-0.669,0.650,0.271,-0.617,1.021,1.166,0.471,2.478,-3.184,0.014,2.484,0.228,1.187,-0.450,2.380,0.031,0.000
1.419,-2.589,7.366,-0.612,1.335,0.365,-1.058,-0.511,-2.440,-4.652,3.120,5.415,-2.750,3.989,3.634,3.753,0.981,-0.714,-0.873,-1.572,-0.165,0.000
-2.309,3.024,-0.522,-2.986,-1.963,-2.490,-0.823,1.104,2.212,3.930,-2.555,0.888,-1.808,6.355,6.827,2.485,-0.708,-0.304,-0.758,-2.823,-2.334,0.000
0.227,0.611,2.459,3.341,3.998,-2.955,-3.999,-2.732,0.359,0.694,0.909,0.072,4.448,-0.510,-0.912,-1.666,1.580,-0.953,-3.939,3.529,2.744,1.000
-5.666,-1.165,1.312,-0.752,-8.645,2.508,-1.220,-0.654,0.992,0.996,1.201,-5.050,-1.421,1.414,-0.738,-3.390,4.354,-3.246,0.013,4.606,3.443,0.000
-0.795,-0.991,0.653,2.517,1.059,1.490,1.067,-1.903,-0.821,3.198,-1.347,-1.476,2.195,2.295,-0.756,2.490,-1.902,2.881,-0.582,-2.004,1.801,1.000
-1.791,1.781,3.882,2.483,1.103,-3.823,-0.928,-3.881,4.097,4.847,0.575,-4.992,-0.645,1.062,-1.057,1.875,7.227,-1.914,2.262,1.834,-1.921,0.000
-1.176,0.738,-1.351,-1.345,1.212,-4.980,-1.718,0.166,-0.899,1.963,-0.040,0.584,5.017,0.449,1.325,1.472,-0.080,0.961,-0.901,0.364,0.110,1.000
-4.278,-0.479,1.334,-0.819,-3.388,-1.244,3.320,2.518,3.966,-1.310,-0.199,-0.434,2.238,-0.242,-2.383,2.021,-2.954,-2.748,0.855,2.543,-0.425,1.000
-2.350,-0.317,0.991,2.787,-4.496,-0.748,0.901,3.484,3.243,-0.326,2.832,-1.125,-6.477,-5.561,6.055,1.879,1.309,1.709,0.921,4.095,0.071,0.000
-1.396,0.128,-2.154,-0.378,-0.403,7.625,0.837,0.846,3.104,0.696,5.156,-2.489,-2.681,1.543,-6.895,2.615,-2.249,-5.166,-2.634,-1.303,-2.189,0.000
-2.032,0.531,3.050,1.579,3.617,-1.409,-0.865,-4.084,2.109,1.042,-0.795,-0.677,-1.552,-1.388,-0.810,3.084,4.502,-4.370,1.390,-1.242,-1.755,0.000
-3.602,5.633,-0.654,0.992,-4.993,-0.017,-2.907,-0.064,-3.248,-2.999,-4.257,-3.689,0.548,0.775,3.946,0.080,-0.049,2.362,-0.356,-2.371,-5.152,1.000
2.038,-1.564,0.983,1.473,5.219,2.383,3.071,-1.341,3.389,0.591,-3.129,2.060,1.361,0.597,-3.182,1.466,1.937,0.962,-0.257,0.350,-3.920,1.000
6.680,-0.877,-7.017,4.248,3.759,2.022,0.955,-3.030,1.208,-0.404,3.947,-3.676,-4.585,0.537,-2.119,6.171,4.137,-3.560,4.619,2.708,-4.655,0.000
-4.184,-3.456,1.141,-1.203,3.417,3.530,1.148,0.156,0.931,4.222,2.904,2.337,-0.908,7.423,0.697,2.289,7.203,-2.224,-1.336,0.196,-5.309,1.000
