0.535,1.729,-1.016,-1.469,-1.547,1.913,-2.440,2.260,1.044,0.572,-1.111,-0.314,1.000
2.334,-2.667,0.024,-1.657,-0.858,0.970,-5.783,4.087,3.217,-3.641,-3.574,0.814,0.000
1.054,-1.197,1.278,-1.911,-0.584,1.918,-3.682,2.719,2.409,-1.132,-3.208,0.405,0.000
-2.468,-2.031,2.741,1.259,-0.830,-2.019,1.284,-0.061,1.738,-1.096,-0.241,0.232,1.000
-3.121,-1.692,0.621,-1.350,1.342,0.543,-2.850,2.280,1.191,5.260,1.123,0.120,0.000
1.108,-1.021,-0.472,1.482,-3.956,2.887,-0.564,-0.963,0.363,0.049,1.323,0.450,1.000
-1.989,0.393,-0.280,-3.184,-0.628,4.256,0.864,0.962,5.946,1.199,0.649,0.101,0.000
1.591,1.690,-0.969,-0.890,-0.311,-1.784,-3.992,3.120,1.382,0.416,-2.570,3.135,1.000
-4.011,-1.097,3.198,-3.716,-3.044,-0.114,-2.110,1.022,1.965,-1.676,-3.526,-1.194,1.000
-1.343,0.969,3.298,-1.066,-0.860,-1.897,-1.515,2.694,-1.125,2.623,3.884,-0.096,1.000
-0.838,0.756,-1.265,-2.723,-2.239,3.319,-0.560,0.293,1.289,-0.184,-0.192,2.426,1.000
-2.315,1.593,-0.413,1.914,-2.709,3.838,2.336,2.477,0.314,-0.481,1.604,-3.843,1.000
1.475,2.007,-0.052,-2.160,-0.117,1.838,-2.342,0.233,1.318,0.313,-3.209,2.056,1.000
0.240,1.189,-1.743,-3.815,-1.629,-1.627,1.672,3.218,3.327,0.531,3.992,1.737,0.000
-1.267,1.110,0.269,-0.835,0.230,-5.180,-1.816,-0.966,-0.010,-4.097,2.751,3.020,0.000
1.874,2.332,-0.614,-3.064,-0.818,-0.985,-4.343,1.768,0.582,-0.107,-5.505,1.807,1.000
-3.078,2.222,-5.362,-0.824,-0.520,-0.203,3.146,6.042,2.689,-1.143,-3.526,-0.495,0.000
-2.192,-0.815,2.324,-1.591,-1.232,1.327,0.833,0.115,0.554,-0.876,0.571,0.597,1.000
-2.035,-2.998,3.108,-3.632,-3.825,-1.563,-0.919,-1.892,3.838,0.096,-0.809,-3.869,0.000
-0.234,-2.761,1.650,-3.008,-3.085,2.955,-1.479,-0.666,4.855,0.665,-2.351,-2.560,0.000
2.114,-0.837,-0.144,-1.906,-2.550,3.635,-1.069,-3.347,-0.035,-0.578,0.077,3.658,0.000
2.524,2.690,-0.839,-4.017,-1.410,1.859,-5.553,0.694,0.755,-0.158,-5.695,0.730,1.000
-2.648,-0.730,2.285,-2.140,0.157,-0.040,-3.523,-0.883,-1.277,1.806,-1.900,-0.507,1.000
1.934,0.150,3.298,1.983,-3.638,2.771,4.598,-1.407,0.976,-1.847,1.129,3.256,0.000
-0.133,0.069,1.663,-1.260,0.018,-0.881,-3.350,-0.533,-2.494,1.412,-0.706,1.381,1.000
-0.463,-0.830,-2.005,-0.013,-2.765,-1.170,-4.121,1.066,-0.315,-1.486,0.572,0.972,0.000
-1.526,-0.316,3.782,-2.400,1.281,-3.124,-1.348,1.953,1.606,-0.811,-0.137,2.585,1.000
-3.007,0.787,0.383,-4.796,-0.565,2.720,1.079,0.822,0.730,-1.334,0.353,4.052,1.000
-1.801,-2.110,1.897,1.542,-0.804,-3.307,-3.083,0.996,-2.607,0.522,-0.414,1.019,0.000
-0.931,-3.059,1.545,1.514,0.045,-0.962,-0.684,2.027,-1.030,4.743,-0.004,0.625,0.000
-1.515,0.642,0.143,-2.209,0.146,4.385,-1.326,1.793,1.670,2.712,-2.411,1.319,1.000
-2.045,1.271,-1.128,-2.388,-0.928,-1.484,-2.607,-1.323,2.116,-1.547,0.660,-0.039,0.000
-2.678,0.944,2.796,-2.039,0.061,0.815,1.041,2.470,1.942,-0.356,0.794,0.987,1.000
0.976,-1.850,4.923,-3.833,-0.325,2.007,-0.485,0.745,1.314,-1.365,-2.132,2.215,1.000
-1.889,-2.249,-2.281,-2.117,-2.090,-0.910,-1.725,2.228,1.518,-0.611,0.896,-0.831,0.000
0.423,-4.903,3.127,0.473,-0.900,-2.547,-2.940,0.154,1.828,0.163,2.119,3.369,1.000
0.468,3.522,2.364,-2.654,1.005,0.295,-3.398,-0.387,-3.757,0.033,-4.390,1.683,1.000
-1.064,-0.037,-2.093,-0.000,1.061,-1.511,-0.276,2.857,1.399,2.251,0.169,1.443,0.000
0.513,4.294,0.240,-0.471,1.033,-1.638,4.017,3.904,5.368,-0.193,-0.354,1.461,1.000
-2.098,-2.830,-1.587,-2.622,-2.481,2.228,-2.918,4.791,2.730,1.289,-3.853,-0.434,0.000
0.753,-1.981,-4.100,-4.941,-1.543,-0.279,-2.462,2.449,2.420,-1.371,1.223,2.055,0.000
-2.654,-0.450,1.997,-0.393,0.725,1.901,-0.616,-0.520,0.259,-1.851,-1.526,2.680,0.000
0.001,2.054,0.980,-1.090,-1.696,-1.081,-0.885,-0.949,1.652,-4.508,1.270,3.802,0.000
-1.103,-1.994,-2.480,0.927,-3.096,-0.498,-4.416,1.655,0.013,-2.015,-1.897,0.780,0.000
-5.573,-0.122,0.016,-0.645,1.390,3.891,0.270,1.132,-2.474,-1.431,-4.220,1.726,0.000
-4.288,-0.437,-2.428,-1.364,0.345,-0.648,3.235,4.738,2.577,0.526,-2.895,-0.764,0.000
1.944,-5.247,4.015,3.715,1.521,-1.469,-1.208,0.051,-3.151,2.697,1.480,3.499,0.000
-1.070,-1.000,-0.434,1.160,-1.110,1.059,3.492,0.517,2.340,-1.535,-2.619,0.147,0.000
0.356,1.970,2.287,-4.057,-1.220,3.889,1.711,1.715,3.781,-3.276,-0.464,-2.767,1.000
-1.832,3.565,-2.048,-6.690,-3.856,-5.684,-0.933,3.668,4.876,0.625,-0.003,-0.032,0.000
-0.386,-0.001,6.893,-2.833,-0.182,-3.208,-1.270,-0.998,-0.132,-5.621,-1.024,1.132,1.000
-1.155,-1.960,5.150,-1.518,-0.949,-0.142,1.306,-0.415,-1.426,-1.323,-0.787,0.979,1.000
2.067,1.096,0.143,-0.544,-1.902,4.419,-0.277,0.314,-1.118,0.688,-2.769,0.463,1.000
-3.456,0.700,4.115,-2.084,-1.708,3.947,3.784,2.440,2.058,-3.146,0.280,-4.213,1.000
-4.789,-3.160,5.937,-1.629,-1.500,-1.113,-0.912,0.584,-1.995,0.910,2.969,1.230,1.000
-1.969,1.338,-3.299,-2.284,-0.850,-1.351,-0.953,4.053,1.097,-0.151,0.728,-0.442,0.000
0.885,-1.158,-3.487,-2.097,-2.723,-1.956,1.824,4.818,2.855,-2.215,-1.062,-2.748,0.000
0.128,-1.182,0.441,1.971,-1.299,-0.699,0.045,0.573,1.397,-1.481,0.973,-0.773,1.000
-0.078,1.930,1.950,-2.786,-3.894,-2.497,0.704,0.718,1.638,-0.429,2.248,2.264,0.000
-1.667,-0.485,2.108,-0.790,-2.663,1.519,1.856,-0.566,2.281,-1.723,1.418,0.754,1.000
-0.523,1.902,1.366,-4.180,-0.566,0.109,-1.592,2.983,-0.824,2.321,1.496,0.681,1.000
-3.811,-1.924,2.053,3.006,-1.936,-2.029,-0.203,-0.060,1.482,-1.165,6.651,0.123,1.000
-0.055,-1.911,2.410,3.609,-3.446,-1.503,-0.770,-1.182,1.018,0.736,0.071,-2.321,1.000
1.569,2.022,-2.224,-0.607,0.064,1.842,0.336,2.148,3.667,0.765,3.125,-0.951,1.000
-1.367,-1.138,-0.996,1.990,0.897,1.156,0.061,2.912,1.008,-3.494,-5.369,0.261,0.000
-2.532,-2.308,1.419,-3.169,-0.403,2.758,2.790,1.060,1.222,-3.021,2.733,2.009,1.000
-0.460,-4.384,-0.058,0.695,-1.555,2.623,3.722,-0.228,1.591,-3.261,0.617,2.686,1.000
-1.918,1.181,0.542,-1.145,-0.735,-1.302,0.869,2.829,0.701,1.770,3.425,2.614,0.000
-0.829,-1.390,3.417,-0.391,-2.137,1.573,-3.581,0.172,0.598,-0.662,-2.347,0.939,0.000
0.767,2.054,-0.865,2.247,-0.678,1.426,-0.219,2.713,2.831,-0.882,2.402,1.731,1.000
-0.853,-0.792,-1.446,0.880,-1.673,-0.579,-3.092,1.738,2.424,-1.277,-1.268,1.690,0.000
0.744,2.486,-1.392,-0.322,0.851,0.657,0.854,3.182,2.963,-0.761,0.568,5.761,0.000
4.845,6.598,-3.272,1.428,-1.973,1.606,-0.671,0.153,-2.532,-1.664,-4.438,1.884,1.000
-3.563,3.017,1.474,-3.210,-0.889,3.068,3.491,-0.253,4.297,-2.470,-0.952,2.243,1.000
-0.452,1.565,-2.240,-0.207,-2.296,-0.060,1.787,-0.086,-0.530,-1.912,0.401,0.852,0.000
-0.995,-4.076,4.296,0.602,-2.353,1.709,2.761,-1.350,-0.929,-0.382,0.618,0.736,1.000
-3.144,0.003,4.542,-5.644,-0.750,0.164,-2.189,2.607,-3.643,2.746,2.860,2.376,1.000
-1.561,-1.111,2.323,-5.440,-5.157,-1.290,-3.589,0.986,2.266,2.414,0.250,-2.156,0.000
0.461,0.198,-0.437,-0.807,-2.772,4.320,-0.897,-0.888,-1.634,1.833,-3.365,-0.580,1.000
4.327,1.786,-0.632,-0.435,-1.317,0.092,0.371,3.237,2.549,-1.855,-1.387,2.803,1.000
-3.111,-3.147,1.479,-3.487,-0.601,0.347,0.989,-0.505,-0.809,-1.840,1.861,1.677,1.000
0.230,0.047,-2.085,1.102,-2.523,-1.066,-2.745,1.942,-0.063,-0.305,-4.481,0.532,0.000
-2.487,-5.561,-0.331,0.958,-0.691,1.732,-0.285,0.780,-0.096,-3.041,1.658,2.742,1.000
-4.494,-0.469,4.280,-2.713,-1.002,1.892,2.143,0.614,1.118,-1.447,0.085,-3.451,1.000
-0.887,-2.247,1.656,-6.161,-3.824,1.415,-4.558,1.086,4.239,2.744,-0.951,-2.369,0.000
-1.949,-2.525,1.790,0.713,0.613,1.443,4.515,2.037,2.692,-2.911,0.999,2.782,1.000
2.252,3.176,1.643,-2.501,1.486,0.505,-3.896,-0.660,-0.035,-1.137,-2.635,3.072,1.000
-2.870,-1.229,4.062,-5.701,0.598,-0.980,-0.218,0.735,-2.409,-0.460,1.630,-0.959,1.000
-3.591,-2.416,1.060,-2.639,0.154,1.156,0.668,-0.335,0.505,-3.248,-0.454,1.325,1.000
1.956,-1.710,2.518,0.099,-0.509,-0.166,-2.179,-0.027,0.509,-0.497,-1.574,3.390,1.000
0.261,0.457,1.433,-2.334,-0.289,-1.963,-4.219,2.657,1.114,-0.474,0.247,1.571,1.000
-0.717,-2.867,-0.588,1.210,2.764,-1.407,-2.326,1.166,0.641,3.033,-0.704,1.207,0.000
-2.111,-2.018,0.749,-3.512,-6.232,-3.464,-6.270,0.389,0.072,-1.158,-3.746,-3.929,0.000
-1.652,1.171,1.284,-2.347,-0.457,4.067,1.843,3.775,3.603,0.070,-1.966,-0.375,1.000
-0.351,-1.796,2.244,-2.499,2.516,2.286,-3.569,-0.167,0.296,-1.528,-1.531,2.518,0.000
-3.761,1.019,1.931,-5.293,-1.039,3.872,2.135,0.314,2.017,-1.064,-0.956,3.154,1.000
-0.847,-3.418,2.418,-0.849,-0.621,1.036,-0.362,-0.110,-0.007,2.607,-2.380,2.188,1.000
-1.724,-3.798,2.856,1.071,-3.335,0.486,-1.045,-1.065,0.188,-0.766,1.146,-0.487,1.000
0.071,1.161,2.197,-1.265,0.915,-1.565,0.504,2.390,2.627,-1.549,1.314,2.983,1.000
0.240,-0.244,1.251,-1.313,-2.800,-0.651,-2.125,-1.863,2.204,-2.579,-1.215,0.948,0.000
-3.968,-0.495,-1.161,-3.308,0.326,-4.645,-3.749,0.541,1.364,-0.480,1.840,-1.530,0.000
-5.473,-1.723,3.811,-4.856,-2.251,2.711,-0.733,0.141,-1.413,0.726,2.435,3.643,1.000
4.197,1.450,4.496,-2.144,-0.455,-1.298,-2.036,-0.825,-0.160,-5.416,-0.149,3.605,1.000
-1.758,-0.156,-0.520,-1.402,-2.920,-2.296,-3.483,3.480,4.540,-1.500,0.633,-0.038,1.000
1.111,-4.926,-1.955,-3.917,-3.736,0.188,-3.189,0.401,5.378,2.883,3.133,-1.261,0.000
1.301,-1.498,5.093,-3.811,1.333,2.103,1.117,0.032,1.674,-0.753,-1.493,2.840,1.000
4.400,-1.086,2.522,-2.233,-2.686,1.636,-1.861,-3.926,1.371,-2.459,1.616,2.513,0.000
-2.601,-0.980,-2.414,-3.339,1.293,-3.590,-3.838,1.381,1.859,-0.894,2.709,-0.374,0.000
-1.697,-3.535,1.064,0.976,-2.429,2.634,1.109,1.496,2.581,1.194,4.522,-1.141,1.000
-0.786,-7.308,-0.123,-1.018,-4.978,0.984,-1.952,0.119,1.801,-0.106,0.379,-2.139,0.000
-2.964,-1.632,5.005,-3.966,-3.708,-0.166,-2.244,-0.604,-3.024,2.213,3.392,0.329,1.000
0.383,1.159,-0.009,-1.830,-1.354,-2.704,0.569,0.337,3.061,-3.014,0.662,2.931,0.000
-0.968,-6.123,2.422,-0.395,0.497,-8.125,-1.526,3.426,-3.089,6.526,3.604,-0.435,0.000
0.789,-0.036,0.924,-0.044,-2.860,-0.779,-4.201,0.149,-2.874,2.865,2.379,-1.957,1.000
-0.126,-0.802,-1.528,-1.526,-2.013,1.050,-0.239,1.809,-1.051,-1.346,-1.158,-0.434,0.000
0.126,-1.088,-0.154,0.636,2.594,1.898,-0.437,-0.965,2.220,-1.289,1.640,2.639,0.000
0.746,-1.505,-2.411,-0.585,2.563,-0.635,-1.618,0.965,2.078,-3.149,-1.706,4.832,0.000
-1.149,-1.250,-1.602,0.069,2.035,-1.882,-1.738,5.198,0.249,3.797,0.463,2.506,0.000
3.236,-1.059,4.550,-1.940,1.604,0.355,-1.250,-0.064,0.928,-1.372,0.180,5.188,1.000
-2.624,0.687,-3.919,-2.977,-1.208,0.506,-1.040,4.978,0.814,1.705,-1.698,-0.575,0.000
-6.617,-2.322,-0.899,-0.971,-2.005,0.036,-3.902,-1.513,-1.632,3.665,2.839,1.590,0.000
-1.415,-1.482,4.975,2.844,-3.492,-1.046,-0.477,0.283,0.523,1.566,3.850,-1.904,1.000
-1.155,1.206,1.750,-3.408,-2.903,0.414,-2.023,0.101,2.438,1.187,1.129,1.197,0.000
-0.009,5.059,0.294,-0.735,-0.382,0.533,0.254,1.270,0.324,-2.382,-0.910,0.858,1.000
-0.369,-1.312,-1.245,-0.152,-5.298,1.435,-0.654,1.529,1.582,-0.058,-1.134,-2.132,0.000
1.020,4.546,1.032,-3.479,-0.929,2.423,-1.522,0.844,1.724,-3.389,-3.888,-0.779,1.000
0.401,-1.162,3.321,-2.137,-0.608,0.364,-0.512,3.036,-1.602,0.547,4.631,-2.200,1.000
2.659,3.740,0.806,-1.929,-6.317,2.021,1.882,-2.351,4.082,-7.053,-0.936,3.000,0.000
0.083,-0.180,2.942,-4.662,1.928,-0.704,-3.365,0.391,2.347,0.528,0.366,3.038,1.000
3.283,4.222,-2.327,-2.914,-0.477,-0.411,-6.320,2.846,0.491,-0.273,-1.616,0.399,1.000
3.263,-2.447,3.525,-1.450,-2.434,2.116,-3.003,-2.642,1.666,-3.635,-0.518,2.321,0.000
2.353,-2.326,-3.436,-1.120,-1.263,-0.790,-2.212,3.171,2.211,-3.655,-2.093,1.039,0.000
1.340,2.613,1.568,-3.076,-0.384,0.599,-2.737,2.116,1.286,-2.669,-2.033,-0.815,1.000
-1.743,-6.079,-1.262,2.444,-0.526,-0.400,-0.105,-1.257,0.099,-4.461,0.476,0.668,1.000
0.584,-1.657,0.633,-3.143,0.962,1.234,-1.802,-1.907,-4.021,-4.769,0.493,4.076,0.000
0.532,-1.437,1.595,1.116,-0.970,0.969,-1.893,0.717,5.066,-1.892,1.673,2.335,1.000
2.043,0.439,1.537,-3.350,-0.219,-0.841,-5.190,0.085,1.368,-1.206,-0.459,1.257,1.000
-0.695,0.769,1.910,1.055,0.883,3.689,-1.753,1.304,1.975,-0.326,-3.580,1.397,0.000
0.173,-3.126,0.466,1.567,-1.510,0.353,1.001,2.060,1.087,-0.324,2.707,1.302,1.000
-1.411,1.837,-0.634,-1.859,0.535,2.688,4.423,1.611,5.426,-3.008,-2.991,2.822,1.000
0.742,1.599,1.299,-1.564,-0.278,0.349,0.898,-0.332,-1.777,0.167,-3.023,1.349,1.000
-1.859,-1.774,3.129,-0.872,-1.688,-0.145,-1.551,-0.794,0.076,0.826,1.669,0.127,0.000
-1.517,-1.557,-0.990,0.316,1.810,0.134,0.080,3.681,0.787,3.846,1.592,1.547,0.000
-4.027,0.941,-2.074,-0.778,1.020,0.805,0.514,2.632,0.286,1.501,-1.537,1.005,0.000
-0.815,-1.240,3.816,-2.752,-0.743,1.468,-0.728,0.138,1.508,-1.266,1.698,0.062,1.000
3.362,1.139,-0.349,-0.701,-0.597,0.486,4.075,0.633,3.396,-1.576,-0.815,-2.967,1.000
-3.064,0.580,1.002,-0.401,-0.220,-0.522,-2.127,1.393,0.267,0.821,0.190,1.733,0.000
1.018,2.595,-0.093,-4.377,0.845,2.554,-0.502,2.450,3.607,0.618,-0.926,1.171,1.000
2.532,-0.974,1.966,1.734,-1.282,-3.688,-0.034,1.696,2.196,-2.994,0.513,5.149,1.000
-0.906,-4.946,3.925,0.366,-0.899,-2.704,-5.840,-0.268,-2.559,1.766,-0.375,0.613,0.000
-1.695,-2.571,-3.201,-2.109,-0.877,-0.540,-5.241,3.809,0.106,-2.121,-2.463,1.681,0.000
3.405,2.470,-2.241,0.695,-0.770,-0.662,-3.603,0.906,1.961,-0.441,-2.221,2.672,1.000
1.940,-3.066,1.355,0.791,-4.065,3.035,-1.531,-1.807,-1.188,0.268,-2.804,1.742,1.000
-2.129,2.956,0.915,1.287,0.370,-1.516,-0.646,0.679,-1.980,0.401,2.670,4.736,0.000
-1.541,0.681,1.207,-1.683,-1.222,2.752,3.366,1.947,3.362,-1.100,1.540,3.278,1.000
-2.079,2.383,-0.129,-2.090,0.711,-2.838,-2.928,2.599,1.348,0.571,-0.452,0.060,1.000
0.460,-1.243,-4.808,-1.394,-2.643,-0.450,0.918,3.176,4.662,0.029,-0.807,-0.925,0.000
-1.083,-1.472,3.674,-3.491,-3.676,-5.378,-0.085,0.834,-0.532,-0.656,5.278,0.819,0.000
0.675,3.101,4.305,-3.428,0.518,1.529,-2.748,-1.782,0.254,-3.923,-3.818,1.823,1.000
-0.960,-4.497,2.762,-1.185,-3.295,-0.379,-4.581,-0.049,-0.194,1.935,-2.486,-2.645,0.000
-2.157,0.514,-0.922,-3.235,3.839,-0.571,-3.916,3.705,-1.241,-2.422,-1.587,3.919,0.000
0.587,-0.887,-1.545,0.695,1.136,-2.103,-1.151,1.982,0.862,-0.403,-0.732,2.819,0.000
-0.541,0.915,1.298,0.313,-4.591,0.095,-1.740,-0.507,0.488,-0.237,-4.008,0.512,0.000
2.532,-2.769,0.136,0.753,-1.788,1.718,0.243,2.572,-0.637,-0.297,2.986,0.566,1.000
2.912,3.077,-0.664,-2.500,-1.536,3.133,-0.279,1.755,2.026,-1.430,-4.211,0.931,1.000
-2.628,-2.497,-3.185,-4.754,-0.609,1.927,-0.416,3.909,3.041,1.130,-1.355,-0.931,0.000
-0.804,1.127,-1.479,0.832,1.572,5.152,0.756,0.191,4.083,0.921,-1.241,2.584,0.000
0.956,-1.501,-1.742,-0.630,0.220,-1.996,-1.415,1.722,-1.532,-0.295,2.346,0.172,1.000
-1.677,-1.981,1.262,-0.473,-0.317,-1.610,-2.119,1.990,-0.528,1.971,1.151,0.832,0.000
0.641,-1.221,0.207,-2.436,0.249,-0.744,3.337,1.729,1.575,-2.061,1.763,0.174,1.000
-2.555,3.530,0.645,-4.217,-3.737,-0.580,-1.266,2.281,3.201,1.720,-0.261,1.289,0.000
-2.306,-0.656,0.912,0.528,-2.094,2.111,1.120,-0.583,2.685,-1.731,-0.661,1.667,1.000
0.595,3.326,2.874,-5.589,0.524,-0.664,2.942,3.575,1.229,0.906,2.754,-0.456,1.000
-2.834,-2.810,0.609,-2.713,-0.408,-5.489,-4.908,1.858,-0.911,1.664,1.911,-0.794,0.000
-2.996,0.544,-2.455,-2.032,1.540,1.845,1.639,5.551,4.819,0.062,-4.249,0.568,0.000
3.703,3.142,-0.789,0.200,-1.611,0.981,-1.624,1.589,0.559,-2.076,-2.723,2.073,1.000
0.325,-3.724,2.559,0.582,1.868,1.403,-0.224,-0.071,1.821,2.402,1.487,2.064,0.000
-3.883,-4.815,1.704,-2.929,0.381,-1.571,-3.916,1.180,1.523,6.085,0.590,-3.789,0.000
-0.322,3.535,-1.483,-1.846,2.108,-0.017,3.871,3.241,3.835,-2.086,-1.505,0.972,0.000
-3.519,-0.378,1.015,0.031,1.936,0.439,-1.904,-1.181,0.699,1.029,2.247,0.695,0.000
4.610,0.017,-2.796,3.254,2.172,-0.365,3.863,5.617,3.261,-1.013,1.103,0.256,1.000
-2.267,-4.003,2.945,-1.209,0.881,2.481,-1.603,-0.348,2.848,1.566,0.909,-0.689,0.000
-1.217,-1.640,0.623,2.271,-1.257,-3.608,-1.870,0.607,-1.711,0.653,-2.600,0.512,0.000
