-1.791,3.722,1.485,-0.134,3.375,4.205,1.201,-0.665,1.414,0.786,-0.004,1.502,2.265,0.677,-1.022,0.000
-2.215,-1.476,-3.348,0.115,-0.628,4.366,4.357,2.699,-1.010,1.879,1.056,5.067,-2.487,1.147,1.825,0.000
0.290,1.407,3.356,0.412,-0.598,1.512,-4.754,-2.892,-1.818,-0.981,0.165,0.536,1.845,-0.716,-0.406,1.000
-2.515,-1.260,3.508,3.210,-0.764,0.095,-3.654,-1.646,-1.539,-3.581,-0.258,1.583,-1.008,-4.447,2.334,1.000
2.947,-0.911,3.609,5.059,0.059,2.288,-4.794,-1.170,2.056,-1.793,-2.302,-0.447,-0.118,-2.568,-1.860,1.000
0.970,4.146,3.427,2.906,-0.275,1.555,-2.718,6.183,-0.500,2.345,-2.458,2.801,3.289,-0.994,-0.421,1.000
0.366,2.935,3.288,-0.410,1.164,0.256,1.553,1.486,-3.266,1.059,-0.830,-0.920,1.737,-0.027,0.336,0.000
3.415,-1.129,-0.835,1.061,1.874,0.042,3.827,-0.750,0.148,1.973,3.128,-1.496,-1.395,-0.049,4.411,0.000
-2.765,5.317,-1.179,-1.455,1.552,3.643,4.119,-2.161,0.506,-2.499,2.405,-0.280,2.444,2.404,1.964,0.000
1.816,2.950,1.647,-2.227,0.912,0.013,-0.113,-3.273,-2.034,-1.020,-1.667,-1.943,-1.270,1.531,0.348,1.000
-0.642,-2.825,-2.488,2.350,-1.155,-0.862,-3.538,-1.964,0.761,1.484,3.149,0.078,2.057,0.445,-0.035,1.000
0.975,1.343,1.171,1.081,-1.730,0.417,-0.521,-1.313,0.110,2.004,-0.254,-1.107,0.677,-1.385,0.022,1.000
2.078,3.667,2.488,-2.631,0.716,-3.452,-2.222,0.231,1.897,-1.056,-5.529,3.741,0.148,-0.701,-4.329,1.000
3.103,0.927,-0.645,-1.180,-0.264,-6.121,-1.239,3.640,2.131,-0.316,0.387,-0.919,3.694,3.964,-0.684,0.000
1.412,0.501,-2.323,-1.907,-0.669,-2.820,0.361,1.616,-0.573,0.469,-0.260,-1.603,-0.637,-0.511,1.132,0.000
0.251,1.608,0.329,3.422,-0.680,1.361,1.841,-0.826,-0.847,1.255,0.139,-0.655,-0.606,1.097,-1.390,0.000
6.413,-2.125,-0.278,1.979,3.022,-2.129,-0.959,4.567,2.543,3.272,-0.003,-0.009,-2.654,1.260,-3.923,1.000
4.870,-0.727,2.035,-1.017,2.515,1.785,-0.098,2.195,-5.357,-1.649,-2.419,-0.692,2.799,2.440,4.619,0.000
-1.423,2.145,-3.821,0.761,1.459,1.551,1.238,1.191,1.262,-3.885,-0.858,-0.587,-0.194,2.427,1.762,0.000
0.818,-2.174,-1.599,-1.478,0.748,-1.386,-3.347,0.938,-0.709,-2.619,2.482,-0.163,1.721,3.605,1.105,0.000
2.070,0.121,2.753,-0.497,0.013,-2.128,-1.878,-0.290,0.088,-0.339,0.615,-0.279,-0.942,-0.574,1.018,1.000
-7.906,2.335,0.925,2.219,1.503,0.492,5.218,0.958,0.919,1.649,-2.639,-1.689,4.045,7.801,1.426,0.000
1.420,2.980,-0.344,2.132,-0.720,2.281,0.363,-1.129,1.009,-0.405,-3.276,-1.819,-2.537,0.427,2.037,0.000
0.183,-0.142,-0.277,-0.587,-1.266,1.274,-1.740,2.160,0.704,2.063,-0.507,2.367,1.841,0.545,3.238,1.000
-2.944,0.458,1.595,-4.734,0.234,-1.312,-1.461,-3.696,0.355,-0.548,0.752,0.797,-0.617,5.845,1.329,0.000
-1.057,-3.590,1.556,-0.346,-3.522,3.323,-1.744,0.653,-0.094,2.478,-1.041,1.025,4.972,-0.047,2.674,1.000
0.810,-1.032,0.589,-2.032,-0.787,1.292,-0.783,3.281,-1.199,-0.006,-1.248,2.829,3.981,3.570,2.391,1.000
-0.377,0.636,1.621,-2.412,0.940,-0.286,2.551,2.809,3.304,4.795,-1.655,2.254,3.232,0.424,2.960,1.000
-1.133,1.179,-0.000,-0.143,2.871,1.139,-1.573,5.116,-3.250,0.302,1.368,1.572,-2.423,-0.843,-1.858,0.000
1.526,-2.140,2.644,2.419,-1.108,-0.483,-3.361,3.561,0.902,4.048,-0.566,2.611,1.732,-2.222,2.719,1.000
0.828,0.766,-0.294,3.585,-0.732,-4.740,-1.228,0.390,-0.003,1.273,-0.694,0.738,0.326,2.282,-1.651,1.000
1.911,-4.317,-1.705,4.928,0.431,-0.703,-6.833,-3.872,-2.482,-3.606,1.023,1.494,-1.026,-1.196,-2.585,1.000
0.652,-1.764,-0.173,1.202,1.574,-1.397,-1.795,-0.833,1.333,0.394,1.925,0.894,2.424,-0.774,-0.389,1.000
1.868,-2.551,0.106,-5.718,-4.305,0.074,-0.326,-1.486,-0.025,0.946,0.665,2.761,0.460,2.469,1.678,1.000
-2.205,0.324,3.481,-2.414,1.118,1.247,0.001,-2.060,-3.549,0.846,5.654,-2.058,1.683,1.539,-0.671,0.000
-0.898,-2.212,1.955,0.508,-3.130,4.855,-3.364,2.732,-2.620,2.454,-0.310,2.365,2.473,1.739,1.928,1.000
-0.993,-2.863,1.625,1.380,0.025,-2.197,-0.097,1.230,0.971,0.644,2.508,1.887,-2.525,-1.404,1.009,1.000
0.399,-0.243,1.933,0.497,-1.162,1.352,-2.282,0.041,2.804,2.821,0.698,2.984,3.375,0.374,2.592,1.000
4.718,2.694,-4.898,-4.660,0.725,-0.818,0.889,-0.034,1.505,-4.984,1.680,3.595,-6.760,0.826,0.530,0.000
1.607,-1.121,1.763,1.048,2.411,-1.872,-1.820,-0.956,-3.583,-0.296,3.774,-5.634,5.878,-3.760,0.335,1.000
1.961,6.482,-1.768,-2.784,-1.430,7.285,1.359,-1.496,-2.759,0.820,-0.557,1.680,-0.514,1.559,-0.629,0.000
-1.727,3.652,2.891,0.723,3.635,1.275,1.905,-2.485,-2.229,2.111,2.621,1.448,1.401,0.514,0.830,0.000
-0.284,-1.481,1.979,-0.519,-5.224,3.643,-4.934,0.316,-0.977,2.186,-1.446,4.295,4.500,2.037,1.264,1.000
-3.545,0.272,-3.298,-2.411,-0.087,0.085,-1.116,-2.964,1.154,0.250,2.716,-0.284,-0.585,2.509,3.657,0.000
2.190,1.045,-1.041,-0.355,-0.514,-0.320,-0.246,-0.034,-3.157,1.626,-1.452,-0.582,0.206,1.467,1.516,1.000
3.527,-0.993,-2.763,-0.801,0.111,0.137,-1.224,-3.469,1.457,0.984,1.526,0.075,-2.256,-3.513,-2.186,0.000
3.233,3.301,2.185,-1.720,1.429,1.349,-1.404,-6.845,1.645,0.930,3.817,1.293,1.187,-2.325,-1.444,0.000
-1.252,3.200,0.776,2.108,0.680,-0.678,-0.185,4.171,-1.329,-1.938,-3.678,0.793,2.653,2.440,-4.844,1.000
5.245,-4.685,-0.107,-2.084,-0.752,3.988,-3.863,1.098,-3.359,3.932,0.543,5.159,3.993,3.544,6.889,1.000
-0.029,-1.066,-3.362,-1.030,-1.396,-0.653,2.546,-2.255,2.272,0.161,3.673,0.368,0.875,-1.422,1.715,0.000
-1.419,2.242,2.156,1.408,-2.872,3.673,-2.642,1.953,0.312,1.739,-1.100,1.996,2.950,0.301,-0.608,1.000
6.395,-4.229,-3.091,1.142,3.641,-4.847,2.592,4.161,3.331,6.131,1.964,-4.183,3.807,-1.039,-1.528,1.000
-0.184,1.393,-0.764,-0.464,-4.613,-0.428,-2.997,3.742,1.032,0.523,-0.369,2.851,5.625,-0.007,-0.334,1.000
1.727,0.854,-0.564,-0.332,-1.972,2.465,-3.411,-0.023,-1.070,1.311,-1.223,2.075,4.400,0.104,1.378,1.000
-0.950,-0.531,-2.293,2.636,2.213,-1.552,2.288,-0.867,1.752,-2.785,3.434,-0.033,-2.125,-0.006,0.230,0.000
-1.284,-0.241,2.521,0.083,3.984,2.838,-3.023,1.865,-4.932,1.108,3.406,-1.001,-1.950,2.353,1.042,0.000
1.918,0.200,1.126,3.338,-3.520,-1.973,-3.527,-1.844,-0.193,2.661,1.517,-1.101,1.012,2.557,-2.521,1.000
-2.128,1.385,-4.213,2.887,-0.665,2.853,2.584,4.781,0.135,-2.765,-1.281,0.105,-1.169,4.180,1.626,0.000
-3.970,-1.700,-1.546,2.730,0.560,0.501,-0.127,-1.362,0.521,-0.382,1.335,0.755,0.582,1.433,1.996,0.000
1.709,1.670,0.057,0.566,0.505,-1.671,0.067,2.925,1.180,2.538,1.451,0.196,2.480,0.571,1.315,1.000
5.720,1.802,-7.736,-0.203,-3.693,2.543,1.605,2.856,0.729,-4.597,0.714,-0.259,-1.439,1.088,1.031,0.000
5.466,-1.262,-0.587,0.951,-0.602,-3.103,2.333,2.035,0.392,1.788,2.570,-4.342,2.419,0.332,1.535,0.000
0.247,-3.271,-2.641,-1.112,-0.000,-7.615,1.408,1.000,-0.486,7.184,5.134,-2.218,2.364,1.525,2.511,1.000
0.638,-1.491,-1.143,0.281,1.315,-0.315,-1.849,0.565,0.845,1.447,2.470,-1.520,3.286,-3.029,2.326,1.000
-0.905,-0.435,1.366,4.231,4.451,-1.182,-1.877,0.410,0.481,-2.739,2.538,3.092,-2.274,-0.060,-1.897,0.000
-0.689,2.620,-0.563,1.806,0.530,-2.440,-2.009,4.407,1.822,2.772,2.320,0.594,0.608,2.912,-2.391,0.000
1.041,0.913,-0.514,-1.245,-0.937,-3.745,3.780,0.058,2.646,-1.563,-0.893,3.589,1.243,0.234,-1.145,0.000
-2.601,0.317,-2.642,0.194,-0.110,0.476,-1.397,0.874,-2.850,-3.294,-1.662,3.486,-0.347,4.515,1.702,0.000
2.329,-1.639,0.819,1.029,0.931,0.631,1.262,1.245,-2.683,-0.565,4.012,-0.727,2.948,2.080,1.156,0.000
3.315,2.437,-4.592,-2.609,-2.579,-8.198,2.220,2.455,3.145,3.848,0.903,-2.845,0.414,-1.611,-0.949,0.000
-0.241,2.778,1.230,2.610,4.478,-0.585,-1.008,-1.136,-0.167,-2.618,-1.052,0.330,-3.405,0.255,-1.988,0.000
0.575,1.141,0.273,1.006,2.437,-0.261,-0.809,1.067,-1.891,-0.657,-1.215,2.524,1.780,2.452,1.915,0.000
-3.248,-1.927,-0.066,2.825,4.531,3.117,-1.533,3.628,-1.026,0.727,-1.844,5.318,0.235,-0.175,-2.662,0.000
2.787,3.375,3.363,-3.451,-5.257,0.167,-7.900,1.985,0.464,0.844,-3.654,7.631,5.706,0.442,-1.392,1.000
-4.942,-3.834,-1.427,5.221,-3.104,-3.570,-0.314,2.856,-2.169,-2.965,-3.465,2.950,-5.161,6.842,6.644,0.000
-0.459,1.319,0.079,-2.139,1.713,-0.116,-0.268,5.314,-2.504,-0.474,0.101,0.272,0.100,1.095,-0.670,0.000
5.403,3.440,0.085,-0.700,1.990,-3.746,0.514,4.180,-0.217,2.212,0.736,-0.189,4.027,-1.043,-0.630,1.000
0.019,-4.045,3.636,2.696,3.678,-0.340,-1.472,-0.846,1.077,-3.104,-1.700,2.618,-1.744,-4.131,2.023,1.000
-1.047,-0.751,1.497,0.597,0.907,1.726,-0.525,0.067,0.799,0.975,-0.344,-1.257,4.120,-2.302,3.068,1.000
0.067,-0.344,-0.104,-4.013,-1.561,-3.420,1.055,1.361,1.031,0.614,2.848,-2.661,1.479,1.160,-2.161,0.000
2.213,2.560,-0.299,-1.289,0.914,1.475,0.670,-0.187,-4.088,-1.360,-3.718,-0.490,4.041,3.529,-2.931,1.000
-1.463,3.793,6.150,0.821,2.898,2.067,1.215,-5.013,-0.686,3.107,0.551,2.379,-0.759,-0.065,-0.679,0.000
-0.546,3.545,2.709,-0.456,-2.409,-0.028,-1.855,0.051,-1.201,-1.422,-2.837,0.724,1.084,1.206,-3.072,1.000
1.282,1.739,2.359,2.989,-1.665,0.416,-3.562,-0.603,0.284,-0.776,-0.205,1.472,3.236,-1.440,0.863,1.000
-2.616,-0.159,1.734,3.619,0.190,-1.206,1.395,-2.936,0.414,-1.728,2.971,1.114,-2.258,0.920,3.603,0.000
1.585,4.137,-1.128,-1.715,1.855,-0.681,3.324,-4.112,4.834,1.206,0.372,-3.316,-0.857,1.292,-1.253,0.000
1.169,-5.221,1.008,-1.094,6.181,2.161,-1.767,0.844,0.963,-0.818,-1.047,0.090,1.052,-6.050,1.479,1.000
3.512,1.892,3.102,2.378,1.304,1.940,-3.679,0.163,-0.585,-1.915,0.397,2.904,3.282,1.606,-2.440,1.000
7.067,0.777,4.316,0.827,2.506,-0.272,7.933,1.169,0.182,1.087,0.031,1.086,2.751,-3.722,1.396,0.000
-1.232,1.042,3.464,2.791,-0.663,1.525,1.240,1.119,-0.476,4.501,0.235,-3.894,-4.382,-4.300,1.386,1.000
0.848,-1.838,-0.771,-3.590,1.828,2.308,-0.428,-1.269,-5.392,-1.572,2.568,-0.402,1.612,0.689,2.539,0.000
3.333,-5.188,-2.163,3.516,3.092,-3.929,-2.424,0.803,1.293,2.644,0.450,-0.182,-1.440,2.099,-3.116,1.000
0.380,-1.309,3.429,-1.656,-1.394,3.368,-2.144,1.153,2.567,2.869,-0.092,2.002,4.287,-1.292,6.429,1.000
-2.693,2.596,-2.301,-1.026,2.296,3.622,2.905,-0.297,2.635,-1.959,3.211,0.889,0.406,0.424,1.800,0.000
0.935,-1.518,1.529,0.960,3.614,0.145,-4.593,-0.523,-1.852,-2.735,-0.946,1.143,-3.577,-2.262,-0.333,1.000
-7.213,-3.556,0.391,1.327,-1.844,-2.554,2.792,-1.873,3.769,0.527,4.287,3.257,2.722,-2.121,5.544,1.000
4.028,-2.479,-3.923,-1.223,-1.365,1.091,-3.823,-2.615,3.405,-1.021,4.555,3.019,-2.093,-3.496,1.095,0.000
0.885,1.865,-2.279,-4.300,-5.157,0.962,-2.088,-2.871,-1.400,0.107,0.609,0.426,2.684,2.434,4.679,1.000
3.638,2.870,-0.784,1.898,-1.238,-4.185,3.189,1.921,1.416,3.429,-4.265,-3.916,1.447,2.748,5.435,0.000
-0.647,3.079,2.910,-0.362,-2.738,5.930,-4.343,-2.085,-0.247,0.422,-0.331,1.876,2.225,0.731,2.002,1.000
-0.258,-6.122,-1.575,4.895,-0.185,-2.226,-1.387,-2.694,3.276,-1.297,3.961,1.169,1.613,-3.327,0.836,1.000
-1.789,0.868,1.412,1.604,2.009,0.809,-1.459,-1.801,-2.352,-1.508,-0.521,4.004,-1.421,1.683,1.592,0.000
2.331,1.652,1.868,-4.433,-1.749,0.014,-1.356,-1.235,0.419,0.745,-0.593,1.854,-0.638,0.181,2.923,1.000
1.417,0.672,2.535,-1.840,2.012,-0.324,-0.475,-1.001,-3.971,-1.959,-1.927,3.081,2.267,3.576,1.658,0.000
-2.400,-2.548,-0.375,2.720,-0.894,4.476,0.696,-1.851,-1.833,1.563,3.177,2.589,3.770,-2.654,1.389,0.000
-3.379,2.001,3.583,3.694,1.663,2.374,1.598,-6.224,2.458,2.487,1.861,-3.241,3.131,-1.373,2.068,0.000
3.411,1.061,2.133,2.195,3.305,2.498,2.351,1.162,-3.603,2.461,0.076,-0.106,1.090,-2.128,3.509,0.000
3.280,0.948,7.428,1.313,2.523,2.810,0.663,1.748,1.983,-2.118,-0.584,3.848,0.859,-0.990,0.987,1.000
0.067,1.211,-2.179,-0.450,0.312,0.861,1.393,-2.295,-0.716,-2.027,-0.911,-0.092,-0.630,-0.112,1.743,0.000
1.571,3.126,-0.336,-4.180,2.654,-1.673,0.830,1.870,-0.025,-2.710,-2.865,2.130,1.551,4.397,2.189,1.000
2.535,-2.160,2.014,-3.968,-1.001,2.386,-0.380,-1.231,-0.847,2.716,-0.215,1.021,2.268,2.295,6.882,1.000
0.706,1.598,-3.000,2.180,-1.952,1.046,2.380,0.787,-0.911,-2.697,0.003,0.093,-2.247,2.658,2.090,0.000
0.985,-0.056,-2.340,-5.640,-1.672,-0.624,3.138,-1.659,-2.375,0.125,2.786,8.961,-4.205,4.120,2.201,0.000
0.521,-2.933,-0.127,-2.116,-3.953,1.086,-3.029,-0.047,1.148,1.912,0.606,2.557,3.375,-0.271,4.372,1.000
1.893,0.950,3.551,0.036,-2.499,0.413,-4.541,-1.223,0.169,0.741,-0.844,1.744,2.231,-1.476,1.453,1.000
-2.241,5.751,1.167,-0.323,1.979,-1.800,-0.436,-4.069,2.996,-3.030,-0.226,-1.767,0.632,6.383,2.323,0.000
0.514,-3.390,-4.378,2.091,-2.505,-2.782,3.599,-0.413,4.419,1.802,4.512,-0.573,-6.056,0.460,0.269,0.000
6.639,-3.462,-0.197,-3.669,8.665,-4.437,3.446,4.596,-1.993,4.349,-0.340,-2.893,4.503,-2.271,0.891,1.000
-1.420,-0.493,-4.407,0.106,-0.113,-1.748,-2.361,0.591,-0.210,2.716,-0.100,-1.156,4.010,-1.977,2.890,1.000
-5.542,2.949,0.633,-1.246,-1.636,4.273,4.117,-0.722,-0.167,2.377,-0.381,2.424,3.575,5.913,3.684,0.000
-1.554,-2.181,3.651,3.403,0.791,1.075,-2.092,-2.148,0.041,-2.359,3.008,-0.544,1.314,-1.941,2.555,1.000
-1.339,-3.783,-1.620,0.056,0.395,-5.570,-1.249,1.210,0.967,5.499,4.980,0.686,-3.530,3.755,0.156,1.000
1.243,-4.150,-0.921,2.164,-1.301,2.938,2.254,-0.794,-6.052,5.550,2.575,-3.735,-5.044,1.982,2.365,1.000
-3.006,-1.354,-2.237,1.794,0.762,1.457,5.261,3.818,0.040,3.059,-1.280,1.668,-1.967,2.067,-2.264,0.000
3.998,-2.594,0.985,2.588,3.002,-2.615,1.988,4.258,4.388,0.711,-2.231,2.506,-1.744,-2.840,-0.615,1.000
0.854,2.582,1.850,0.470,-0.954,-3.840,1.492,1.197,0.593,1.898,0.975,-1.405,3.254,0.972,-1.856,0.000
0.836,4.175,0.821,-4.582,0.511,-1.073,-1.092,-1.852,1.635,-2.908,-4.344,2.589,2.360,2.493,0.277,1.000
1.159,2.462,2.423,0.717,0.866,-2.613,1.451,1.502,-0.322,-0.025,-2.584,1.809,1.949,1.627,0.104,0.000
1.532,5.804,1.908,-0.647,-0.443,-4.474,6.119,5.205,3.511,4.669,1.315,-2.351,4.764,-0.736,-2.031,0.000
2.543,2.354,1.858,-0.136,3.410,0.056,3.406,1.905,-2.772,1.225,2.091,0.456,4.635,-1.264,0.492,0.000
0.715,3.489,-0.022,-2.739,1.439,-0.327,-0.319,4.908,2.111,3.294,0.866,1.768,0.282,-0.654,3.925,1.000
0.662,1.908,-0.926,3.575,-0.340,3.096,-2.147,0.810,-2.774,1.532,0.101,-0.657,1.696,0.646,-1.502,1.000
0.357,-3.991,-0.263,-1.912,4.521,-0.339,1.407,0.935,0.852,2.711,4.333,0.187,4.647,0.764,0.817,1.000
0.392,0.252,1.068,-1.405,-1.044,-3.628,0.285,-4.841,2.274,1.507,2.950,2.817,-1.813,3.976,1.214,0.000
0.348,-1.351,-2.889,0.170,-3.769,-3.215,0.545,-2.117,0.462,-2.055,3.004,2.630,-3.157,4.454,3.825,0.000
2.854,4.800,-5.055,0.927,0.043,3.719,2.340,2.139,0.206,-3.241,-2.510,-2.766,-0.868,1.421,-0.849,0.000
4.850,-0.022,2.388,1.258,2.164,-1.624,0.217,2.436,-0.231,1.141,0.945,-1.778,2.509,-1.954,0.258,1.000
0.315,1.821,-1.102,0.692,1.281,-3.260,-0.175,-1.617,0.131,2.567,-1.172,0.205,-2.765,2.688,4.115,0.000
0.831,0.909,0.815,-0.385,2.855,0.090,-0.623,0.613,-2.094,2.870,2.932,-1.080,-0.241,-1.245,0.599,0.000
-1.638,-1.472,-0.483,-1.301,-0.737,0.226,3.397,2.188,-0.694,1.641,-1.205,-1.354,-0.219,1.726,2.582,1.000
4.306,0.705,0.036,-0.726,-1.937,2.078,0.187,3.127,-4.055,3.492,5.234,-0.353,-3.131,0.226,4.022,1.000
-1.885,1.224,2.208,4.472,4.503,-0.512,4.501,-3.239,3.729,1.702,2.400,-3.787,-0.788,-2.428,-1.911,0.000
-2.131,-0.012,-1.898,-1.757,-0.327,-3.074,1.483,-2.497,1.726,0.172,-1.139,1.251,-4.695,4.262,2.591,0.000
-0.757,1.267,1.270,2.273,-1.384,1.786,-3.921,0.427,1.533,-0.412,-3.843,3.685,1.942,-2.237,2.424,1.000
-9.241,0.250,3.448,6.903,5.282,-0.110,6.775,-1.178,0.076,3.200,1.657,-3.161,3.564,2.183,-2.434,0.000
-4.902,-2.643,-4.393,4.214,2.281,-0.249,1.020,1.930,5.054,-4.897,4.686,-0.589,2.240,1.350,3.596,0.000
-1.681,-3.141,-0.496,4.961,-0.601,0.495,-1.856,0.329,0.986,-1.255,4.507,2.813,0.274,-0.108,1.216,0.000
-3.045,2.541,-1.341,-1.164,-3.214,2.994,0.534,1.269,-0.309,-1.555,0.631,-0.551,2.008,1.806,0.961,1.000
1.139,-0.449,0.745,0.274,-1.004,-3.032,1.421,0.726,0.719,-0.298,0.894,-0.124,2.828,2.285,-0.999,0.000
-5.967,-1.346,1.676,7.463,5.594,-1.963,-2.507,0.728,2.871,-3.517,2.146,-0.111,0.747,1.740,0.320,0.000
2.819,0.012,0.901,-2.588,1.895,2.806,1.591,-1.743,-3.000,3.375,-1.256,-0.851,-2.643,1.983,5.053,1.000
1.379,-1.267,-0.197,0.992,1.731,0.203,-1.671,2.251,1.312,1.216,2.842,0.310,0.703,0.347,-1.707,1.000
3.630,6.607,-2.456,-0.638,0.430,5.672,-4.963,-0.547,-1.895,-5.734,-4.731,0.408,-0.066,1.044,1.903,0.000
-1.409,-1.371,0.185,4.094,-1.418,-2.001,2.662,0.148,-0.425,1.570,-1.205,-0.167,-3.545,2.529,0.302,0.000
1.258,0.003,-1.852,0.914,1.341,0.007,3.001,0.665,2.328,0.674,1.794,1.773,-5.531,-0.375,-1.431,0.000
-1.442,6.620,3.560,2.203,-1.250,-2.226,-1.648,2.112,0.716,-2.388,-5.019,-0.165,1.673,-3.032,-7.189,1.000
-1.521,-1.333,-0.923,0.155,-0.476,-1.430,6.367,-1.963,0.928,2.826,2.830,1.772,-3.159,1.346,0.546,0.000
-1.196,2.008,1.358,1.566,2.660,0.149,0.854,-3.337,-0.936,0.933,2.856,3.796,1.247,1.480,-0.229,0.000
1.897,4.666,2.589,-1.800,4.963,0.777,0.133,3.224,-3.380,3.974,-1.613,-1.367,1.169,-0.240,2.756,0.000
-0.239,4.491,-2.741,-5.603,-1.875,2.840,5.143,-1.059,2.417,1.114,-1.170,1.574,-1.609,4.646,3.553,0.000
-2.127,-0.661,4.328,1.506,-1.041,-0.369,0.818,6.015,1.188,3.109,-4.293,1.347,1.013,-2.095,-1.957,1.000
1.920,-0.662,1.255,0.225,2.033,-2.093,1.096,2.868,3.588,2.532,0.057,2.174,-2.274,0.568,0.515,0.000
-2.937,2.785,2.731,-5.078,2.317,-0.519,-2.827,0.086,-2.958,-0.598,1.141,1.804,0.484,4.119,-1.158,0.000
-3.411,-0.671,-0.984,3.596,5.031,-0.400,3.881,2.121,0.779,-1.690,0.816,0.761,-3.543,-0.364,-1.027,0.000
-0.460,-1.052,-0.794,-1.122,1.763,-1.024,-3.128,0.637,-2.191,2.332,0.586,-2.305,-0.091,-0.659,-0.190,1.000
0.211,1.421,4.623,3.763,-0.545,0.523,-1.361,0.489,0.445,2.268,-1.011,-1.885,0.052,-4.358,-0.687,1.000
3.422,0.430,0.041,1.848,-1.185,-4.134,1.461,1.940,0.973,-1.050,-2.175,1.544,4.410,3.805,0.552,0.000
-2.883,-2.407,-0.311,2.542,0.244,2.229,-2.184,-3.106,2.645,1.543,4.168,3.008,-0.738,-0.722,3.256,0.000
5.614,1.403,-0.732,1.056,-0.891,-4.291,4.423,-0.004,2.399,0.386,-3.757,1.494,3.799,2.383,3.760,0.000
2.506,1.659,0.453,2.189,0.053,-4.776,0.501,1.644,1.089,3.641,1.546,-3.486,2.714,2.648,0.751,0.000
0.000,4.676,-0.634,-1.583,4.665,-0.685,0.122,-2.017,-1.460,-6.204,-1.947,0.680,-1.176,1.518,0.381,0.000
