2.381,1.510,2.663,-1.959,-1.960,1.792,2.194,0.377,-0.923,-1.857,1.883,-0.346,0.269,1.000
-1.654,-1.027,-1.874,1.956,-0.558,1.702,-0.911,-1.268,0.796,-2.094,-4.943,3.674,3.606,0.000
1.457,-0.331,-0.675,-0.435,-1.074,0.189,-2.369,1.171,6.248,-1.299,4.149,2.391,3.881,0.000
0.252,1.497,-0.349,-4.822,6.086,1.074,-3.391,-1.446,-1.091,-5.184,-0.929,1.433,-1.039,1.000
-0.512,2.546,2.728,-1.899,-2.688,4.640,2.720,2.248,-3.713,0.369,4.534,1.343,2.640,1.000
1.506,1.345,2.316,-2.186,2.648,-0.545,3.657,1.153,1.491,-1.461,-0.420,-3.261,-1.015,1.000
-2.502,-3.247,-1.177,-0.400,0.466,2.228,-1.635,-1.055,0.354,-1.603,-0.225,2.581,-0.492,0.000
6.987,5.969,-0.451,-2.224,-3.641,1.500,-0.633,4.988,3.376,-1.353,4.954,-0.890,0.820,0.000
-0.295,-0.364,-2.854,-1.726,1.010,-2.431,-0.623,-1.224,0.680,0.427,0.234,3.695,2.730,0.000
0.867,2.140,-0.405,-1.023,-2.732,2.078,-2.104,1.221,1.652,1.370,3.215,-1.086,1.003,0.000
1.020,1.869,-0.119,-1.158,-4.156,1.131,-2.308,1.447,2.279,-0.827,2.237,-1.320,2.524,0.000
1.702,-0.089,0.641,-0.388,1.157,6.149,-1.391,-0.804,2.487,0.202,7.221,1.056,1.519,0.000
-0.646,1.238,2.914,2.732,-3.956,1.109,0.311,-2.460,1.465,-5.244,2.710,2.752,3.225,1.000
-0.950,0.594,1.025,-0.035,2.844,2.398,-3.167,-2.572,-0.223,-1.091,2.377,-1.701,-0.097,0.000
1.663,-0.546,1.705,2.568,-2.140,3.130,0.456,-0.544,0.263,0.997,1.397,3.072,-4.236,0.000
5.618,-4.010,-2.807,-1.130,-0.629,-1.957,-0.265,1.247,0.050,-6.907,3.200,3.094,-2.161,1.000
-1.910,3.694,-1.844,-1.226,0.483,1.155,-2.541,-2.543,4.694,-2.684,2.863,4.858,-2.789,0.000
1.878,-1.997,-1.526,2.432,-3.811,-0.476,-0.301,0.398,-2.863,-2.308,2.901,0.604,1.177,1.000
1.309,1.634,1.396,-0.537,0.700,1.756,-2.129,0.840,0.375,2.812,4.953,1.125,-0.685,0.000
0.507,0.375,-0.948,1.561,-2.488,3.257,-2.056,1.607,-0.275,-2.115,-1.796,2.202,0.543,0.000
0.475,-0.273,-0.529,0.652,-1.337,0.256,-2.082,1.416,-0.901,-0.287,-0.710,0.429,3.261,0.000
1.795,-3.531,-2.951,0.199,-1.037,-1.822,-0.247,0.483,-3.136,-1.452,-0.638,0.111,0.584,1.000
1.092,1.977,0.464,-2.109,2.518,-1.593,1.957,1.019,-2.787,1.846,-0.468,-0.250,2.334,1.000
0.235,-2.485,-3.197,0.771,-2.268,0.606,2.412,2.177,-4.564,-1.122,0.543,0.151,1.016,1.000
-0.576,2.586,-0.038,-2.318,3.289,2.876,-0.394,0.752,1.677,-1.957,-4.666,1.523,-0.395,1.000
1.330,1.655,0.010,2.534,-1.047,1.276,0.288,1.582,-0.179,-2.511,0.679,-0.427,-0.158,0.000
1.122,2.576,-0.039,-1.954,1.274,1.100,0.616,-0.085,0.244,2.204,3.367,3.113,-1.173,0.000
-0.279,-2.488,-1.958,-0.371,-1.008,4.534,-3.544,0.524,2.265,-2.285,0.341,1.515,-0.229,0.000
0.563,0.040,2.633,2.767,2.423,0.896,-1.404,0.365,-0.990,-0.480,1.373,1.939,0.880,0.000
-2.110,-1.094,0.905,-1.306,3.613,-2.139,1.213,0.889,-0.416,-1.126,-1.057,1.552,4.523,1.000
-2.158,1.602,-1.147,0.104,-3.552,1.629,0.357,-1.377,0.810,-0.689,-1.268,3.145,0.637,0.000
0.454,2.805,0.304,0.983,0.495,0.916,-0.774,-1.129,-0.590,-0.530,0.007,0.534,1.506,0.000
-1.378,-5.612,-1.026,-0.393,-0.164,-2.434,-1.179,-1.571,-3.574,-1.844,3.723,-1.035,1.634,1.000
2.291,3.919,2.658,-1.609,-0.465,-0.707,5.597,0.343,-0.876,1.004,-1.367,0.687,1.654,1.000
-0.730,2.166,-1.735,-0.708,-0.628,7.007,-4.747,1.164,3.353,-2.174,6.180,4.047,-0.096,0.000
-1.721,-0.624,-1.219,-2.935,4.172,4.616,-0.989,1.503,-1.472,1.462,-3.851,0.207,0.634,1.000
2.374,2.096,0.867,-0.663,-2.388,4.410,-1.500,1.144,0.798,-4.470,4.496,-0.962,-3.945,1.000
-0.247,-1.949,-0.147,2.945,2.550,0.517,-5.341,-2.223,-0.506,2.799,-3.207,-0.482,0.170,0.000
-1.592,-3.129,-1.887,1.174,1.267,0.289,-1.785,2.274,-0.110,-6.349,1.588,0.402,-3.326,1.000
3.113,-3.947,-3.062,4.393,1.800,2.127,1.763,0.010,0.992,5.584,0.279,-0.537,1.761,0.000
1.903,5.101,1.409,1.991,-0.519,0.899,1.283,-0.326,2.026,-2.194,1.624,0.590,0.673,0.000
0.900,-4.816,-2.554,3.839,1.595,0.181,-2.891,1.781,2.398,-3.197,-0.575,2.040,3.244,0.000
0.314,2.378,-2.265,-3.149,-1.770,-0.420,0.024,0.670,-3.099,4.054,1.312,-1.120,-0.448,0.000
3.385,0.760,0.650,-0.446,-1.957,-0.711,3.616,0.796,-2.898,-2.959,1.028,1.986,0.766,1.000
-0.211,-0.811,-1.745,2.925,3.430,1.901,-4.129,0.072,0.872,0.984,-3.115,-0.098,0.161,0.000
5.612,3.290,3.373,-2.858,0.345,-2.410,1.848,0.063,0.974,-2.718,0.760,6.088,0.885,1.000
4.373,-0.192,-2.931,-2.603,2.055,0.463,-1.630,-1.085,-1.639,0.504,-2.682,1.783,1.785,1.000
1.155,-0.078,-3.132,-0.934,-0.882,0.624,-4.491,0.518,0.754,1.576,1.186,3.491,-0.795,0.000
5.429,2.893,3.295,-5.237,-0.513,1.547,4.139,2.708,-3.060,-1.488,2.738,3.954,1.204,1.000
3.404,-3.371,-3.971,-0.887,-0.356,-2.243,0.625,-0.758,1.044,0.812,1.047,1.281,0.839,0.000
3.020,0.202,-1.612,0.282,-1.739,3.291,-0.408,1.405,0.253,-2.434,4.811,0.926,0.514,0.000
2.126,0.005,-1.261,2.797,-3.531,2.877,-2.937,3.161,2.369,-3.330,-1.004,-1.385,2.511,0.000
2.977,2.561,1.672,-2.179,1.486,-2.594,-3.153,-0.679,1.648,0.371,-3.023,2.635,-1.742,1.000
2.817,-1.848,-0.464,3.594,-1.376,3.503,3.357,-0.071,1.079,4.307,1.673,4.631,-3.183,0.000
0.860,1.377,-4.999,-0.267,2.248,2.107,-4.445,0.648,1.446,-1.899,0.887,-1.223,2.973,0.000
0.834,0.319,0.126,1.371,-2.011,2.493,-0.049,-3.227,-0.607,3.060,-2.849,0.797,3.119,1.000
1.694,1.532,0.332,-0.469,0.057,-1.539,-1.413,0.383,1.856,-1.721,-1.791,4.495,-0.133,1.000
1.361,-0.366,-2.526,1.021,1.525,-0.657,1.333,-0.908,2.683,0.473,-0.946,-1.582,-1.588,0.000
-0.326,-2.484,-1.713,-1.288,-0.968,0.852,0.502,-1.264,2.234,0.178,0.099,3.499,4.505,1.000
3.448,-2.962,-0.912,0.440,-2.647,1.597,1.223,-0.188,-0.351,0.408,6.268,0.961,0.970,0.000
-0.277,0.072,1.032,2.968,0.357,5.501,-2.034,-0.972,3.701,0.636,2.726,1.934,-1.407,0.000
2.399,-3.353,1.016,3.459,0.353,1.043,4.993,-1.354,4.284,4.852,-0.081,4.241,-4.892,0.000
3.390,-1.228,-5.367,3.546,0.124,-3.248,1.372,-1.621,-0.775,-0.201,-5.571,-0.348,0.388,0.000
1.684,-1.464,-2.185,-2.677,1.087,-2.076,-0.843,-1.025,1.005,0.804,2.274,-0.147,-0.935,0.000
2.555,-2.406,-2.619,3.633,-1.163,-0.680,-2.640,3.596,2.542,-4.331,-0.313,-0.049,3.094,0.000
1.840,-1.475,-0.557,-0.695,0.182,-0.475,-1.988,-2.328,-4.342,-1.411,-0.320,0.382,-1.077,1.000
4.245,5.214,4.624,-3.842,0.434,1.573,0.036,-0.158,0.850,-0.974,2.324,0.940,-0.472,1.000
4.451,-1.413,-4.931,0.642,0.664,-0.205,-0.172,3.813,-0.040,-4.684,-1.077,0.778,-0.086,0.000
1.358,-0.228,-1.779,4.553,-0.768,-0.466,-1.029,1.462,0.386,-3.043,-2.694,2.018,3.276,0.000
0.709,0.594,-2.140,-1.090,-4.029,4.365,-2.468,2.080,-0.925,-1.371,-0.613,-0.608,-1.214,0.000
4.553,-0.598,-2.749,1.063,-1.384,3.411,3.153,0.710,0.658,-2.444,4.631,-0.447,1.628,0.000
0.450,2.104,-2.269,4.704,-0.192,3.049,3.879,-2.540,2.364,-2.063,-3.122,2.190,-3.396,0.000
0.271,-1.671,-2.166,-0.112,0.390,-1.405,0.449,1.163,1.331,-3.405,-1.075,2.894,-0.715,1.000
3.647,0.008,-1.222,1.799,0.235,3.159,-2.459,-1.750,-2.136,0.081,0.353,2.751,4.260,1.000
1.276,4.070,-4.580,0.981,-0.371,0.597,2.669,-0.985,2.465,-1.568,-0.920,2.177,-3.090,0.000
2.959,-1.341,-1.234,-2.314,1.420,-0.620,2.638,2.504,-1.701,-0.462,-0.204,-2.531,-0.226,1.000
-1.903,-1.672,-2.070,-0.145,2.731,2.756,-0.949,-0.167,-3.021,1.140,-1.840,0.955,-2.819,1.000
1.977,2.280,-2.606,2.406,0.219,-2.359,1.540,0.723,-0.317,-0.461,-1.594,3.484,1.785,0.000
4.549,2.366,2.980,-3.354,-1.288,0.562,2.133,0.371,1.301,-0.804,-0.084,1.657,0.762,1.000
3.067,0.636,2.149,-2.472,-0.410,1.245,2.160,2.484,-0.123,-5.881,3.848,5.620,0.536,1.000
4.415,-3.205,-2.602,1.944,-2.168,-1.808,-1.550,-2.008,-2.093,0.573,-0.697,0.088,0.407,1.000
1.021,2.198,1.621,-3.243,-0.825,2.071,4.722,1.590,-5.150,2.002,0.422,0.423,2.820,1.000
3.803,2.304,0.313,2.086,-0.671,1.378,-1.364,3.077,2.076,-0.591,4.614,-1.248,0.417,0.000
1.517,-3.659,-2.125,-0.268,0.496,-0.144,-1.508,0.534,-1.705,-3.057,0.956,1.474,-1.754,1.000
-1.338,2.404,2.870,-0.406,-1.150,2.894,1.540,-3.845,1.362,0.324,-2.797,-0.508,3.814,1.000
1.122,-0.593,0.941,4.688,2.464,1.820,2.114,-5.134,2.089,5.317,-1.367,0.316,-1.710,0.000
3.435,-4.310,-2.191,3.184,0.258,1.335,1.816,-0.951,1.031,6.580,-0.713,3.896,-0.600,0.000
2.713,-1.085,-0.361,4.462,2.274,2.851,0.517,-0.407,-0.446,2.582,-3.160,1.473,-1.308,0.000
-2.378,-1.272,-2.580,-3.009,5.468,3.460,0.027,2.138,0.396,-1.209,-1.941,1.288,-3.437,1.000
-0.817,-4.925,-3.687,1.084,-3.101,3.369,-2.818,2.587,-1.080,-5.417,-4.719,1.728,-0.187,0.000
1.374,0.162,0.227,-1.828,-2.176,3.445,0.053,0.954,-4.840,-0.889,2.807,-1.969,-0.498,1.000
2.376,3.291,3.181,1.647,-1.374,2.489,-3.514,1.573,0.147,-0.641,3.356,-3.408,1.709,0.000
0.897,-4.317,-0.272,1.715,2.667,4.266,1.676,-0.328,2.388,3.939,4.574,0.683,0.451,0.000
4.873,-0.866,-1.006,-0.273,-3.268,0.245,0.310,-1.558,3.663,0.173,-2.507,1.843,5.237,1.000
-2.624,0.180,0.126,-1.788,1.622,-0.219,3.884,-2.433,-0.964,-1.666,1.080,0.547,1.168,1.000
-0.884,1.960,1.686,-0.401,0.229,3.003,-1.297,-5.616,-1.950,0.026,-0.401,1.550,1.260,1.000
-0.280,0.502,0.793,1.125,-2.779,0.675,1.150,-0.323,-0.762,-2.122,0.700,1.763,2.890,1.000
-1.063,1.427,2.598,-2.399,0.863,1.165,1.272,1.863,1.223,-1.451,-1.150,5.417,1.916,1.000
0.221,-1.028,0.384,2.996,2.955,1.513,-5.039,-3.069,-0.456,2.550,-0.840,-1.107,1.657,0.000
1.890,0.806,1.116,2.317,-3.659,0.214,-0.895,-1.063,0.277,-4.519,3.925,2.238,1.446,1.000
1.587,-3.230,-2.637,3.351,1.385,-0.542,0.145,-2.215,1.336,6.232,-2.899,3.600,-1.004,0.000
2.695,2.075,1.974,-2.904,-0.334,0.609,2.256,1.968,-3.004,-0.583,2.723,4.384,2.783,1.000
3.868,-2.689,-1.435,1.590,-3.068,-1.494,-0.965,-3.510,4.007,-0.816,0.375,0.250,2.750,1.000
-0.128,1.452,4.150,-3.169,0.007,0.821,8.951,2.015,-2.184,-0.596,1.213,3.985,8.766,1.000
2.012,1.004,-0.890,0.860,1.330,1.219,-1.212,-1.218,1.377,0.883,0.755,1.285,-0.757,0.000
1.539,-0.079,0.187,2.172,3.349,0.747,-0.747,-3.010,1.889,3.328,-1.144,1.899,-0.770,0.000
0.253,0.927,-0.984,-0.092,2.721,0.194,1.479,-0.886,2.176,0.448,0.497,1.270,-3.618,0.000
0.810,-1.014,-2.505,2.885,2.501,2.578,-2.364,1.221,0.445,0.342,-2.387,-2.604,0.163,0.000
-2.681,0.156,0.499,-1.490,0.632,1.695,0.572,1.524,0.302,2.074,-1.375,-0.301,3.241,1.000
0.079,3.060,3.047,-4.137,1.113,1.401,0.839,2.342,-1.079,1.432,0.754,6.515,4.746,1.000
-1.061,3.526,-0.253,1.853,3.605,3.248,1.762,-3.156,1.730,1.849,-0.352,1.099,-3.779,0.000
2.589,0.694,2.260,-4.392,2.486,-3.329,0.192,-0.357,-0.151,2.000,-3.730,2.022,3.365,1.000
1.029,-1.009,-1.626,2.501,-2.125,1.810,-2.167,-1.375,0.630,-0.025,0.807,4.027,-0.643,0.000
0.160,-1.389,-2.023,1.311,-0.752,-0.787,0.812,1.480,0.722,-0.287,0.131,-1.336,2.279,1.000
3.924,2.814,1.487,-4.694,-0.959,3.326,-0.239,3.035,-1.995,-0.569,1.776,4.399,-1.447,1.000
-1.799,-3.586,-1.781,-0.631,-2.487,0.203,2.252,0.548,4.921,0.349,-1.572,1.721,1.169,1.000
3.029,3.971,-0.943,3.666,-2.047,1.490,1.464,2.258,0.262,-4.885,-0.273,-0.255,-0.422,0.000
3.810,3.729,1.061,-0.417,-0.809,3.290,-2.318,2.152,1.392,1.150,3.857,-0.919,0.640,0.000
-2.331,2.173,2.608,-1.056,-1.782,2.150,-2.107,-2.251,0.529,2.612,1.712,2.733,1.865,0.000
-0.997,3.092,1.550,-0.074,0.448,2.154,0.674,-0.509,-2.530,5.878,4.808,-0.038,-3.123,0.000
-0.265,2.496,2.903,-1.885,1.636,0.335,-2.403,-4.099,-0.344,-2.648,-2.162,-1.061,3.417,1.000
0.577,-0.287,0.037,-1.630,2.873,-1.617,-6.324,-0.265,-1.674,-2.509,0.466,-2.219,0.722,0.000
2.029,0.868,-2.051,4.282,-1.955,1.999,-1.034,1.876,3.797,-6.737,-0.147,0.012,2.117,0.000
4.350,3.885,3.318,-2.698,-0.429,0.013,0.403,0.156,1.212,-0.867,1.847,1.163,0.027,1.000
1.299,2.182,2.449,-2.816,-0.757,-0.231,0.039,0.510,0.007,0.995,-1.915,5.182,2.368,1.000
0.265,-3.132,-4.013,0.199,0.246,0.649,-1.263,-4.762,3.512,2.697,0.286,2.881,0.810,1.000
-0.023,-2.513,-1.399,6.084,1.841,0.012,0.414,1.194,0.914,-4.011,0.088,3.543,-0.066,0.000
-0.888,1.851,1.424,-1.880,1.492,0.488,-0.719,1.074,1.589,-1.666,-1.729,3.222,-0.262,1.000
-1.288,0.666,-0.482,-0.435,0.943,1.483,0.072,-0.424,1.529,0.366,-4.420,1.020,-0.133,1.000
2.273,5.356,-0.657,3.383,0.247,-0.980,3.510,0.706,-2.274,-0.580,1.515,1.287,-1.945,0.000
-1.992,1.351,0.975,-1.349,-1.325,3.125,3.336,1.278,-1.643,0.536,-4.466,1.600,1.604,1.000
1.455,-3.270,0.706,1.552,-0.827,-1.314,-5.070,0.189,1.053,5.453,-1.797,5.422,-3.667,0.000
-1.525,-4.763,-2.896,0.924,-1.150,-1.249,3.046,-2.112,-2.178,2.115,1.962,0.573,-1.151,1.000
4.139,4.298,3.531,-3.584,-0.700,-1.014,4.635,-0.323,-0.809,0.221,-1.895,4.293,3.203,1.000
-1.459,1.193,0.483,0.050,-4.311,4.090,-1.926,-0.205,0.933,-1.146,-0.667,2.935,-0.064,0.000
-3.411,-0.742,2.268,0.140,-0.147,5.292,-2.572,-2.030,-0.425,0.579,1.674,0.197,-0.812,0.000
0.928,0.952,-0.488,1.817,-1.713,-0.378,-0.812,-1.417,2.333,-3.122,-0.527,2.377,-3.407,0.000
-0.863,0.001,-2.185,-5.609,6.165,2.526,-3.699,1.310,-0.683,-0.121,-5.413,2.044,0.415,1.000
-1.610,0.845,1.100,1.999,2.879,2.263,-1.800,-2.127,2.573,-0.089,-0.172,2.289,-3.580,0.000
-4.250,6.139,4.363,1.502,-0.697,3.820,1.991,-4.864,0.495,-0.410,2.772,2.503,-2.402,0.000
3.187,-5.051,-0.399,1.034,1.250,-2.610,-1.319,-0.896,1.059,3.433,-1.104,2.199,-0.265,0.000
-2.876,-2.238,-3.025,1.794,-0.759,-0.363,0.832,-1.689,0.606,-3.411,-4.966,4.695,2.438,0.000
-2.222,-6.644,-3.118,-0.774,0.336,-1.583,-0.850,0.319,-1.950,0.718,-0.201,-1.137,-2.948,1.000
3.008,0.540,1.782,-1.667,-0.314,-2.949,-1.224,-0.937,1.111,0.655,-2.667,2.446,2.148,1.000
2.775,1.120,0.552,-1.235,-2.618,0.614,-1.371,0.095,-2.854,-0.482,2.246,2.291,2.019,1.000
5.046,-2.426,-1.641,1.078,-2.249,1.802,0.549,0.458,3.792,-2.413,1.047,1.648,3.023,1.000
3.454,-1.835,-4.069,2.994,-0.477,2.787,3.827,-0.995,1.625,-0.424,0.493,-0.159,1.488,0.000
2.834,1.413,-2.443,-3.385,4.272,2.704,-1.203,1.560,-2.150,-0.715,-4.320,2.104,-0.759,1.000
3.967,-0.535,-1.039,-1.117,-0.734,0.823,-0.707,3.420,0.454,0.737,1.606,3.678,-2.896,0.000
4.817,-2.129,0.180,0.995,-6.641,0.402,0.879,0.248,-1.214,-3.118,4.763,1.474,3.607,1.000
-1.807,0.978,-1.277,-5.817,6.193,3.509,-3.711,0.404,-0.003,-1.044,-5.612,1.965,-1.477,1.000
0.897,-1.938,-3.618,-0.410,2.850,1.631,-3.786,1.800,-0.597,1.058,-3.901,1.849,-2.400,1.000
-0.697,1.289,0.222,0.522,1.322,3.361,3.018,1.104,-2.096,-2.432,0.728,1.937,2.715,1.000
1.340,-0.556,0.585,-2.540,-0.477,3.642,1.111,3.448,1.514,-2.375,4.295,-2.093,0.047,1.000
-0.657,-0.935,0.164,-1.615,0.838,0.650,-0.380,-1.841,-0.983,-3.081,0.630,1.914,1.146,1.000
1.473,0.500,-1.731,-0.126,-1.439,0.371,1.556,1.499,-0.898,0.190,-0.452,1.071,2.225,1.000
1.320,2.291,2.467,-2.112,-0.218,1.017,3.551,2.514,0.618,-1.752,1.610,5.564,4.184,1.000
2.715,-6.705,-1.714,2.701,-2.256,-3.033,-1.285,1.423,-0.126,-4.557,3.547,-2.140,-1.019,1.000
4.325,1.633,1.457,-0.498,-0.916,-0.259,-0.802,-4.925,-0.540,-2.550,-0.127,0.201,3.922,1.000
3.109,-3.825,-1.100,-0.536,-2.345,1.259,-0.387,1.583,2.703,2.337,3.383,3.796,-1.814,0.000
1.562,-5.876,-0.897,1.012,2.773,0.980,-5.582,1.095,-1.603,2.505,0.007,-2.845,3.309,0.000
-3.164,1.944,0.608,-0.855,2.649,4.524,0.885,-3.138,-2.921,1.649,-1.186,0.809,0.273,1.000
-1.339,-0.487,3.386,1.564,3.605,3.834,-5.385,-0.143,-0.208,1.879,1.264,0.840,-1.981,0.000
-1.094,2.207,-5.483,-0.951,-1.196,-0.205,-2.985,-0.167,1.900,0.605,1.023,3.494,-2.667,0.000
1.493,0.342,0.398,-2.004,-0.193,0.166,5.295,2.123,-2.970,0.030,0.087,0.328,2.681,1.000
3.700,0.067,-4.249,5.237,-0.070,-2.012,0.477,2.832,1.683,-5.696,-2.936,3.326,3.483,0.000
0.046,-1.911,-2.806,-2.991,2.154,0.730,-1.728,0.086,0.601,5.707,2.950,4.602,0.319,0.000
-0.113,0.080,1.275,-1.189,-3.472,4.161,4.194,2.153,-1.253,-1.139,2.205,-0.094,3.084,1.000
2.559,0.267,0.458,1.181,-1.061,1.537,-4.388,1.998,-0.377,-0.126,-0.479,0.048,3.281,0.000
0.536,2.833,0.215,-0.028,-3.957,1.207,-2.514,0.486,2.635,-0.312,1.897,0.400,2.520,0.000
3.137,0.513,-0.491,-4.756,3.651,0.217,-3.880,-0.651,0.670,-5.004,-1.722,2.270,1.797,1.000
-0.237,-4.898,-2.893,-0.937,-0.825,-1.764,1.101,0.994,0.615,-0.032,-2.305,-0.066,-2.231,1.000
1.114,-0.497,0.360,-3.400,3.365,0.278,-0.424,-1.070,-1.708,-7.659,4.508,1.800,1.662,1.000
6.659,3.631,2.628,-0.286,-1.221,1.012,-0.920,-1.514,-1.484,-5.678,-0.833,-0.031,3.679,1.000
4.423,-2.003,-2.090,0.613,1.198,-1.496,-4.030,0.183,-0.888,-3.958,-1.024,-0.334,-1.145,1.000
1.675,-3.789,-0.823,0.817,1.042,0.706,-2.407,-0.435,-0.055,0.677,1.860,-1.730,1.709,0.000
1.346,1.452,-1.730,3.781,0.760,0.164,2.372,0.969,-1.279,-1.197,-1.414,2.806,-0.767,0.000
-0.547,0.962,-4.639,-0.618,2.500,-1.085,-5.830,1.169,-2.188,-0.669,-2.748,1.831,-0.262,0.000
2.262,-2.721,-4.475,-1.923,0.064,1.937,-2.508,2.906,1.089,-0.378,1.678,-0.849,-0.456,0.000
3.808,1.144,-1.210,-1.037,1.362,-2.258,1.422,1.051,-4.300,-0.575,1.209,0.518,0.367,1.000
-1.469,-1.489,0.744,-2.481,4.250,-2.094,-3.364,-2.733,-3.202,-0.410,2.368,-3.000,-0.559,0.000
-2.658,-1.783,0.015,-0.852,-1.389,5.740,-2.177,-0.840,-0.204,-0.941,-1.103,2.158,-0.776,0.000
-1.095,0.306,-1.241,2.595,-0.657,2.709,1.083,-0.225,1.518,-3.029,-1.174,6.406,-0.812,0.000
-1.051,1.636,1.492,0.115,-0.157,2.857,-1.500,-1.361,0.961,0.010,3.194,0.096,-1.190,0.000
-0.628,0.742,1.572,-0.117,-1.359,1.686,2.806,1.551,-1.624,-0.596,2.203,0.640,3.415,1.000
2.132,1.191,2.185,1.057,-1.177,-1.947,-1.718,-1.376,-1.124,-3.549,1.676,2.556,-0.926,1.000
0.917,-2.490,-1.130,2.616,1.345,0.025,-0.168,-2.519,1.687,2.115,-0.192,0.227,-0.245,0.000
0.854,0.329,-0.769,1.921,-0.423,-1.200,1.210,-1.332,1.333,-0.557,-2.121,1.543,-4.654,0.000
-1.827,3.171,2.546,-0.343,-0.012,1.245,-1.780,-3.765,1.703,0.792,4.720,1.546,-4.909,0.000
0.232,-1.003,-0.387,-3.308,0.932,-1.101,2.870,-0.462,-0.227,-2.560,-0.439,-0.815,0.851,1.000
3.126,2.847,1.003,0.095,-0.328,-1.008,-1.596,-0.270,-0.267,-1.988,0.123,2.077,-3.656,1.000
1.757,0.721,-2.452,-1.930,3.220,3.234,-1.225,1.241,2.700,-0.526,-3.540,3.284,2.913,1.000
1.050,1.127,0.476,-0.638,1.379,0.185,-4.858,0.266,2.952,-2.309,0.904,0.652,-2.641,1.000
-0.955,-1.168,0.211,-1.411,4.688,-0.480,-5.170,-2.378,-2.082,0.121,2.763,-3.245,2.115,0.000
2.914,-4.313,-1.962,-0.400,-1.028,-0.811,-0.916,2.156,-0.647,3.888,1.172,3.859,-1.835,0.000
-0.021,-1.558,-0.494,2.340,1.175,0.311,-0.438,0.535,-0.352,-3.188,1.288,0.755,-0.751,0.000
-2.517,-1.699,-0.221,0.159,0.215,0.725,0.394,-2.009,0.549,1.779,-2.666,-1.555,-0.237,1.000
2.268,-2.298,-3.600,0.802,1.080,3.550,-1.841,2.622,1.371,3.956,1.774,1.565,0.981,0.000
1.385,3.058,3.192,-1.299,1.517,0.085,-1.810,-0.456,0.500,0.484,6.257,-4.093,1.409,0.000
0.479,-0.663,1.140,0.128,2.991,5.119,-6.772,2.633,0.883,3.079,0.702,3.279,-1.304,0.000
0.409,-3.018,-4.448,-3.201,3.361,5.956,-3.494,2.015,-1.084,2.795,-2.868,5.140,2.045,1.000
1.425,1.898,0.197,-1.705,1.762,0.111,0.108,2.278,-0.386,-3.027,-0.115,3.999,-2.958,1.000
-0.235,2.537,1.086,-1.912,2.152,1.140,-0.810,0.783,-0.089,0.558,-0.048,-0.288,0.465,1.000
1.711,-0.022,-0.200,-0.615,0.503,-0.147,-0.214,1.831,0.274,-2.320,0.679,1.547,-2.088,1.000
2.292,-3.482,-2.815,3.704,3.153,0.702,2.205,-2.893,-0.106,0.611,-0.755,-3.220,3.516,0.000
5.299,0.010,-1.744,1.419,0.665,3.302,-0.999,-0.845,-3.236,-2.824,2.723,3.250,1.420,1.000
-2.152,-0.411,-1.744,-3.742,-3.940,4.634,-3.529,-1.174,0.264,-1.719,-0.237,-1.093,0.190,0.000
0.140,1.546,1.722,-0.280,-1.838,4.656,0.031,-1.759,0.568,2.193,-2.811,0.985,5.056,1.000
-0.612,-0.831,-0.805,1.424,-1.707,1.746,0.124,1.504,-2.923,-2.093,2.518,-0.579,-0.109,1.000
