-0.649,2.302,1.320,0.906,-4.460,-0.140,-4.175,-1.636,-3.119,-1.671,0.810,-0.890,-5.755,4.230,-2.777,-1.082,-0.797,-0.379,-4.422,0.962,0.000
0.928,-10.932,-4.950,-1.905,-3.491,0.804,1.472,0.501,-4.828,-6.210,-2.430,1.902,-0.381,3.822,-11.132,0.162,-1.601,-2.202,-0.928,0.160,0.000
-3.623,-5.319,3.294,4.507,2.870,-2.036,-2.373,1.290,-0.792,-5.105,4.680,3.323,-4.379,-3.569,3.062,-2.044,-0.011,0.386,0.521,1.441,1.000
-3.363,0.643,2.301,-1.944,4.072,2.538,1.401,2.940,-4.513,0.920,-5.848,2.222,-5.127,0.691,0.105,-1.105,-1.387,0.980,3.704,1.150,1.000
0.606,-6.103,-5.818,-5.270,-0.325,0.762,5.174,1.208,0.892,-5.620,3.058,-1.350,4.829,1.304,-4.184,-1.096,2.722,1.802,0.697,3.089,0.000
4.112,-3.926,-0.140,-3.517,0.737,0.534,-4.644,4.533,-1.058,-0.864,-3.562,0.256,3.360,-1.861,-0.582,-5.658,-2.902,-2.847,1.674,-6.475,1.000
-0.803,0.762,-2.239,-1.815,1.827,0.312,-0.172,-0.283,0.422,-4.893,3.399,0.202,0.169,-1.655,3.148,2.471,0.389,2.149,0.036,3.302,0.000
3.192,-4.648,-0.528,-4.597,7.335,-1.853,5.174,-3.107,0.685,2.774,-1.840,-7.029,-0.897,-2.096,1.917,0.264,-1.123,-5.845,2.540,1.641,0.000
2.026,1.709,-0.371,-3.147,1.706,1.047,2.921,-2.601,-0.592,1.035,-1.386,1.717,-2.900,0.239,-2.088,-4.279,2.195,0.390,0.728,0.324,1.000
2.801,-2.235,-4.761,3.067,-1.322,-1.936,-2.403,-5.405,0.326,-3.078,0.742,-3.319,0.055,1.538,-5.128,0.145,-4.400,-5.229,-0.275,-0.599,0.000
-3.480,0.030,-2.101,-5.034,-0.746,-0.791,1.314,-0.788,-0.154,-3.257,0.943,-0.091,0.904,-1.195,3.622,-1.392,-1.069,0.439,1.969,2.926,0.000
-2.240,-3.614,3.491,0.317,-0.865,-4.498,-2.266,-0.047,-4.778,2.968,1.177,7.958,2.749,-3.408,-3.029,1.453,-0.632,-1.040,6.309,6.570,1.000
2.023,-0.874,-1.575,-1.705,2.891,2.119,1.473,0.972,3.291,-0.472,1.413,-3.081,-3.021,-1.968,-0.869,1.668,0.950,-3.909,1.051,-0.803,0.000
0.987,-0.881,-3.406,1.267,-0.488,-2.946,-0.784,-2.186,4.897,-0.865,0.808,1.152,0.820,1.109,3.015,0.280,-0.466,1.486,1.731,0.964,0.000
2.187,2.109,-3.102,-3.681,-2.122,-1.398,-2.697,2.335,-3.152,4.400,-0.787,-3.274,-1.197,1.098,-0.678,-1.528,-4.038,-0.481,6.574,-1.801,1.000
0.246,1.231,-2.705,-6.002,-1.640,1.778,-0.803,-0.833,1.138,-2.852,0.252,-2.417,0.925,1.729,2.675,-2.378,-1.196,-1.529,0.178,-1.445,0.000
0.619,-3.956,-1.175,-5.615,-0.897,1.054,-1.495,5.210,1.984,0.870,-6.748,-0.647,2.595,-0.602,2.509,-2.273,-0.537,-2.730,1.509,0.897,1.000
0.627,2.400,1.856,4.203,-3.014,-0.767,-2.022,-2.754,4.409,3.600,6.419,-0.741,-2.258,2.209,4.661,2.478,4.605,1.104,2.003,2.242,0.000
1.007,-1.705,3.871,2.804,1.894,1.096,-0.384,-1.504,0.367,-0.997,3.137,1.176,4.711,3.386,3.713,3.507,-0.104,-1.406,-3.611,1.468,1.000
-1.090,1.252,3.080,-5.868,3.160,3.207,-0.835,-4.492,-2.147,1.789,-2.632,0.214,1.830,2.938,4.652,-5.548,1.820,-4.105,-2.160,-2.064,1.000
-0.198,-1.141,1.430,-0.450,1.906,1.218,0.916,-0.178,2.075,-6.837,2.644,-0.439,-1.112,2.594,-2.277,1.874,1.565,-0.650,-1.609,2.821,0.000
-0.512,4.453,-2.997,0.461,0.324,0.392,0.061,-3.948,2.048,0.161,-1.484,-0.682,-2.923,-0.163,0.734,-2.044,-1.894,3.448,-0.291,3.370,1.000
-1.358,-0.531,-0.044,-1.928,-1.181,2.750,-1.342,3.010,-1.354,-2.283,1.986,0.988,-0.660,-1.751,1.042,1.507,0.280,2.989,-0.586,1.768,0.000
-0.234,-3.583,-4.379,2.636,-0.491,-2.727,-2.166,-3.873,-0.280,-0.225,0.549,-2.135,2.653,4.038,1.854,-0.909,0.294,1.663,-1.322,2.550,0.000
0.558,-2.238,0.192,1.243,-0.737,-0.362,-2.235,6.513,2.513,-3.124,1.049,-0.491,1.229,-2.292,-3.788,1.014,2.085,2.922,-1.133,-0.417,0.000
1.512,-4.296,0.904,0.947,6.633,-0.525,2.774,2.840,-2.608,1.836,-2.479,-2.293,2.490,-4.346,-2.729,2.234,0.530,-0.303,1.591,2.858,0.000
-3.097,0.880,1.475,-3.384,-0.673,-3.396,-0.005,-3.485,-0.213,2.747,1.410,7.463,1.820,-1.557,-0.346,-1.287,0.126,-0.411,4.742,4.397,1.000
-2.664,-6.023,1.882,5.133,-0.795,-5.723,-1.565,-1.854,-1.889,-1.237,-0.454,4.381,2.528,1.609,-1.450,1.029,-0.719,-0.348,2.790,1.776,1.000
2.191,-0.849,2.727,-0.501,0.681,-0.450,1.919,0.502,0.513,-1.684,6.769,-4.091,3.925,2.203,0.750,-5.388,4.542,2.220,4.463,4.342,0.000
5.522,-1.402,-4.584,-0.268,0.455,-3.113,-1.350,-1.093,2.972,0.486,-0.588,-3.078,0.875,3.309,-2.231,-2.767,-0.223,0.927,-2.569,4.336,0.000
0.425,-5.083,-1.496,1.398,2.170,0.325,-2.519,6.172,-1.393,3.242,-5.058,5.903,0.065,-0.748,1.804,-3.047,-1.980,-2.737,2.547,-1.084,1.000
-0.765,1.976,1.107,2.001,1.271,6.860,0.274,-2.238,-2.889,1.066,-5.427,0.088,-0.081,-0.204,2.233,0.056,2.582,-2.216,3.766,2.247,1.000
1.517,3.598,-3.002,-1.881,-1.168,-0.086,-5.828,-3.309,-5.370,6.449,1.600,-2.555,-2.447,2.540,3.047,-3.894,-1.704,0.081,6.384,1.107,1.000
-2.463,-0.449,0.823,1.864,2.222,0.562,-1.585,1.369,0.393,-2.241,-1.285,-0.185,-1.669,0.156,-1.459,3.112,2.297,2.495,1.033,2.855,0.000
-3.589,2.495,-1.135,0.011,2.958,-1.883,-1.626,2.621,-0.445,5.719,1.387,2.442,-5.516,0.682,2.620,-1.217,1.046,0.072,3.643,4.520,1.000
1.032,-4.352,2.076,-4.182,1.768,-1.586,4.106,0.997,1.819,-0.214,-0.330,-0.416,-1.181,-1.662,-0.332,0.799,2.567,0.160,-0.841,3.047,0.000
0.400,-1.070,-0.657,1.699,0.674,3.475,0.584,-2.548,3.621,3.402,3.201,-6.498,0.309,2.178,0.620,2.979,4.790,1.226,0.369,3.725,0.000
0.722,0.565,-0.973,-2.004,1.365,1.356,-2.440,2.028,-0.613,1.864,0.281,2.221,-0.564,-0.512,2.100,-0.551,-0.422,-0.314,0.276,0.750,1.000
2.136,0.637,-1.121,1.122,1.269,0.667,2.121,6.864,0.827,-5.813,-2.592,-3.679,-0.742,7.894,4.674,-4.449,2.781,0.786,-8.077,2.463,1.000
-3.047,-1.333,0.233,-1.263,4.830,0.594,-0.619,0.115,-1.756,-2.081,0.308,-1.344,-3.324,-3.602,1.805,-0.021,-0.071,2.045,-0.971,1.398,1.000
-6.173,-2.049,0.808,0.242,1.366,1.601,0.151,2.530,2.093,1.564,-0.090,3.452,-2.446,2.134,-1.189,-0.405,4.037,2.077,-0.202,3.390,1.000
2.882,-2.705,-0.531,-2.818,2.815,1.241,2.281,0.475,-1.850,-4.935,1.359,0.204,0.665,-2.605,-1.929,1.907,-4.071,1.251,4.204,-2.041,0.000
-2.821,-4.286,2.128,5.090,2.087,-2.861,-2.595,-3.963,-4.382,-3.786,1.801,-1.935,-2.922,-8.261,-0.333,-1.436,0.290,2.031,2.968,-1.377,1.000
1.001,1.687,1.562,3.042,-4.867,1.319,-4.286,-0.766,1.167,-0.478,1.512,1.555,-0.997,1.563,3.233,1.658,2.747,3.369,-1.400,1.631,0.000
0.095,1.811,-3.862,-1.104,0.187,-0.623,-6.265,-3.238,-3.739,4.572,6.299,-3.432,4.627,3.212,1.106,-3.052,-0.992,-1.575,-0.590,-3.298,1.000
0.005,1.482,-2.579,-0.805,1.155,-4.341,-3.766,3.576,-1.228,2.477,3.638,-0.109,-2.519,-3.339,1.688,0.877,-1.995,-2.048,4.018,2.053,1.000
-2.438,-0.175,-1.676,4.899,1.491,5.357,-3.032,0.697,-2.765,1.665,2.114,4.703,1.831,0.941,0.357,3.526,0.919,-0.859,0.269,4.455,1.000
2.623,-2.869,-0.444,4.447,0.233,5.082,0.644,0.609,-2.525,-1.934,0.373,-0.846,-3.852,-1.726,-4.494,-0.061,-0.598,-1.374,-2.598,1.945,0.000
1.014,0.402,-0.815,-2.570,1.803,0.862,1.488,-0.494,4.351,-1.576,2.664,1.285,-6.702,0.371,0.344,-2.138,0.300,-4.146,4.133,-1.459,0.000
-0.868,-3.402,2.576,-0.615,2.591,4.748,-1.613,0.106,-2.921,-0.970,-7.782,5.957,-4.137,-1.445,4.069,-1.656,2.888,-1.346,5.066,5.941,1.000
4.245,-2.400,1.121,1.334,2.479,3.818,1.052,5.069,1.724,-3.365,5.862,2.195,-2.435,0.283,-3.339,0.991,3.889,-2.306,-1.973,1.120,0.000
-3.549,-0.290,-2.255,-4.268,-2.315,0.399,2.179,-1.192,0.554,-4.894,-0.684,1.234,-3.244,0.508,-0.538,-1.351,-1.664,0.794,4.512,1.839,0.000
1.876,-1.552,-2.993,2.274,-4.401,0.567,-1.592,1.476,4.320,0.168,0.089,-1.560,-4.342,4.848,-2.159,-0.142,6.341,3.351,-4.269,6.091,0.000
-0.896,-2.337,3.925,3.207,3.880,4.727,-1.805,-1.921,1.381,-3.455,0.762,6.871,-0.654,-2.942,1.178,0.363,5.254,0.870,-3.046,-0.867,1.000
-3.439,1.784,3.579,-4.728,-6.437,0.828,-5.574,-1.280,-2.994,7.075,5.085,5.833,1.865,1.702,0.730,3.258,-4.149,-1.808,10.581,-3.599,1.000
2.577,-3.574,-2.829,-3.029,-6.072,2.427,-0.969,6.145,-3.239,6.803,-1.087,1.705,2.031,2.111,4.379,-3.919,-5.590,-1.981,1.101,0.725,1.000
-1.665,2.418,-0.849,1.940,-6.632,-6.566,3.570,-2.701,-1.067,4.079,-1.886,2.068,3.385,4.208,0.926,0.958,-2.472,6.842,4.378,-1.676,1.000
-1.246,-3.093,1.137,-2.091,-4.739,1.831,-1.410,0.868,-0.741,0.832,-0.032,1.156,2.613,4.626,-4.851,-3.516,3.306,4.278,-2.342,-0.384,0.000
-1.057,2.558,-0.513,1.515,0.358,4.261,-3.358,3.305,5.090,-4.740,3.060,-0.583,-5.882,-3.217,0.324,3.592,1.659,1.037,1.853,0.620,0.000
-4.033,-1.677,3.293,-2.431,0.886,0.828,-2.256,-2.547,1.204,-1.484,0.530,1.020,4.706,-1.567,-1.542,-0.892,4.483,-7.038,-1.668,-0.020,1.000
-0.619,0.706,-0.931,-2.309,0.469,1.048,2.376,-2.132,-0.437,0.310,2.536,-2.573,-0.856,1.611,0.615,-0.280,0.286,-0.438,2.510,-2.114,0.000
-0.124,2.606,-1.311,-7.170,-2.603,1.954,2.648,3.291,-3.447,7.388,-5.699,-1.627,-4.392,6.502,0.803,-6.360,-1.590,-1.327,6.928,1.580,1.000
-2.139,-1.432,-1.604,-1.887,0.162,-0.648,4.758,-0.987,-1.679,-4.676,6.333,-0.103,-3.043,3.142,-1.973,-1.381,4.712,3.543,-1.866,3.177,0.000
1.733,-1.808,3.011,0.359,-0.307,-0.019,-2.442,-2.254,-0.859,-0.397,3.467,-0.509,-0.983,-0.097,-0.013,3.220,-1.063,0.846,3.468,3.267,0.000
-2.361,1.841,2.858,-1.304,2.934,0.020,-6.899,-1.447,1.719,0.950,5.488,3.096,-3.650,-2.191,1.428,0.267,-5.949,-1.008,3.132,1.862,1.000
2.208,-0.020,1.598,-0.294,0.857,2.735,0.038,1.614,-2.425,-2.056,1.271,1.831,-3.251,-0.874,-2.817,-1.603,-0.115,2.212,2.067,1.582,1.000
2.988,-0.258,2.630,-4.462,-0.250,3.272,5.538,0.670,1.761,-1.109,3.115,-2.333,0.037,-4.593,-1.453,0.633,2.880,1.197,-1.582,1.263,0.000
4.069,-0.730,-3.781,-4.695,3.065,3.657,5.038,-2.484,3.081,-2.398,1.494,0.511,-3.290,-1.012,-2.377,-1.092,0.012,-1.616,0.948,1.913,0.000
1.568,-3.234,-2.769,-1.446,3.847,-0.756,-0.946,-1.087,1.855,1.043,-2.491,-2.441,-0.604,-2.341,0.661,2.364,-0.170,4.702,-0.447,1.000,0.000
1.662,0.254,-3.803,4.662,-1.357,3.103,-1.782,0.441,0.504,-1.423,-2.976,1.969,-2.596,-1.047,-2.933,0.971,-0.418,0.125,-5.842,-4.023,0.000
0.999,-3.808,-0.792,-2.061,-1.075,-2.836,-0.109,2.100,1.145,3.171,-1.895,-4.000,1.082,-0.289,-1.405,1.225,2.155,1.451,3.104,1.121,0.000
-1.990,-3.052,2.757,-0.294,2.409,-2.137,1.514,1.007,-2.787,-0.916,1.205,3.206,5.175,2.727,1.365,1.289,0.943,-0.104,0.419,2.726,1.000
0.309,-1.699,0.773,0.859,-0.157,4.553,1.034,0.930,0.507,-0.171,-1.829,1.858,-5.581,-1.558,-2.018,2.806,0.492,3.382,-1.063,-0.710,0.000
-1.105,-4.943,-0.062,-3.972,3.566,-0.987,1.774,-2.111,4.549,0.440,-1.726,0.194,-0.473,-2.250,0.851,1.288,1.936,2.139,-2.686,-0.929,0.000
2.475,-0.387,-0.075,-0.894,0.108,2.893,-0.171,4.674,-2.966,2.097,-3.111,-0.078,-1.887,-0.533,1.364,-3.211,-2.430,1.040,2.235,-3.764,1.000
-2.602,-4.530,-1.099,1.770,-7.142,-1.011,-6.539,-3.667,-1.547,0.291,1.039,-0.223,3.149,4.145,-1.411,3.047,-1.973,-1.981,-1.413,-1.123,0.000
-2.243,0.406,2.959,1.653,0.777,-1.996,3.080,-3.689,-1.967,1.044,0.781,0.421,-0.805,-4.417,-0.309,-2.290,2.687,3.822,2.745,0.709,1.000
-5.027,0.398,2.884,1.787,-2.886,-7.950,-0.866,-0.517,-2.172,3.134,0.639,3.722,0.239,0.272,1.508,0.075,0.778,0.729,3.134,2.423,1.000
2.688,2.570,-2.256,-0.347,1.987,3.769,1.747,-0.189,0.015,-3.656,1.121,-0.270,-3.571,-1.146,-0.628,-1.589,-2.649,1.518,4.048,4.427,0.000
-4.485,4.315,0.101,2.550,-5.016,4.264,-4.036,-0.493,-2.480,-6.762,1.940,-0.023,-2.222,0.186,-1.829,0.931,3.945,1.920,-10.265,-1.990,0.000
1.126,-2.576,1.270,-1.952,1.543,2.949,0.978,2.356,-0.696,-2.480,4.667,3.473,-3.712,-0.119,-0.645,-0.171,3.091,-2.605,1.634,-1.210,0.000
-3.694,1.972,-0.478,-4.902,-6.480,3.914,4.619,2.703,-0.721,-4.684,2.811,3.920,2.784,-3.180,-1.922,-1.604,2.889,2.953,1.377,0.057,0.000
1.215,-0.830,2.530,1.576,-6.801,0.017,-7.396,-2.557,-1.642,2.276,0.035,-1.025,2.218,4.048,-1.662,0.223,-0.665,-0.523,-2.638,-1.117,0.000
-1.002,1.606,5.271,-0.986,5.133,0.111,-0.706,3.311,-2.867,-0.473,2.357,-1.978,2.464,-0.718,4.187,1.889,0.328,2.196,-3.138,4.564,1.000
-0.695,-4.451,-3.902,-0.583,-1.221,0.578,-0.722,-3.208,-1.355,-2.265,2.088,-2.517,2.117,2.130,-3.758,0.754,0.176,0.227,-0.799,5.024,0.000
3.303,-1.064,2.788,-0.231,-3.406,1.984,-4.407,-1.876,-2.943,-1.929,4.231,-2.102,1.488,-0.797,-1.949,5.496,-3.133,-4.719,3.189,0.165,0.000
-2.832,0.734,2.239,-0.035,0.114,-0.205,-1.108,-4.161,1.441,0.089,2.109,3.140,-4.856,-2.747,-3.121,-1.815,3.098,1.138,5.121,-0.698,1.000
-1.284,-1.139,-1.855,0.474,0.857,6.941,-4.998,0.838,1.369,2.922,-2.934,0.398,0.874,-1.909,6.191,2.372,0.620,3.519,-3.239,5.023,1.000
-3.322,-1.384,-0.502,2.148,0.459,-3.319,-2.697,1.318,-2.336,2.571,2.217,0.255,0.298,1.209,-0.387,2.340,0.213,-2.347,2.399,-0.100,1.000
-2.717,-5.812,1.855,5.584,2.615,-3.261,-1.391,-5.487,-1.927,-2.237,4.156,4.414,1.404,-7.020,-1.725,2.908,0.966,-1.573,1.137,3.887,1.000
2.155,-4.756,-0.952,4.147,-0.736,-0.325,-0.460,-1.322,3.966,3.037,0.479,2.172,0.254,-0.179,-1.717,-2.506,2.015,5.251,-2.844,2.055,0.000
-4.416,0.157,2.218,1.261,3.253,1.729,-3.373,-3.115,-1.551,1.217,-0.468,-4.269,-3.753,-5.783,-1.580,0.118,-0.383,1.420,1.684,1.377,1.000
-3.373,-3.352,1.249,3.536,0.583,-2.261,0.899,0.296,-6.031,-1.283,0.715,2.190,-3.753,-6.216,-4.171,0.301,2.504,8.695,7.389,0.966,1.000
-3.791,1.744,2.342,0.990,2.349,0.093,0.070,-2.642,-1.517,0.341,5.729,2.573,-1.917,0.325,-1.075,-2.386,2.799,-0.078,-0.217,-1.278,1.000
1.614,0.233,-2.252,0.477,-1.305,3.905,-1.994,2.550,2.569,-3.856,-3.134,-0.440,-0.293,-2.204,-2.006,1.264,-0.939,1.739,-4.926,-0.901,0.000
3.431,-0.792,0.168,-4.485,-1.996,0.902,-3.308,0.492,0.125,1.117,-1.631,-2.670,-0.331,1.011,4.297,-0.160,-2.165,2.090,0.297,-2.891,1.000
-3.770,4.530,-0.773,-2.148,0.203,0.266,3.162,2.225,2.815,-3.159,2.926,0.443,-2.089,-1.667,0.516,-2.060,-0.116,-6.966,2.230,-0.359,0.000
1.154,-2.066,-6.212,2.787,-2.237,-0.679,1.892,-4.832,0.702,-1.479,1.089,2.872,-2.543,0.505,0.626,-2.428,-0.496,-2.102,-4.296,-1.035,1.000
2.111,-4.608,-1.560,0.535,5.531,-0.271,-1.460,1.792,0.722,-2.536,1.520,-2.018,-1.571,2.635,-1.415,1.396,-0.157,-4.925,2.399,1.746,0.000
0.847,2.378,3.115,-0.905,4.204,7.641,-4.250,-4.185,-2.225,-1.522,-4.282,4.603,-1.677,-5.756,1.958,-2.127,3.237,-3.380,2.319,3.348,1.000
4.050,-1.460,2.284,0.877,0.239,1.400,-2.324,-0.244,-3.902,-0.746,-1.801,1.841,-3.505,-0.729,1.908,-4.352,-0.218,0.665,4.015,-4.886,1.000
-1.811,-0.205,0.405,3.657,-2.024,-2.322,-0.136,-4.918,0.579,0.833,-1.168,-1.601,2.182,-1.753,3.363,-1.306,-3.554,0.211,0.524,1.418,1.000
-4.917,0.460,0.682,-0.240,2.798,3.676,1.504,0.920,1.186,3.858,-2.040,4.561,-1.752,2.940,1.474,1.103,4.194,-1.292,-0.084,4.452,1.000
1.087,0.853,1.106,-1.330,0.658,-1.184,1.720,-1.413,3.900,3.086,4.472,0.003,0.241,-0.407,5.289,0.432,-0.006,4.588,3.460,5.631,0.000
4.067,-2.860,-5.127,0.691,5.531,1.545,2.233,-1.547,3.084,-3.089,2.773,-0.242,-4.798,-3.073,-6.681,0.370,-0.260,2.127,5.877,4.424,0.000
4.771,0.010,-0.591,-1.322,0.197,-0.248,0.149,1.910,-0.213,-3.121,-1.902,1.645,-2.111,-1.319,-0.763,-0.996,-4.436,1.610,1.485,-2.257,0.000
4.038,-1.384,0.555,3.596,-2.383,0.481,-2.777,0.055,3.941,4.306,-1.954,1.707,-3.767,2.477,1.519,1.838,3.403,1.860,1.871,-1.120,0.000
2.031,-4.797,-1.878,3.487,3.234,1.511,1.804,-1.620,3.884,-0.524,0.697,-2.872,0.807,-2.489,-5.021,-1.467,-1.400,-0.645,0.590,-1.289,0.000
-1.155,-7.410,4.550,-3.116,0.300,-0.616,1.703,1.075,1.423,-3.979,-0.524,1.516,-0.211,1.459,2.616,1.012,1.985,1.147,-4.935,-5.794,1.000
4.057,1.763,1.197,1.564,0.260,0.662,-0.858,1.329,0.853,-2.181,1.372,-1.464,-3.641,-0.561,-1.418,1.077,-0.468,-0.638,1.660,-2.428,0.000
0.310,2.682,2.451,-0.517,-0.397,-0.647,-2.601,-3.971,-4.702,4.675,3.061,1.417,-0.333,-6.742,-2.619,2.339,-1.342,5.861,6.495,0.258,1.000
-3.953,-4.454,2.217,-3.601,1.001,-0.357,1.877,3.594,-0.627,-0.196,-2.505,-0.245,0.685,2.862,-2.615,0.769,0.233,-1.794,-2.836,-5.239,1.000
-0.595,-1.049,0.205,-1.107,0.896,-0.845,-0.546,0.632,-3.308,-1.308,-2.863,-1.643,-0.467,-2.613,-1.401,0.360,1.033,5.195,4.829,0.330,1.000
-1.419,-2.919,-2.043,-2.026,0.470,-3.726,-1.749,3.081,0.116,-0.776,1.044,-2.990,2.212,-1.542,-1.192,4.112,-0.547,-3.812,0.080,-2.577,1.000
-0.184,-2.115,0.983,2.761,-0.153,-1.446,-0.376,-0.640,-2.045,-2.502,1.407,-1.425,-1.212,-4.959,3.895,-2.450,-0.066,4.775,3.339,-1.982,1.000
3.467,0.256,-1.131,2.197,1.307,2.084,-1.521,0.376,-0.907,1.070,-0.190,-1.227,-4.746,-0.914,-0.994,1.939,0.796,6.054,2.810,0.182,0.000
2.848,4.917,-3.893,-1.278,0.188,5.966,1.111,-0.216,1.848,1.072,0.535,1.761,-6.255,-1.752,-1.059,1.332,0.342,3.660,0.506,0.086,0.000
