-1.138,3.721,3.156,-5.604,1.574,3.951,1.222,2.280,2.071,-1.944,-1.794,-0.509,0.227,-2.816,-0.453,-0.354,-3.709,0.264,1.906,3.305,-2.613,4.066,0.555,1.000
2.191,-5.904,-1.243,-2.804,2.110,3.472,0.997,1.702,4.583,-4.781,0.898,-0.791,3.097,5.209,3.148,2.258,2.943,1.497,1.577,1.549,1.679,-1.634,5.900,1.000
-1.265,0.846,0.783,-0.633,1.615,1.987,0.847,-1.325,0.286,0.261,-2.766,0.530,-1.419,-1.778,1.961,0.885,0.609,-2.356,-3.916,1.773,-2.351,-0.101,5.115,0.000
-0.257,2.085,-1.763,-6.309,-3.756,-0.596,-0.505,7.095,-0.071,0.230,-3.755,3.794,-4.763,-5.623,3.085,-0.895,-3.000,-0.228,-3.542,6.462,-0.648,3.603,2.656,0.000
-2.335,-1.818,-4.199,1.912,4.013,5.706,-1.834,-3.338,-3.622,-4.069,3.011,8.347,0.254,5.915,0.557,2.930,6.449,-4.742,-2.261,-0.243,2.679,-3.793,0.875,0.000
-3.824,-2.488,1.682,0.908,-0.453,-0.589,-2.116,-0.362,3.392,-2.911,0.394,-1.671,0.949,1.907,0.313,-0.531,3.432,3.271,0.746,-1.282,-2.639,-1.111,0.267,0.000
-4.010,-0.175,3.267,1.282,3.597,1.024,-0.035,-3.178,4.806,-2.872,-2.319,-1.616,8.002,0.759,-2.755,0.469,-2.670,-1.498,0.148,-0.241,-1.984,-0.827,-1.796,1.000
0.793,5.900,1.874,-0.774,1.402,-0.910,1.699,4.104,2.483,2.232,5.947,-1.295,-6.178,1.073,2.059,4.664,-0.570,-1.781,2.482,3.012,-3.153,-2.574,4.186,1.000
0.868,0.766,-2.302,3.279,2.216,-1.385,0.375,-3.144,-2.016,1.456,4.837,-1.545,-2.523,1.313,-0.554,2.435,-1.771,3.324,-0.951,-2.579,0.148,-2.430,-0.765,0.000
-0.116,3.356,0.283,-0.223,0.063,1.108,-1.557,0.317,1.236,-3.099,0.274,-4.756,-1.964,0.803,-0.379,3.336,-4.901,1.809,-0.584,3.833,1.046,-1.495,2.174,1.000
2.993,-4.388,-3.682,2.188,3.721,-2.111,0.833,-0.511,1.582,1.349,3.342,-4.116,-2.360,1.681,-3.568,-0.712,0.810,-4.077,1.432,0.602,0.895,0.997,3.238,1.000
-1.786,-2.566,-0.738,0.043,-2.181,-0.878,-0.466,1.602,3.680,-0.289,-1.048,-0.365,2.488,2.236,-3.202,3.850,-1.638,1.551,1.333,-1.605,-0.913,0.466,1.905,0.000
7.386,-1.098,0.522,6.732,0.805,3.417,-0.332,-4.503,-0.508,-0.266,2.119,1.075,-2.896,-5.798,-0.582,-2.224,0.199,0.851,3.139,-0.279,2.624,2.823,-1.307,0.000
-0.238,0.660,2.367,-2.815,-2.429,3.194,4.232,-1.978,0.468,-2.892,-2.892,-2.966,-0.459,-0.837,4.252,3.548,-9.745,-0.862,0.233,5.458,-3.661,5.447,0.490,1.000
-6.421,0.239,-3.053,4.544,-0.007,-0.767,0.036,2.117,-0.874,6.186,-4.767,5.337,-0.817,-3.147,-4.191,0.078,-0.038,-3.564,-1.275,1.253,-1.539,-0.232,-5.709,1.000
3.879,2.452,-4.046,-1.680,3.725,0.257,-1.202,-1.120,-3.092,1.985,0.817,-1.897,1.437,6.693,0.188,-1.077,-1.239,-4.242,-1.109,-0.666,0.497,-3.966,0.295,0.000
-1.677,2.679,2.062,1.587,-1.823,-4.168,1.222,3.259,-3.852,2.974,-0.140,0.432,0.597,0.372,2.910,-5.480,2.639,-0.850,1.211,-1.987,-1.877,2.787,1.441,0.000
-0.075,7.799,1.133,1.516,0.546,-2.496,2.532,3.199,1.759,3.825,-0.639,3.071,-4.755,-1.573,-1.825,0.926,0.445,2.714,3.338,1.917,-0.229,-3.301,-1.515,1.000
4.048,0.109,-1.598,-0.662,0.188,2.864,-7.048,2.092,-2.903,-1.090,3.985,2.238,0.066,-0.577,0.057,2.209,3.261,1.226,-1.320,1.957,0.012,2.830,4.200,0.000
-1.167,-3.756,-0.330,-1.649,2.863,-1.154,2.266,-3.391,2.374,-2.718,-1.006,3.058,-5.002,-3.582,-1.219,0.407,-5.777,-2.221,-4.387,-3.678,-5.591,-2.180,5.388,0.000
2.358,0.118,1.703,3.580,2.141,-4.093,2.811,-1.239,-1.562,-0.135,2.381,3.093,0.364,1.136,4.831,-3.216,4.400,-0.504,-1.443,-2.093,-4.561,-1.577,0.099,0.000
-4.137,3.708,3.369,4.163,-3.243,-4.497,0.058,1.270,-0.569,-1.904,-0.640,5.692,0.424,1.859,2.245,-3.120,0.462,-3.629,-2.118,-3.919,2.221,4.079,-1.880,0.000
-0.276,-1.488,0.933,0.547,-3.356,2.306,-0.448,-0.675,-3.672,-0.100,2.326,1.652,-1.283,-6.629,-1.276,-0.986,0.937,-1.195,0.663,-0.067,0.916,0.193,2.645,1.000
2.641,4.004,-1.591,0.079,-6.070,2.204,3.157,2.974,1.646,3.925,-0.119,0.189,-0.645,1.203,-4.371,0.555,-1.885,-1.908,-1.576,-1.450,-0.316,-5.732,0.497,1.000
-1.655,5.390,-2.519,-2.375,-4.903,0.685,5.167,1.605,-2.416,1.975,-1.170,1.242,-2.779,-1.593,1.012,3.115,0.711,0.396,0.956,-4.279,-1.695,-3.384,-1.295,1.000
-1.852,4.929,-6.607,-1.288,-3.160,-3.140,-0.085,-2.990,0.594,1.119,1.725,-0.095,2.059,4.094,-2.898,4.765,1.512,-0.069,4.715,2.886,0.684,-1.677,-2.038,0.000
-0.203,-1.401,0.762,-3.161,-0.185,1.232,6.663,-5.149,-3.477,-0.791,3.679,0.586,-2.183,-2.610,-5.961,-1.713,-3.921,-2.226,-3.353,5.868,-5.396,0.515,1.626,1.000
-0.551,-1.694,3.508,2.537,-0.281,1.041,-5.051,-8.196,0.498,-2.608,2.368,1.249,-0.430,2.106,-3.775,9.478,0.178,4.678,-0.895,0.387,-0.453,-3.052,3.376,1.000
3.631,-3.713,-2.489,0.691,3.613,-7.022,-1.191,-0.735,-1.815,-3.041,0.006,0.033,-2.644,-5.450,-1.690,1.948,-2.530,-3.516,-3.503,4.404,-5.477,3.274,5.430,0.000
-1.655,1.833,-1.182,2.296,4.010,0.351,4.848,-5.607,-1.587,4.344,1.359,-5.022,-5.498,-4.379,-5.068,-1.517,-1.854,4.578,2.140,-1.432,-4.384,0.497,-0.624,0.000
-0.561,2.685,-1.923,1.004,-3.004,-1.808,1.913,-3.046,1.150,0.588,-3.683,-0.601,1.696,-4.176,-1.128,0.055,-3.470,2.079,0.808,-2.872,-1.368,-0.344,-6.593,1.000
-3.392,-0.288,6.312,1.014,-8.585,0.110,0.164,0.366,-6.995,3.463,2.896,2.925,1.740,2.773,10.006,-1.963,1.924,-4.296,-0.881,-2.040,-2.376,-0.144,-1.924,0.000
-1.071,3.571,-1.038,-2.399,0.616,-3.553,3.993,1.896,-0.152,8.574,2.366,-1.137,5.335,-0.509,0.546,-2.122,0.930,-1.784,3.877,6.276,-0.363,-1.805,0.615,0.000
0.937,0.032,6.899,2.352,2.316,5.785,0.166,0.048,-1.817,0.959,0.014,-4.495,-6.529,1.010,6.773,-6.394,0.112,-1.004,-7.104,-4.613,-2.950,-0.731,2.118,0.000
0.199,2.884,-1.568,1.221,0.723,-1.978,-0.502,2.703,-0.290,0.039,-2.980,-2.026,-1.156,1.288,-1.288,-2.973,4.640,-1.950,2.989,-0.649,-2.051,0.047,-0.140,0.000
-2.928,-0.504,2.546,-0.890,-1.114,1.534,-0.409,-2.240,5.004,-1.512,-4.312,-1.411,3.548,2.303,5.979,0.405,1.199,0.990,0.786,-4.830,1.888,-2.076,3.425,0.000
0.513,-2.216,0.497,-0.635,3.286,4.013,-0.803,-1.960,1.291,-4.085,-3.573,7.589,-3.839,5.632,0.634,4.983,2.813,-4.399,2.529,-2.179,4.367,-6.466,2.154,0.000
0.293,4.611,4.283,-2.351,2.192,-0.296,-2.126,-5.907,7.409,-3.375,-4.465,-0.482,-4.546,-3.316,-2.984,4.082,-4.475,-1.487,-1.227,-3.703,-1.512,-1.110,-2.118,1.000
-0.666,-6.691,-1.668,-2.186,1.978,0.230,7.271,0.129,1.822,-4.232,3.525,2.131,-3.288,1.308,-2.477,0.129,3.302,3.799,-3.229,0.293,-4.571,-2.105,4.405,1.000
1.352,-2.198,-0.263,-3.175,3.921,2.762,0.558,-0.979,1.466,-1.434,-3.521,1.957,-2.612,2.382,0.846,2.595,-0.848,-3.274,-2.178,-3.089,0.579,-1.518,2.361,0.000
-0.588,-3.539,1.126,4.959,5.255,-1.171,1.017,-3.521,-0.910,-6.890,-0.626,-2.366,2.043,1.542,2.985,0.824,4.807,-1.463,-0.275,-3.285,-2.886,-1.044,0.571,0.000
-2.444,-0.880,-0.299,-3.437,3.017,6.274,0.929,0.101,0.758,1.205,-0.538,3.293,-2.648,1.091,4.587,-3.462,5.219,-2.998,-0.766,-0.248,1.095,-0.427,3.312,0.000
-3.165,1.023,-1.372,0.932,-1.891,-1.688,2.549,-3.582,0.394,3.686,1.646,3.301,2.325,1.129,1.872,-0.023,-1.591,-0.423,0.246,2.226,1.955,-1.974,-3.220,0.000
1.610,-0.790,-0.982,-7.914,1.731,7.881,-3.125,-0.362,-0.198,4.070,-2.168,3.802,-5.204,5.029,-0.137,1.206,0.227,-4.125,-0.849,2.018,5.972,-2.116,5.807,0.000
-3.427,2.698,-2.847,-0.718,-3.467,-2.036,-1.010,3.314,-2.912,2.592,0.447,2.807,-1.496,-3.105,2.249,4.518,-1.409,-2.350,-0.908,-2.757,0.039,-0.704,1.229,1.000
-1.775,-3.550,0.235,-1.411,1.030,0.093,3.384,4.039,2.247,-1.623,-3.319,-0.269,4.664,1.640,-1.348,1.915,-1.788,-5.584,5.007,-0.984,-3.776,-1.610,4.920,1.000
-3.634,3.940,0.683,-2.172,2.177,-0.409,0.379,1.547,1.771,-2.031,0.221,3.049,-4.296,-3.164,2.193,6.473,-2.864,-1.557,2.890,4.548,1.105,-1.113,1.221,1.000
-4.384,3.908,-0.129,-3.369,-1.605,1.957,0.975,0.866,1.263,-2.375,-2.827,2.953,-6.975,-2.900,0.620,9.402,-2.456,-1.263,2.114,-1.498,0.057,-4.295,-1.267,1.000
4.146,-3.085,-0.101,-4.802,1.988,0.932,-0.477,1.558,1.198,-1.355,-3.091,1.364,-1.986,-0.802,1.332,1.788,-1.910,-1.668,-3.722,-2.152,1.866,-0.321,2.781,0.000
2.701,-4.842,-2.010,1.397,3.525,2.671,-0.611,0.625,-2.540,0.038,5.675,-0.349,1.679,-2.206,-3.287,-1.865,-0.404,-4.046,-1.304,2.703,1.016,1.484,-0.320,1.000
0.673,-1.005,4.141,-0.197,6.860,3.093,1.985,-7.057,-3.395,-1.979,-4.152,-2.035,0.594,-0.104,2.969,0.116,3.006,-1.511,0.087,-2.212,-3.765,-4.491,2.397,0.000
-3.869,0.389,1.120,-1.074,-0.787,2.915,4.188,-5.242,-1.715,-3.219,-0.746,-0.288,-1.858,0.358,-4.434,1.474,-5.375,-1.130,-1.965,4.303,-8.808,4.862,0.737,1.000
-1.388,3.642,-1.389,0.050,0.636,-3.923,-1.606,-0.452,0.475,0.366,-2.944,0.216,-0.877,-0.225,-1.016,1.991,3.666,-0.650,5.850,1.656,-1.171,-1.661,-3.557,0.000
2.114,1.194,-0.699,-0.774,2.986,2.737,0.125,-1.041,-1.002,-1.212,2.195,-7.086,-7.493,3.009,3.266,2.358,0.471,-0.421,-1.351,-2.118,-5.698,-2.871,0.249,0.000
-0.168,3.463,2.455,3.940,-1.982,-3.651,-1.710,0.165,1.174,2.305,0.863,-1.894,3.880,0.432,-1.677,1.045,-7.813,2.836,4.142,-3.050,2.379,-0.582,2.187,1.000
0.834,2.526,-0.444,0.196,-2.257,1.449,1.107,3.100,-0.083,-0.250,-1.915,3.624,0.318,-0.858,2.059,0.738,-2.188,-2.729,0.264,0.295,2.370,-6.243,1.686,1.000
0.708,9.107,1.710,6.363,2.313,-4.655,-1.076,4.430,-2.584,5.272,1.409,1.466,0.420,2.471,2.376,-0.746,-5.042,3.280,4.473,-1.416,4.496,-2.918,-0.032,1.000
-3.293,-3.267,-1.867,-0.072,2.511,-2.053,-0.561,-1.830,4.486,-4.012,2.056,3.288,-6.638,-0.124,-1.253,-0.555,-0.263,0.070,-2.110,1.059,-5.364,-1.505,2.987,0.000
-3.338,-3.048,1.412,2.147,4.177,1.708,-3.115,-2.717,0.770,-3.459,1.558,4.754,-4.846,-3.465,-2.247,-1.211,-2.269,0.629,-3.029,-0.757,-5.060,0.534,3.265,0.000
-5.521,-0.846,-2.673,-0.366,-1.000,-0.476,4.722,-1.231,-4.787,4.526,-2.442,-1.962,-1.162,-15.305,0.015,4.467,-0.972,2.249,2.488,3.753,-8.295,4.898,-2.032,1.000
-3.621,1.453,-1.741,-2.195,1.452,2.582,-4.963,-8.387,3.592,0.718,-0.789,1.727,-3.194,5.515,5.119,0.709,2.059,5.299,3.322,0.683,-1.953,-3.606,5.434,0.000
4.323,2.522,6.528,2.479,1.953,-2.717,0.791,2.498,3.677,1.390,-1.032,-3.592,0.203,2.010,-3.076,-2.476,-3.115,3.102,2.552,-4.263,5.599,-4.760,4.808,1.000
1.068,0.950,0.269,-4.991,-2.007,4.935,0.383,7.204,4.361,-0.200,-3.923,4.810,0.014,4.250,1.200,4.255,-1.206,-2.959,3.898,-3.967,4.919,2.198,1.941,0.000
-2.782,2.313,0.140,-0.798,3.753,-2.453,-0.956,-4.466,-1.811,-0.939,2.099,-6.893,-5.745,2.041,-0.125,1.109,2.859,6.438,0.295,-5.726,-8.428,-4.590,0.455,0.000
2.878,-1.517,-3.210,-0.160,-6.204,1.665,3.063,4.934,0.434,4.177,-0.261,-1.190,2.839,-0.886,-0.944,-1.937,-3.421,-0.233,0.092,-0.190,1.403,-3.912,3.175,1.000
1.329,-4.479,-1.638,-2.217,-6.063,-0.577,0.576,1.183,2.453,0.168,-0.734,-3.700,4.676,-2.832,-3.755,-2.686,-1.788,2.507,-2.851,-5.879,-0.680,-1.889,9.681,1.000
0.238,-1.903,-3.443,0.191,1.824,2.109,0.188,2.509,3.155,1.396,0.947,1.082,-2.202,1.278,0.591,1.036,1.946,-3.605,-4.546,2.402,-0.980,3.233,1.571,0.000
2.389,-4.735,-2.076,-2.083,-0.664,-0.490,4.311,-3.304,6.145,-1.199,-3.634,-0.884,-4.594,-2.507,4.456,0.117,-1.622,-2.910,-0.038,-5.355,-3.155,-1.451,1.898,1.000
8.671,2.604,1.122,0.932,3.390,-3.391,1.917,-1.124,3.873,0.023,-0.292,-2.850,-5.900,-0.446,-5.478,-0.379,-1.702,-5.671,-0.128,-3.438,2.998,-1.549,1.171,1.000
3.722,-0.394,3.111,-5.219,-1.950,2.682,2.509,5.185,0.825,-3.173,1.798,-4.794,6.930,-0.748,6.042,0.031,-0.870,-3.151,0.873,7.952,5.295,3.338,-3.254,1.000
-3.505,-2.931,-4.392,1.374,1.426,-0.019,3.356,-2.416,-1.748,-2.367,0.510,3.501,-0.493,1.982,0.123,0.916,5.682,-2.008,-0.544,2.106,0.168,-1.886,5.370,0.000
-0.959,-0.878,1.944,-0.076,-2.702,1.329,-0.072,-2.526,-1.442,-1.482,-0.480,-1.696,-1.738,-5.791,-0.784,5.542,-2.044,2.149,0.910,2.474,-2.352,2.812,-0.254,1.000
4.601,-1.882,-4.065,-0.206,4.689,-0.958,-3.057,-1.699,-2.440,-1.203,1.907,-0.257,-1.667,-0.591,1.133,2.444,2.590,3.286,-4.469,4.126,-3.756,3.922,6.223,0.000
0.456,-2.064,-2.908,-0.511,3.328,-3.591,-2.925,3.021,0.399,-0.812,-3.117,0.337,-4.265,0.331,4.743,2.431,2.416,-2.723,2.598,2.135,-3.591,1.437,-0.937,0.000
-0.735,-1.612,-1.853,6.520,-4.652,-4.290,1.666,-2.084,-2.455,0.594,-3.699,5.871,-0.722,2.856,0.835,0.126,1.199,-5.575,0.658,-2.190,2.345,1.623,-7.087,0.000
0.163,0.839,-1.089,-1.896,0.068,2.326,-1.698,-1.320,3.799,2.494,-3.086,2.772,-2.102,6.394,-0.261,7.220,0.527,-4.326,2.685,-0.295,-0.035,-2.844,2.037,0.000
2.301,-3.313,0.250,-0.465,1.783,2.200,4.528,0.602,-2.500,-6.130,1.258,-4.570,1.494,-1.712,-1.655,2.771,-2.735,-3.094,0.816,4.149,1.270,3.686,0.274,1.000
4.289,-5.954,-4.029,1.696,3.484,0.083,3.021,-1.976,-1.328,-0.094,0.753,0.404,-1.024,-6.205,-1.931,5.090,2.551,1.563,-3.128,0.943,-1.879,2.541,0.973,1.000
-5.144,4.166,4.483,0.326,-1.665,6.692,3.956,-2.248,6.207,1.231,-6.774,-1.307,2.042,4.073,3.567,2.547,1.643,-2.101,0.519,-4.616,-1.071,-4.542,-2.964,0.000
1.019,4.171,0.731,-0.332,2.176,-3.920,-5.186,0.209,-1.594,-0.219,0.220,0.565,-1.207,3.429,1.728,2.787,0.815,-1.770,0.549,-0.915,2.789,-2.328,-0.258,0.000
-0.682,-0.749,-4.447,-0.481,0.655,2.261,-1.367,-0.193,0.225,1.248,2.589,-0.006,2.272,-0.259,1.241,-0.842,1.679,-3.159,-2.217,3.864,1.627,2.248,2.768,0.000
-1.695,-3.036,0.418,0.355,5.849,0.846,-3.877,-6.759,-2.353,-2.516,-0.345,2.532,0.033,-0.451,3.553,-2.304,1.610,4.145,-3.418,2.011,-2.740,-0.956,6.393,0.000
-0.527,3.279,-1.052,0.541,-2.952,-0.123,1.400,1.989,-4.285,1.689,0.229,2.891,1.223,-1.641,3.517,0.618,-0.315,2.032,0.696,0.537,-0.614,-1.084,0.629,1.000
-4.666,-0.271,1.853,4.350,0.476,1.234,3.139,-3.952,-0.635,-0.509,-4.043,-1.848,5.818,3.466,-1.066,4.481,0.218,-0.156,0.544,0.310,-4.276,-0.745,0.396,0.000
-0.473,-1.204,-2.268,3.865,1.549,2.571,1.876,1.641,-1.117,3.255,-0.427,-0.056,-4.908,-3.056,-3.643,-3.675,-0.435,-2.467,4.693,1.279,-3.929,4.346,1.553,1.000
-4.562,2.085,7.401,1.109,-0.983,-0.654,-1.819,-1.600,0.220,-0.350,1.167,1.515,5.033,-2.902,0.008,4.502,2.624,0.205,-0.133,-5.121,-3.106,-0.002,1.598,1.000
2.365,-3.732,1.282,-6.125,-0.784,-0.843,5.186,2.754,0.666,-0.380,0.329,-1.891,0.975,-2.085,0.041,-7.335,0.562,-3.849,1.386,-0.918,0.278,-4.388,0.802,1.000
-0.710,1.658,3.488,2.086,-0.277,-1.435,0.273,-0.412,-3.318,3.771,-0.675,-0.089,5.788,0.298,-0.446,1.586,-2.784,-1.453,1.595,-5.917,4.201,-0.102,-3.272,1.000
-0.373,-1.453,0.483,2.802,-3.519,-7.544,-1.041,-0.614,2.152,1.745,-0.319,3.410,0.785,-4.292,-2.931,0.952,-3.904,9.289,-0.646,0.241,0.783,6.309,0.119,1.000
-3.157,1.237,2.069,-4.217,-5.519,5.565,0.426,4.456,2.672,0.835,-5.839,2.959,1.365,6.413,2.975,1.057,1.837,-0.572,1.175,0.471,5.300,-1.618,-1.677,0.000
0.120,-0.926,2.241,-1.837,-2.697,3.526,-3.027,1.188,2.956,1.616,-1.666,-3.552,1.058,4.746,2.486,2.043,1.094,2.073,-2.026,-2.728,-0.222,-0.943,-2.218,0.000
1.705,-1.648,-4.066,1.229,2.935,-1.121,5.678,-3.806,-2.805,1.528,-1.379,-2.023,-3.723,-3.124,-3.614,1.970,-1.019,-1.265,6.939,-0.773,-1.746,-2.358,-7.830,0.000
0.449,2.138,3.547,0.268,2.254,-0.758,0.728,-1.357,3.101,-0.804,2.559,-1.647,-3.491,4.260,-0.744,2.006,1.221,-3.151,6.815,0.372,1.064,0.330,1.344,1.000
-0.656,3.380,4.264,-0.072,-1.888,-3.901,-5.731,1.378,-2.340,0.750,0.118,-0.681,1.907,6.124,3.404,-1.080,2.822,-5.728,0.427,-1.874,2.072,-1.471,0.783,0.000
3.587,2.734,3.431,-0.499,1.262,4.499,-3.981,-1.324,0.034,2.468,3.067,3.131,-2.841,-1.140,-2.701,-0.097,-6.494,2.203,-1.112,0.197,-1.081,4.727,3.311,1.000
3.818,-4.885,0.851,-1.680,1.282,0.711,2.611,-0.955,4.900,-2.998,-0.253,-0.667,1.523,3.471,0.153,1.387,5.153,-1.159,0.761,-0.176,0.628,-0.394,1.882,1.000
-4.378,-7.599,-1.839,-0.729,-0.415,-0.939,-2.363,-3.649,2.989,2.080,0.062,-0.701,5.255,5.101,5.959,-1.556,7.173,-3.160,0.787,-6.215,4.294,-5.578,4.090,0.000
4.516,-1.838,2.811,-1.228,-1.577,4.252,-2.838,-0.917,1.079,-4.341,2.919,-2.235,-5.424,-3.595,0.508,3.891,-4.881,0.340,3.329,1.845,4.644,1.442,2.657,1.000
-6.628,3.989,7.991,-0.739,-0.161,-0.861,-1.550,-3.942,-2.386,0.482,-1.862,3.909,-1.353,-4.778,-6.238,-2.515,-0.256,-2.136,4.170,-3.579,-1.632,-0.867,0.401,1.000
7.294,-2.992,-2.416,-1.850,4.741,1.540,-0.724,0.428,2.017,-2.399,3.541,-5.771,-4.756,-1.753,1.854,0.615,2.078,-1.224,4.265,-0.545,1.021,-4.767,-0.246,0.000
1.134,3.535,1.580,3.123,-1.867,0.632,-1.335,1.483,0.248,1.898,-0.615,1.095,2.679,1.127,-0.963,1.460,-5.801,0.792,0.362,-2.554,4.690,-4.514,-0.384,1.000
-1.793,-4.637,-0.843,-0.002,0.702,3.065,0.591,1.142,3.079,-4.967,0.579,-3.262,2.333,3.089,-3.112,-2.532,-3.280,-5.380,-1.855,2.774,0.577,1.327,2.160,1.000
-1.686,0.119,3.639,-2.894,-1.151,-3.100,4.433,-4.637,1.091,0.515,0.316,-0.560,-4.242,-2.067,-3.671,-4.375,-3.081,-6.226,1.499,-2.808,-3.739,-2.393,0.062,1.000
1.930,1.552,-0.284,1.720,1.155,-0.713,0.877,0.104,1.856,0.845,1.958,-2.370,-3.943,-3.307,1.021,-0.777,1.189,3.001,6.543,0.189,0.303,-0.670,0.994,0.000
-2.368,1.752,1.890,1.344,-2.131,-7.812,1.125,1.277,3.035,6.795,1.552,3.956,0.570,-3.629,-4.767,-2.200,1.534,0.401,0.488,-2.050,-2.695,-1.397,2.043,1.000
-0.672,3.674,2.092,1.914,2.478,-5.118,1.795,2.380,1.761,3.588,-0.867,4.020,-0.993,-2.417,-1.344,-0.491,-0.874,2.325,0.688,0.441,3.223,-1.248,-0.577,1.000
2.149,-4.104,-1.175,-1.213,-0.025,0.662,0.870,-0.962,-1.080,0.922,4.485,-4.848,2.605,-4.345,-3.495,1.194,0.688,-3.210,1.119,4.955,-0.533,-0.215,-1.116,1.000
0.315,-2.777,-5.501,0.703,-1.783,-2.665,-0.807,-1.265,-0.218,0.722,-1.608,-0.306,2.861,5.232,1.838,0.098,2.075,-2.055,1.701,-1.056,-1.512,-3.162,-4.866,0.000
-4.180,-0.622,0.405,2.558,1.575,-4.336,2.494,3.342,2.524,6.004,2.220,6.173,-2.215,0.749,-0.943,0.967,6.903,3.410,2.362,1.732,-9.768,1.244,0.487,1.000
-2.494,-2.862,1.165,1.234,2.472,0.762,1.098,-1.723,-3.007,-1.678,4.268,-0.385,-0.306,3.793,-4.219,-1.186,2.119,-0.703,3.231,1.297,-1.700,0.420,3.291,1.000
1.922,-0.184,4.129,4.864,5.414,-1.804,-0.807,-5.320,0.184,-0.835,-0.324,-0.841,1.159,3.329,-10.942,1.951,-0.301,-4.141,-0.846,-3.787,-0.951,-1.574,-0.314,1.000
-4.292,3.626,1.808,2.846,2.562,5.964,1.181,1.512,0.089,1.511,-2.238,0.366,-0.031,0.635,1.385,3.343,-2.871,-3.038,4.823,0.881,1.326,-6.369,-1.197,1.000
3.103,-1.581,-2.399,0.988,1.609,-0.119,-2.281,3.282,2.109,-4.569,0.501,4.689,-0.486,-0.705,-1.017,5.247,-2.743,-3.747,-1.196,-2.314,0.911,4.057,3.306,0.000
0.043,0.861,-1.133,-2.177,0.978,-2.755,2.660,2.667,2.269,4.366,3.535,-3.123,2.755,2.857,3.206,-4.307,2.090,-4.222,1.814,3.747,-3.470,-2.095,3.758,0.000
-1.406,-0.830,-4.185,5.758,-1.442,-4.663,-4.586,0.260,0.720,-6.585,3.547,2.607,3.912,-2.921,1.743,1.783,0.035,-0.633,-2.617,1.378,-3.023,2.466,-1.356,0.000
-3.474,1.203,-0.753,1.479,0.257,0.954,1.867,2.973,2.192,-3.024,-5.149,3.406,-3.492,-0.449,-0.726,3.712,-0.261,0.536,2.324,3.121,-4.113,-0.352,1.344,1.000
2.290,-1.961,-3.442,0.159,5.092,-0.267,-1.174,-3.377,0.029,1.959,1.036,-7.272,-4.185,-1.567,-3.495,-1.465,-0.983,0.839,5.835,0.139,-1.990,-2.663,-0.109,0.000
1.110,-0.391,2.150,-0.397,2.469,0.863,2.383,-4.726,0.654,-2.580,-0.772,-1.130,1.349,-2.417,-1.907,4.917,-2.781,-1.417,-2.279,2.726,-1.026,1.275,-0.732,1.000
