2.029,5.830,-0.999,1.351,-6.751,2.678,2.637,-3.402,4.571,1.047,-0.739,4.315,6.305,4.319,-1.922,1.287,-2.482,0.000
-3.336,-3.335,-5.366,1.164,-0.120,0.648,5.729,-2.484,1.342,-0.597,-2.847,2.975,-0.390,-0.258,-2.694,2.171,0.632,1.000
-1.026,0.355,0.304,4.227,-0.171,0.949,-0.572,3.808,-0.136,-2.391,1.620,-4.633,5.020,2.149,-1.538,7.454,1.760,1.000
1.011,1.019,1.788,-4.921,4.174,-0.922,-3.080,-0.001,-1.030,1.133,0.433,-4.983,-5.594,5.218,3.127,-0.985,-10.120,1.000
1.918,3.694,-1.103,4.512,-0.124,1.482,3.483,-2.977,0.437,-1.695,2.658,0.352,2.662,1.107,0.130,1.531,2.720,0.000
6.599,2.518,-0.294,-2.876,-1.762,3.084,5.702,-0.271,0.197,2.340,-2.554,-1.729,-0.006,1.525,1.135,-0.411,4.004,1.000
-2.052,-1.991,-3.959,-2.526,0.240,1.046,0.602,-3.069,2.050,3.119,-1.495,3.121,1.704,3.402,-0.107,1.133,3.422,0.000
-0.458,0.207,1.035,0.154,2.037,4.909,-4.138,-1.016,2.739,-3.372,-3.350,1.054,2.100,-3.523,0.422,0.764,1.851,0.000
-1.840,2.701,-0.992,3.918,0.137,-1.870,-4.354,-0.773,0.215,-1.859,3.034,0.402,0.278,-4.709,6.451,-1.317,1.415,0.000
-2.416,-4.045,-0.750,4.912,4.801,-3.020,-1.414,-1.829,1.203,-1.047,2.381,-0.170,2.942,0.818,-1.922,0.076,0.818,1.000
-0.959,1.407,-1.824,2.090,2.363,3.559,0.933,1.199,2.701,-0.660,-0.160,1.334,0.268,-0.790,-3.009,-0.234,0.933,1.000
-1.091,-0.612,-1.921,-2.774,-0.559,0.985,2.888,0.457,0.098,0.391,-2.234,1.711,3.268,2.948,0.183,0.651,2.369,0.000
1.701,-0.778,0.993,0.452,-3.988,0.320,1.490,-4.643,-2.210,-0.339,-2.115,2.368,-0.757,-1.185,0.875,0.583,-0.082,0.000
0.066,-0.337,-1.097,-0.431,-0.428,0.489,0.075,0.190,-0.658,2.901,0.352,0.363,0.013,4.105,-0.214,0.294,1.019,0.000
0.969,-1.893,-1.065,0.254,-1.290,-2.010,3.794,-1.005,2.062,0.121,5.879,2.604,1.906,4.047,1.078,-1.062,0.645,1.000
2.619,-1.617,3.495,-0.357,2.910,-2.840,-4.736,-1.019,-2.176,-2.789,0.001,-1.892,-0.506,-6.834,4.250,-0.882,1.023,0.000
1.813,-0.002,-1.342,0.182,-4.664,1.557,2.109,-3.551,2.002,-0.689,1.260,3.704,-0.798,-1.258,-0.662,1.361,1.167,0.000
-0.282,-0.361,-3.251,0.312,4.482,0.709,0.180,1.218,-2.385,1.257,-2.357,-1.766,-0.872,-2.051,1.141,7.109,0.310,1.000
2.267,0.135,-2.168,1.584,-3.196,0.038,0.372,-0.751,3.401,-5.501,-2.487,4.711,-0.376,2.494,-1.007,-5.617,3.592,1.000
-2.492,-0.961,1.693,0.162,3.198,-3.237,1.892,-4.305,0.797,-1.548,4.026,0.141,-1.587,3.455,-0.252,-0.579,-3.363,1.000
2.836,1.498,4.341,3.487,3.001,1.761,-1.959,0.587,2.137,2.086,0.456,0.575,0.471,-1.659,-0.208,-1.728,-0.566,0.000
-1.535,-1.283,2.252,0.320,-1.027,3.180,-0.785,-0.769,-0.106,1.237,-3.159,-5.169,-0.636,0.359,-0.088,-1.804,-0.158,1.000
0.405,-0.006,-1.209,1.717,0.382,2.175,0.262,-3.749,0.800,-0.395,-2.648,1.470,2.139,0.355,-0.051,1.986,2.563,0.000
-0.034,-0.640,-4.616,0.548,-1.446,0.276,-0.586,-3.817,0.647,2.234,-2.098,-3.827,2.814,1.234,2.567,-1.740,3.914,0.000
2.590,0.625,-1.687,0.535,-1.480,-0.674,1.973,-0.143,-0.884,-2.021,-0.681,1.843,3.108,3.817,-1.532,2.890,1.988,1.000
2.975,-3.291,-0.718,-5.489,1.016,4.747,0.423,-3.349,-1.718,3.773,-4.192,1.231,-0.923,1.849,1.195,-3.952,1.604,0.000
-1.924,2.412,0.077,3.666,2.138,-0.065,-0.121,1.739,-0.780,0.669,3.700,3.747,0.637,-0.727,0.889,1.439,1.133,0.000
3.289,-0.140,-1.949,3.471,-0.752,4.256,-1.106,2.772,5.128,0.887,0.041,2.113,-1.744,3.691,-4.172,-1.680,2.592,1.000
1.243,2.591,1.447,0.560,0.618,2.278,3.816,-3.573,2.222,0.169,-3.546,1.935,1.007,3.903,-4.431,-0.028,3.913,0.000
0.223,-1.436,-4.154,0.358,2.091,-0.502,0.281,-1.483,3.001,0.581,-10.924,-2.686,4.827,2.422,1.850,-0.747,3.644,0.000
-0.800,-0.397,-1.602,0.467,-1.448,0.203,-0.269,-2.306,2.227,2.056,-1.497,3.503,0.532,3.588,0.928,0.359,0.480,0.000
-0.591,2.042,-2.753,0.936,-0.144,6.209,0.419,2.365,1.289,3.302,-0.499,0.186,-2.302,3.747,-1.396,4.767,2.023,1.000
-1.951,-0.786,-0.503,-3.314,1.283,3.049,3.760,-1.830,3.411,-1.128,1.881,-0.287,2.380,5.694,1.680,-0.743,-0.195,1.000
0.906,-0.214,-1.318,-1.207,-3.375,3.573,3.964,-1.329,-1.187,-2.220,-4.100,-2.088,2.047,1.068,1.946,-0.718,1.153,1.000
1.146,0.133,1.506,0.293,-1.204,-0.757,-1.782,-1.789,-2.335,-0.652,1.583,1.012,0.438,-3.192,1.717,-0.106,0.060,0.000
5.064,-2.546,-1.290,-0.628,0.698,2.351,3.626,-6.769,-2.758,1.369,0.849,0.034,1.196,1.387,1.930,-2.376,1.602,0.000
-0.753,-4.246,0.537,1.166,5.336,-2.716,-0.836,0.314,1.683,-0.246,1.141,-0.727,-2.142,2.876,-2.965,1.784,-1.295,1.000
6.650,-1.209,-0.601,-0.428,-3.585,5.404,1.263,-5.013,-1.141,3.821,1.253,1.297,-2.073,-1.124,-3.467,-1.485,0.228,0.000
1.669,1.318,-2.771,-0.133,-0.553,-1.422,0.578,1.321,2.932,-2.496,-0.655,0.775,-0.662,1.584,-1.543,0.439,-3.322,1.000
0.280,-1.198,2.666,-2.192,2.594,0.957,-0.152,-0.614,-0.684,-4.814,-5.655,1.660,-3.042,-3.134,-1.532,-2.006,2.846,0.000
-1.640,0.736,-3.954,-2.214,1.187,1.566,0.638,0.753,2.648,-2.021,-8.563,-1.091,2.831,-2.695,1.618,2.015,-1.797,1.000
0.792,-2.260,0.981,0.163,-0.733,1.165,0.033,-1.382,-0.868,-0.005,-0.400,3.991,-2.229,0.657,-2.731,-0.552,0.555,0.000
-1.701,-3.711,-1.696,4.215,3.488,-0.565,-1.127,0.014,1.903,-3.934,-3.164,-2.375,0.423,-0.539,-1.860,3.119,0.303,1.000
7.136,2.097,6.032,4.806,1.685,2.174,0.655,0.913,1.107,-8.567,2.969,6.619,5.760,-0.082,-3.935,-3.013,1.882,1.000
3.351,-1.279,1.546,-0.246,2.054,-0.984,6.469,-2.625,-3.077,-1.854,1.288,0.846,3.470,3.105,-0.214,2.473,4.085,1.000
5.327,-1.406,-1.515,0.640,1.191,1.602,3.913,0.419,1.648,0.361,-0.367,1.870,-1.166,0.774,-3.245,-4.753,2.101,1.000
1.758,-0.174,-0.853,-3.728,-0.140,3.850,2.145,1.215,-2.138,-2.876,-3.817,1.586,0.760,-4.179,-4.477,0.613,3.184,0.000
-2.003,-1.696,2.449,-0.466,1.239,-2.138,-0.091,1.937,-5.066,1.429,2.178,4.709,0.915,4.211,-2.311,-1.290,-3.283,0.000
0.181,1.008,-3.197,1.485,2.232,0.104,-3.871,-0.168,-0.211,-1.930,-2.706,2.196,-1.397,-1.612,-2.655,3.064,-2.470,1.000
1.305,1.837,0.670,0.574,1.134,1.300,2.202,-5.481,3.004,2.905,1.976,3.580,2.917,1.767,0.413,3.951,-0.558,0.000
-1.268,2.202,-5.549,-0.324,-2.637,1.267,-1.343,-2.833,2.928,-0.268,-5.632,-0.813,-1.118,2.578,-0.591,-0.790,2.763,1.000
-0.074,1.389,1.088,3.421,0.472,3.532,-3.609,-0.528,1.167,-3.015,0.563,2.528,2.011,-1.508,3.528,-0.169,3.092,0.000
-5.032,-2.428,-5.737,-1.441,2.292,3.666,1.387,-2.634,-1.116,1.241,-3.037,-3.431,-1.362,0.655,3.774,4.312,-0.909,1.000
2.653,-3.534,0.333,-3.042,-0.874,1.389,-0.207,-1.641,-2.476,5.299,0.783,0.799,-1.230,4.594,-0.390,-2.566,-1.180,0.000
1.611,-4.198,-2.180,-4.285,1.014,1.479,-1.484,-4.303,0.099,3.748,-2.362,1.545,1.568,4.280,2.780,-5.775,0.810,0.000
1.313,-2.476,1.575,-0.417,-3.784,1.098,2.227,-0.395,1.714,0.768,-3.290,-3.995,3.046,2.566,2.493,-3.644,1.791,1.000
-6.347,-2.942,-3.322,3.585,3.289,1.804,3.594,-3.289,1.893,-4.504,-2.365,0.861,-1.652,-0.090,-4.955,4.940,1.992,1.000
-0.178,-0.771,-2.791,0.856,-0.685,0.899,0.132,-0.726,2.138,2.325,-1.294,0.092,-1.444,0.446,-2.398,0.188,-1.333,1.000
3.188,1.572,4.145,-0.048,2.142,-1.299,5.832,-1.404,-3.312,-4.638,2.742,-1.156,10.021,2.365,-2.078,4.356,3.095,1.000
-2.230,0.908,-3.621,4.176,-2.143,-0.364,-1.219,0.314,-3.186,-3.112,1.024,3.110,1.280,-0.834,2.244,-0.530,3.369,0.000
1.286,4.414,0.424,-3.549,-1.264,-1.281,0.848,-1.269,0.265,-0.558,0.300,2.846,4.002,0.522,-3.254,-0.347,-0.922,0.000
-0.931,-0.386,-3.829,-0.913,0.114,-2.332,1.006,-1.274,-0.015,2.421,-3.942,-1.628,7.369,5.235,2.969,-1.803,1.554,0.000
-4.431,0.075,-1.781,4.366,1.528,-1.966,1.706,-5.267,-0.616,-3.016,-4.496,-1.047,-3.068,-1.668,-5.862,2.114,-0.524,1.000
2.744,3.612,0.948,-3.012,-3.295,1.942,0.002,3.354,0.861,-1.384,-6.445,-3.880,-4.214,-1.078,-0.587,1.031,-3.692,1.000
-3.213,-2.620,-1.967,3.579,0.139,-2.077,8.423,-7.515,-0.915,-2.600,2.296,2.667,-3.052,3.899,-4.480,-0.598,0.569,1.000
-4.713,-2.352,-2.861,4.510,3.999,-3.218,1.970,-4.852,-0.220,-1.545,2.579,0.510,-4.486,1.058,-4.529,1.642,-3.221,1.000
3.551,0.367,3.102,1.462,0.351,2.777,-1.814,2.055,1.853,3.089,6.825,3.003,-1.900,-0.709,2.835,-1.117,-2.593,0.000
-1.135,0.757,0.173,1.120,1.714,4.420,1.558,-3.052,2.145,1.539,-2.060,2.998,-0.926,0.328,-3.318,1.898,1.127,0.000
2.015,-0.076,-1.192,-2.381,1.572,1.264,-1.293,0.242,1.129,-3.486,-2.744,2.424,-0.626,0.481,3.063,-6.345,-0.418,0.000
-2.269,2.924,-6.614,0.949,1.536,2.090,1.537,-0.773,0.073,2.115,-4.635,-2.666,-1.944,1.433,4.350,4.768,1.463,1.000
0.117,2.511,4.805,2.047,0.603,1.974,1.620,-4.421,1.083,-1.104,-0.513,2.688,4.805,0.606,0.859,1.079,0.135,0.000
1.585,-2.456,-0.400,-1.960,-2.275,1.331,-2.173,-2.067,0.053,2.850,-1.791,1.416,-0.523,1.909,0.752,-3.856,-0.933,0.000
-5.816,2.155,1.533,-1.247,5.208,-0.351,0.412,-1.705,-0.360,-0.856,-4.044,-1.393,4.422,-4.041,-3.047,-1.353,-1.163,0.000
-2.343,1.580,-2.188,-0.761,2.414,-2.681,2.010,-0.338,0.314,0.177,-0.650,-1.343,2.987,0.626,-0.224,3.064,-3.282,1.000
0.660,2.242,-0.175,1.990,-1.636,5.256,2.833,1.340,2.914,2.670,3.748,3.429,-0.132,3.872,-3.377,0.568,0.412,0.000
4.561,-0.983,5.095,-3.280,7.978,0.870,-1.144,-4.008,4.341,0.997,-4.491,-2.679,1.190,-2.335,0.879,-2.089,-2.359,0.000
-0.050,-1.624,-1.157,-2.696,-0.891,0.528,2.316,0.732,-1.022,-0.145,-2.060,1.258,3.776,0.207,-1.449,-1.996,0.410,0.000
-6.791,1.867,-4.199,-3.117,1.334,3.039,1.124,-7.200,3.232,0.565,-5.122,-4.913,-0.200,0.347,1.448,-1.028,-3.367,1.000
-2.105,1.941,-3.702,-1.326,4.171,-2.928,0.544,-5.196,5.281,0.135,1.035,-5.046,-0.121,5.235,-0.038,-0.994,0.091,1.000
1.576,-0.799,1.635,-1.108,1.341,1.023,-1.385,-2.536,0.887,0.311,2.769,0.494,-0.663,-2.743,3.416,-1.315,-2.519,0.000
-2.278,-1.955,-2.387,4.991,3.905,-3.135,0.276,-2.857,-0.183,-2.634,-1.165,-0.282,-2.949,0.747,-3.114,2.167,-2.400,1.000
1.509,-0.537,1.795,1.314,-1.514,-3.175,2.249,-1.001,0.994,0.205,-1.845,-1.034,0.645,1.868,-0.704,-2.997,-0.426,1.000
-3.471,-0.556,-3.932,1.007,-0.252,2.566,-1.060,0.790,3.626,5.194,-2.199,0.441,-2.319,4.317,-3.158,4.554,1.239,1.000
-3.573,-0.807,2.596,-0.462,1.644,4.451,-0.006,-1.464,-3.232,1.571,-0.947,-5.936,-1.599,0.762,0.523,3.347,5.414,1.000
-1.148,3.586,-4.043,-4.913,-0.865,0.451,2.407,-0.743,1.701,2.488,-1.885,-1.172,-3.264,1.285,1.012,1.617,-2.922,1.000
2.880,1.036,-4.830,3.333,1.268,1.692,1.303,-3.441,2.537,-1.025,-0.979,-0.130,4.074,1.465,-0.788,-0.635,3.356,0.000
4.157,-2.037,-2.780,-1.148,-2.306,3.653,2.937,0.536,1.604,-0.580,-1.403,1.572,-0.230,-1.930,-3.737,-1.084,2.921,0.000
3.320,0.466,-2.470,2.685,0.622,1.113,3.765,-2.779,-2.338,-1.092,-2.341,-0.599,1.729,-1.474,-0.411,1.705,3.670,0.000
-0.243,-0.464,3.219,0.025,6.253,2.165,-1.936,-1.447,0.023,-1.754,-2.265,0.823,0.882,-2.471,-0.406,1.403,3.965,0.000
2.738,-3.609,-0.577,-1.289,-1.131,0.472,-0.786,-5.029,-0.560,4.877,-0.755,0.601,0.358,5.701,0.608,-1.175,-0.693,0.000
1.127,-2.135,0.529,1.832,-0.978,0.390,1.276,1.133,0.749,-2.810,0.280,-1.861,-0.181,2.051,-0.080,1.540,0.871,1.000
1.841,3.280,4.292,1.755,-0.843,2.172,1.051,-0.509,3.136,-0.118,0.063,2.021,2.094,0.359,2.605,1.981,-0.937,0.000
-1.675,1.228,-4.438,-1.249,-0.881,1.564,3.896,-1.338,0.871,1.869,-2.261,1.023,-1.945,2.428,-0.127,0.363,1.245,1.000
2.044,1.245,-1.291,3.256,0.371,5.520,0.404,2.229,1.314,0.729,0.688,-2.015,1.356,0.706,-1.174,4.227,2.728,1.000
1.232,5.168,1.720,-3.185,-1.675,1.126,3.630,1.359,-0.352,-0.083,-1.412,-1.605,7.839,4.449,-3.756,6.607,3.596,1.000
-1.146,-3.823,-1.439,0.904,-0.690,-0.942,-0.067,0.532,0.549,1.425,0.366,0.346,-2.213,0.685,-0.176,1.761,-3.026,1.000
0.515,4.452,-1.872,-0.382,1.588,-0.227,1.733,2.075,1.976,1.408,-1.136,-1.556,7.189,3.887,-4.452,5.715,-0.302,1.000
-5.495,-0.498,-3.692,0.361,5.514,-0.039,-1.285,-0.536,1.192,0.813,-3.653,-1.796,-4.937,-2.713,-3.511,7.315,0.684,1.000
1.764,0.837,-0.134,2.531,0.167,3.644,-3.377,-0.426,5.123,-1.240,-1.853,0.480,-0.399,3.079,-4.057,-2.742,3.614,1.000
3.940,-0.798,-1.492,-0.169,-0.633,3.348,0.529,-6.002,2.047,2.115,-0.641,3.647,-0.455,3.827,2.267,-0.738,0.995,0.000
-3.126,2.133,-4.994,2.866,1.626,-0.587,-0.150,-3.808,-1.917,-0.880,-3.032,-0.089,-0.151,-4.134,-3.606,1.875,-0.475,1.000
-2.914,-4.726,-4.125,1.953,2.994,1.437,3.792,1.054,2.764,-3.556,-0.851,4.981,-0.885,0.868,-2.945,3.980,-2.490,1.000
3.985,-1.523,-1.809,2.234,-2.073,-0.855,-2.972,0.364,2.827,-0.010,-1.610,1.259,-2.677,0.866,-4.760,-1.664,-1.782,1.000
2.891,1.312,2.557,-0.632,1.467,2.268,-1.793,-1.044,4.667,-1.691,-5.355,0.942,1.752,-1.395,-2.529,-2.208,0.827,0.000
1.871,0.064,-0.751,0.198,-0.563,2.645,2.413,-6.168,1.952,4.847,1.200,2.447,3.836,2.734,-1.324,2.899,-2.129,0.000
2.699,2.650,0.278,5.276,-2.725,2.651,0.452,0.152,4.877,4.511,1.996,2.939,-1.015,0.894,0.210,-0.619,-2.471,0.000
0.213,0.608,-1.805,0.018,-0.939,-0.511,1.907,-1.228,-0.890,-1.647,-0.754,2.125,-1.046,0.972,-0.986,-3.795,1.331,0.000
