3.481,-0.924,-2.731,0.125,-1.653,-2.662,-1.152,-2.083,4.977,-0.214,-0.409,3.209,3.075,-0.950,-0.907,1.710,-1.456,-0.427,0.000
0.959,-0.430,-0.344,0.903,1.987,0.233,-0.330,-2.019,0.259,2.785,0.633,-1.259,-1.818,0.260,1.827,-1.193,-1.650,1.375,1.000
-0.489,0.009,2.673,0.348,-3.879,1.827,0.704,4.620,-2.485,-0.269,-2.490,1.059,0.294,-2.904,-2.858,-4.748,1.626,2.729,0.000
3.349,-4.663,3.394,-7.577,0.054,-3.187,-1.468,2.573,4.627,1.648,-1.197,-0.935,-5.663,0.665,0.425,-7.785,-0.038,4.988,1.000
-1.564,-1.503,5.688,5.262,-0.454,4.658,0.834,1.808,-4.813,-1.899,-9.101,-0.273,-0.571,-1.225,2.578,-4.875,1.886,1.190,1.000
3.227,-4.478,2.775,-4.683,0.918,-0.829,-1.638,2.310,1.537,2.999,-0.273,-0.019,-2.153,-0.424,4.432,-3.459,0.107,2.000,1.000
-2.737,-3.216,1.928,1.016,1.224,1.807,1.027,1.737,-1.174,0.956,4.658,0.324,2.505,-4.856,-2.525,-3.832,2.067,2.734,0.000
-2.227,3.799,1.659,-5.615,0.248,-0.447,2.134,3.401,3.487,-2.359,-0.000,-4.322,-2.782,-1.198,0.391,-1.806,-0.641,-6.607,1.000
-2.902,-1.620,0.755,4.278,-2.321,0.019,-2.493,-2.426,0.166,2.997,1.602,-3.519,-1.893,1.686,-4.087,2.115,2.146,-1.709,0.000
0.010,-1.252,0.137,-8.897,-2.017,0.521,3.362,-2.670,2.423,-2.670,-0.283,6.052,0.260,5.662,1.765,0.695,-1.170,2.588,0.000
1.724,-4.763,-0.018,-2.064,1.278,0.282,1.837,-0.394,3.429,1.364,1.639,0.297,-3.779,3.469,3.664,2.223,2.453,-3.764,1.000
-1.813,0.036,-0.358,1.970,1.714,4.433,2.200,-4.276,-3.936,1.178,-1.088,2.222,1.908,2.527,3.968,0.278,3.903,1.004,1.000
1.395,-4.719,1.566,-5.114,0.106,0.436,-0.466,0.411,6.234,3.149,-4.717,-0.969,-2.964,3.806,5.671,-4.818,-3.616,1.731,1.000
1.257,7.379,-1.180,-3.104,2.204,0.461,-1.371,4.597,2.202,3.076,-3.227,0.957,-0.548,0.937,-0.112,-2.224,1.161,-1.385,1.000
-1.731,0.840,-4.333,1.918,5.354,3.800,-0.576,-2.313,-0.707,0.725,1.992,3.441,2.511,1.836,1.378,3.585,-0.829,-0.826,1.000
2.283,0.099,0.780,1.037,-3.023,-3.552,0.443,-0.543,-1.267,1.274,2.044,-4.129,-0.550,1.699,-1.080,-1.969,-0.014,3.500,0.000
-1.789,-2.468,-0.638,1.486,-1.040,0.104,-1.401,-2.544,-0.142,-2.089,-0.837,0.101,-2.638,2.293,-3.763,-1.251,3.289,1.054,0.000
1.272,-1.810,1.398,2.019,0.313,2.278,-1.893,0.394,-1.388,2.372,0.956,1.997,-1.049,-4.192,0.438,-1.878,1.333,1.336,0.000
3.104,-6.396,-1.385,-0.257,1.606,2.055,-3.913,1.545,4.240,1.830,-2.048,2.380,-2.060,0.739,2.385,-0.897,-2.452,0.590,1.000
-3.946,1.037,3.384,-5.069,0.696,6.705,-0.598,-0.023,-0.146,-1.261,1.124,3.487,0.694,3.222,-1.539,-1.009,4.283,5.233,0.000
-1.646,0.429,-0.174,1.802,0.373,6.163,1.064,-1.780,-2.726,-1.963,-3.478,2.239,1.032,3.960,0.500,-2.410,-2.732,4.882,1.000
2.710,-2.416,-1.294,-2.001,-2.838,-3.846,-3.810,-3.068,6.774,-0.965,-0.383,2.192,1.612,1.182,1.895,5.607,1.492,-1.676,0.000
-4.593,4.013,3.654,5.024,-2.903,4.591,0.196,-4.925,-5.440,-0.938,-3.066,-3.808,2.762,-0.698,6.443,-2.213,0.474,0.043,1.000
2.802,2.321,-1.243,4.765,2.117,-0.116,0.916,2.622,-4.069,2.725,-2.769,1.192,-0.148,0.262,1.233,-2.888,1.856,-0.258,1.000
-4.017,-1.108,4.108,2.769,7.293,1.153,-1.623,-3.139,4.005,1.889,3.859,-0.389,1.895,-0.316,0.043,-1.902,2.022,-2.550,0.000
-0.383,1.499,-1.390,-2.537,1.347,-0.761,-0.982,0.207,1.763,-3.791,0.308,3.325,3.192,0.444,-1.246,1.734,0.495,-4.956,0.000
4.892,-3.940,1.860,0.243,4.566,3.837,1.018,2.801,0.333,4.348,-2.711,3.379,-6.339,6.132,4.751,-1.769,2.051,0.366,1.000
-1.080,-0.578,-2.174,-0.516,-3.764,3.640,-1.559,0.781,2.999,0.626,-3.895,2.134,4.016,1.624,-2.320,-1.422,-4.804,0.215,1.000
3.328,-3.525,-1.230,-2.547,4.395,4.720,0.017,0.141,1.698,-5.486,-2.813,5.005,-3.196,0.863,-2.500,3.524,0.127,-0.594,1.000
0.440,3.401,1.157,-4.337,-3.211,0.201,-0.998,-3.278,0.802,0.156,-1.741,-0.379,-1.487,1.443,-1.601,2.222,0.198,-4.309,1.000
-1.391,2.041,1.243,-1.974,-0.253,0.311,1.119,3.978,-0.076,-0.055,-4.624,0.843,-4.869,-2.606,-1.941,0.022,-1.207,-2.938,1.000
-2.217,-3.881,1.632,-1.423,4.271,-0.343,-1.439,-0.800,4.395,4.294,-1.589,1.202,1.168,0.353,-2.366,-5.234,1.771,-5.118,0.000
3.072,-3.581,-3.789,0.352,-1.091,-4.513,0.843,-0.806,4.995,-1.499,-1.340,2.278,2.816,-1.506,-2.637,-1.057,2.438,-1.611,0.000
1.997,1.211,-2.307,-0.046,0.260,5.083,0.831,2.072,3.093,2.230,-3.508,-0.190,0.753,-1.138,3.366,1.121,-1.036,-2.642,1.000
0.787,0.265,-4.488,-2.658,0.040,-5.767,-1.460,0.004,-1.009,0.080,-0.822,-1.805,-2.512,-2.360,1.124,3.546,3.530,-0.410,1.000
-1.787,-1.045,0.151,1.655,1.581,-0.972,0.910,-1.186,-3.790,-1.747,-5.444,4.852,-0.145,8.101,-0.675,-4.344,0.366,3.460,1.000
1.194,-1.731,2.808,1.708,0.304,1.883,-0.007,-0.960,-0.870,-0.535,-4.413,1.288,-4.728,2.811,0.061,3.344,0.739,-0.396,0.000
0.382,0.295,3.976,-3.657,5.208,-1.437,1.002,0.392,6.010,-1.590,0.458,-0.782,-1.277,-1.521,1.508,-3.691,-4.190,-1.960,0.000
2.432,-0.038,-1.066,0.417,0.062,0.162,-0.719,1.385,-1.511,0.301,-2.957,-0.703,-0.981,-1.088,2.608,-3.912,-1.280,4.340,1.000
3.255,-1.968,1.889,2.889,0.912,1.738,2.021,2.366,-1.142,-2.962,-2.999,4.364,1.448,-0.055,-2.649,-0.175,1.825,-0.807,0.000
-2.909,-1.637,2.949,2.342,2.295,1.279,-1.134,1.828,1.681,-0.239,-1.415,0.384,-1.640,-0.080,-1.552,-3.801,4.755,-1.106,0.000
-2.717,0.823,1.844,0.823,-1.544,1.833,-0.259,0.269,-1.600,0.228,-3.664,-1.934,-2.088,-0.493,-1.421,-0.758,-1.691,-0.084,1.000
-2.663,-0.720,0.885,-1.830,1.010,1.506,-1.611,-2.489,0.928,2.195,-1.586,1.348,0.804,0.847,0.510,-1.209,-1.284,-2.473,0.000
4.342,1.096,-0.294,-0.348,-0.536,-3.759,-2.045,0.357,0.067,0.331,3.256,-0.238,-4.907,0.795,2.515,-0.481,1.256,-0.411,1.000
5.168,-1.583,0.152,0.645,-3.346,-1.202,-3.175,-0.385,1.258,-4.460,-1.024,2.361,2.494,-2.193,-3.148,1.359,1.926,-0.133,0.000
-1.149,-0.077,2.734,-2.866,-1.913,1.611,0.457,-0.475,2.211,-0.922,0.934,-0.945,-1.084,1.229,0.383,-3.186,3.118,-3.106,1.000
2.875,2.187,0.243,-3.020,0.445,-1.932,-1.302,3.952,-1.315,-6.107,-3.085,0.216,0.752,1.164,-5.345,3.428,2.146,0.614,0.000
-1.388,3.070,-3.580,-3.040,-4.409,-1.636,-1.790,-1.390,3.635,2.416,1.285,1.776,3.185,-4.577,-1.313,4.065,4.022,-2.964,0.000
-2.490,-2.035,-1.856,-0.151,-2.462,0.521,1.249,-0.139,1.736,0.058,-0.928,-3.019,2.872,1.785,-5.210,-1.749,0.409,0.920,0.000
1.111,-3.150,-1.751,-3.756,1.709,-9.039,-2.895,-2.163,1.939,-0.740,3.736,0.228,-4.780,-1.847,0.548,-0.691,3.377,0.593,1.000
2.608,-4.485,0.700,-1.169,-3.411,-0.670,1.029,-0.623,0.489,0.409,0.686,0.349,0.121,-0.569,-3.678,-4.614,4.308,-0.007,0.000
-1.190,-1.995,-1.153,-4.494,3.842,3.470,-2.034,-1.508,2.649,3.687,0.187,4.465,1.264,1.659,-4.138,-2.145,1.376,1.241,0.000
0.100,-1.676,3.620,-2.116,-4.084,2.247,1.295,-4.577,2.641,1.072,1.502,0.033,1.523,2.536,2.248,-7.464,5.020,-2.669,1.000
1.068,-2.998,-1.923,0.243,-2.151,2.466,-3.304,-0.669,0.969,0.331,-0.075,1.231,-3.087,1.734,2.523,-0.677,-3.403,4.395,1.000
-0.837,-1.609,-0.214,-2.223,-2.582,0.829,0.519,0.476,2.086,2.849,-4.661,3.705,-1.026,1.956,-4.317,-0.345,0.863,1.190,1.000
-2.826,-1.720,-3.043,-1.456,2.453,-3.977,-4.278,1.015,3.601,-0.990,0.172,2.085,-4.356,3.098,0.200,0.918,1.605,1.103,1.000
-2.701,3.982,2.358,0.884,-1.147,0.068,-2.285,-4.635,2.568,-0.246,4.250,-7.083,3.770,3.452,1.964,-2.544,2.759,-1.627,1.000
-1.962,1.098,-1.924,1.216,1.452,-3.965,-2.467,2.224,-2.462,7.139,0.515,0.585,0.901,2.253,2.523,-3.795,0.469,1.899,1.000
-0.928,2.165,-5.911,0.636,-1.739,1.019,-0.796,1.658,1.603,1.293,3.452,-0.436,4.361,-0.710,-3.211,0.827,-1.980,-5.770,0.000
2.909,6.545,1.388,0.808,1.111,-2.023,-1.444,-3.386,1.839,-1.596,7.033,-6.342,5.148,2.216,12.297,-4.575,2.595,-1.594,1.000
0.739,2.798,0.178,-3.281,-4.779,-3.053,1.320,0.822,4.636,1.932,-3.236,1.425,-1.915,1.087,-0.291,-1.352,1.990,-2.759,1.000
0.304,-2.220,0.060,2.715,0.260,-0.745,-1.392,1.364,1.006,-1.828,-2.084,-0.810,2.229,-2.138,1.598,-1.052,2.019,0.629,0.000
-0.794,-1.346,-1.823,0.785,1.690,0.984,3.238,-0.457,-2.909,-3.393,-3.912,5.627,-1.318,3.346,-3.756,1.100,5.477,0.768,1.000
-4.073,3.718,2.024,-0.140,-2.377,3.732,3.163,-4.659,0.300,-0.377,-1.905,0.276,1.442,3.584,1.330,1.274,5.780,-3.212,1.000
-0.305,-1.959,1.453,1.406,-3.933,-1.536,-3.181,-1.611,-0.697,-1.345,-0.215,-0.067,-1.749,1.728,0.218,2.720,1.241,0.165,0.000
5.512,-3.801,-1.417,-1.357,1.986,-1.064,-2.989,-2.326,1.699,1.185,-0.211,3.320,-3.977,-2.885,0.013,-1.701,-4.201,1.311,0.000
1.804,0.041,1.745,-2.715,0.172,0.667,-0.431,-2.133,4.810,-5.589,-1.666,5.928,5.285,0.298,-2.488,3.948,1.634,-1.295,0.000
-0.889,-8.112,-1.567,0.915,0.997,2.008,-1.359,-3.147,2.009,-3.366,3.143,4.416,-4.349,2.763,-1.318,3.663,0.879,1.431,1.000
-0.905,2.778,-2.980,-4.370,-1.890,-2.329,-2.624,-1.681,2.625,-2.228,-1.247,-0.043,-1.078,-0.008,-3.411,1.644,0.601,-3.491,0.000
-4.854,1.018,-6.444,-0.057,1.887,-3.495,0.817,-6.198,0.387,3.436,2.285,-1.409,1.652,-4.132,1.742,-1.248,3.296,-5.428,0.000
-2.128,-0.239,0.747,4.666,3.034,-2.190,-3.760,-2.569,2.070,-2.069,0.984,-3.596,-6.940,-0.263,0.309,-3.255,-1.694,-0.205,0.000
7.703,-2.102,-2.693,-0.658,0.053,-4.893,-1.851,-4.649,-0.885,-4.346,2.528,2.181,1.911,-3.817,0.589,4.243,1.961,0.255,0.000
2.517,-0.769,-2.517,2.020,-3.446,-3.156,-2.357,2.567,3.365,-0.624,-1.943,1.106,4.736,-4.270,-0.962,-1.800,0.354,0.790,0.000
0.653,1.425,-1.122,-0.881,2.430,6.284,1.294,2.239,2.625,0.614,-0.845,2.940,0.104,2.592,-3.682,3.593,-1.365,-3.628,1.000
-2.986,-0.538,4.802,2.637,-3.348,3.578,-3.836,0.026,1.962,-5.157,0.140,1.104,4.740,3.778,-4.438,0.583,-1.303,0.351,0.000
4.024,-3.839,-4.435,4.876,-1.361,-3.791,-1.375,-1.090,1.661,0.503,2.474,-0.490,4.340,-5.645,1.306,-2.805,0.915,-1.117,0.000
-0.451,-1.013,4.469,-0.133,1.178,4.184,2.369,0.503,-0.336,-4.285,-7.705,1.106,-2.375,0.893,-2.314,-0.409,3.201,-5.818,1.000
0.793,-2.483,1.885,1.426,-0.327,0.780,0.622,1.008,1.212,-0.194,1.110,1.849,0.484,-2.119,-3.411,-4.560,3.097,1.519,0.000
4.765,-3.896,-4.631,2.199,1.438,-3.011,-1.440,-6.888,-0.113,-0.725,-2.967,-2.774,-4.170,-3.541,2.485,-2.327,-0.913,-1.526,0.000
-1.770,-0.792,-2.592,-1.457,-1.909,-3.303,-2.991,-4.143,2.332,-0.197,0.020,0.213,1.472,-2.907,1.466,1.853,2.756,-1.754,0.000
-2.485,-1.189,-4.076,5.264,-2.619,6.475,2.369,-4.717,-1.979,1.778,5.271,-2.311,4.208,0.285,1.671,2.434,-5.575,1.464,1.000
1.373,0.853,3.534,-0.257,4.283,-0.843,-2.709,-1.449,2.327,-0.708,-2.324,1.677,-2.889,-1.126,-3.192,-8.826,0.126,0.330,0.000
1.900,-0.358,1.280,2.961,1.437,2.380,2.589,-2.811,1.794,3.182,-1.665,1.088,0.364,2.917,3.564,-4.949,3.934,0.488,1.000
-4.013,0.588,4.468,0.232,6.479,1.583,-1.671,-0.783,3.605,-1.270,1.721,-1.547,-3.255,2.091,4.557,0.523,2.044,-1.121,0.000
-2.953,4.977,1.721,-3.997,-3.135,3.459,-0.731,-3.452,0.058,3.390,3.234,-3.921,-3.081,2.741,2.053,-1.313,-1.167,-0.087,1.000
1.608,2.881,2.900,0.785,-0.293,2.508,1.272,2.713,-5.046,2.345,1.312,-1.031,5.283,0.194,-1.426,-4.929,-4.735,2.348,1.000
4.561,0.586,-1.299,0.875,-2.084,-0.767,-3.094,1.327,1.565,-2.643,-1.823,0.443,3.137,-1.953,-4.339,0.961,-0.633,1.221,0.000
-1.678,-0.976,4.459,1.117,-0.201,1.646,-2.446,-2.034,0.249,-0.748,-2.730,2.851,-2.460,0.003,-4.867,-4.128,3.918,-1.563,0.000
-1.980,-3.060,1.640,1.587,4.055,-1.194,-2.263,0.611,5.021,3.122,-4.052,-2.270,0.270,1.560,-5.532,-3.500,2.728,-5.828,0.000
3.858,-4.400,-2.245,2.062,0.996,-1.921,2.450,-1.255,4.308,-0.620,-2.128,2.303,0.524,0.683,3.521,0.118,1.068,-4.504,0.000
-1.238,1.153,-5.741,-1.452,1.902,-0.315,1.749,-5.509,-2.113,2.101,3.798,3.406,0.949,-2.632,0.154,3.919,0.417,-5.457,0.000
3.213,-1.904,1.451,-3.550,-1.132,-2.739,2.048,-3.207,0.627,-4.491,5.550,-2.998,-2.388,0.047,4.448,0.221,-3.743,4.577,0.000
1.850,0.713,-0.299,0.006,0.984,-0.023,-2.033,-2.058,-4.008,-1.234,-0.231,2.334,0.226,-2.957,-2.007,3.447,-0.232,-0.565,0.000
-2.024,-0.863,0.702,2.128,-1.331,2.092,-2.694,1.632,-1.191,3.159,0.074,-2.102,-1.692,0.337,-4.435,0.952,3.704,0.053,0.000
1.314,-3.136,-0.835,-5.221,1.232,-1.451,3.331,0.379,6.830,-0.625,1.770,0.317,1.204,4.008,0.889,-1.862,6.434,-3.536,1.000
-0.323,-0.076,-0.811,0.328,2.205,1.057,-0.503,-1.488,2.410,2.381,-0.007,0.274,-0.246,-0.078,1.829,-1.985,0.199,0.206,1.000
-1.160,-3.356,0.411,-0.883,-0.228,2.510,2.137,0.044,1.713,-0.724,2.928,3.243,0.913,-0.553,-2.202,-1.295,4.172,2.386,0.000
-1.265,-2.507,-1.540,-1.273,1.675,-1.239,-0.702,0.744,-0.263,-2.076,-1.463,1.010,-1.074,0.131,-0.950,0.231,0.910,1.766,1.000
-3.053,-0.439,-2.930,-1.379,-1.038,0.150,-0.773,2.324,3.342,0.106,-3.435,2.117,-1.768,2.846,-1.923,-0.061,1.678,0.998,1.000
-1.998,-8.720,1.371,2.689,2.043,0.588,0.787,4.201,4.117,1.700,-4.942,-0.343,-0.288,1.831,-4.283,-4.267,4.025,4.422,1.000
-1.595,3.160,-1.838,-2.826,-0.550,0.329,2.878,-2.080,1.291,2.706,-0.986,-3.410,-5.317,1.659,-1.919,4.343,-1.646,-3.888,1.000
-0.599,1.348,-1.421,2.452,-1.125,4.715,-1.459,3.339,0.373,0.442,0.156,1.753,5.169,-0.985,-1.395,1.633,-2.747,-4.116,0.000
0.226,-0.034,-4.573,2.085,0.408,-1.507,-1.359,-1.751,5.033,2.011,1.169,-2.056,4.343,-2.505,0.961,-0.661,1.423,-4.764,0.000
-1.398,-0.967,4.083,-4.671,-0.958,5.383,3.227,1.059,0.316,1.473,-2.941,-1.551,-5.323,1.728,0.677,-2.553,0.369,-0.380,1.000
-1.140,-2.722,-0.014,-1.875,4.435,1.099,-2.553,-0.617,0.421,-1.927,-2.374,4.702,-0.821,4.397,-1.834,-2.032,-2.704,3.580,1.000
-0.686,-0.753,1.260,2.883,2.747,0.471,5.190,3.857,0.534,-2.944,-6.644,-2.063,-1.595,-2.182,2.165,-0.481,0.650,-3.532,1.000
-1.431,5.165,1.677,1.774,-1.466,2.393,1.334,-4.336,-1.784,2.787,1.014,-2.907,-1.147,-0.172,3.242,-2.634,-0.993,-1.945,1.000
-1.394,1.033,1.322,-3.409,0.121,0.855,-0.480,-0.570,-1.146,2.874,6.258,1.016,-0.450,4.285,-5.372,2.390,2.555,6.014,0.000
-2.503,-1.981,1.350,-3.141,0.195,1.899,-3.632,-8.763,1.185,-4.554,1.585,-0.360,-7.732,2.355,0.599,-1.323,-0.807,2.053,0.000
3.442,-1.116,-2.619,6.389,-3.599,-0.992,-3.907,2.948,-1.342,1.483,-4.157,-4.505,1.126,-5.146,-2.684,-4.615,-2.409,1.453,0.000
3.436,-2.730,-0.910,1.017,6.345,6.144,1.108,1.194,-3.128,2.620,-2.116,2.798,0.965,-0.481,1.699,0.020,-1.828,1.851,1.000
0.758,3.337,-3.984,-0.948,4.564,1.952,0.302,3.420,-0.775,2.962,-2.957,4.619,0.306,4.458,-2.330,2.094,2.271,-3.080,1.000
4.897,-7.796,2.551,-2.542,3.676,-0.518,0.658,-0.044,0.383,0.626,0.460,1.805,-7.363,1.680,2.053,-3.769,1.932,3.885,1.000
1.851,4.019,1.438,0.625,0.158,0.485,-3.478,-2.374,-2.985,-2.355,-0.939,1.446,-2.365,-0.346,-2.024,-0.601,-3.373,0.173,0.000
5.088,-0.404,-1.299,0.055,-2.344,2.940,-2.146,-0.442,-0.612,0.666,2.172,1.802,-0.866,0.270,-0.967,0.141,-4.016,0.710,1.000
0.059,-1.531,3.853,3.715,-0.456,4.052,1.158,-1.379,-2.849,-0.737,-0.627,8.101,3.543,-1.813,-3.162,1.717,0.928,0.944,0.000
1.290,3.761,-1.263,1.157,-0.087,-1.286,2.635,-3.911,3.200,3.354,0.191,-0.488,-1.926,3.401,1.219,-0.246,1.395,-2.530,1.000
-0.591,2.497,1.587,-4.408,-2.320,-1.634,-1.134,-4.530,-1.459,-3.348,6.710,-4.426,-6.287,3.154,-0.948,0.862,-5.154,8.588,0.000
1.489,1.261,1.176,-0.643,1.198,1.858,-1.467,0.544,0.811,-1.714,-0.549,1.860,-4.579,-1.956,0.888,-1.420,-1.040,2.368,0.000
-3.030,0.416,-0.809,-0.158,-2.978,1.671,0.807,-0.230,-4.231,1.503,3.116,4.471,1.018,1.349,-2.213,-2.421,2.709,6.732,0.000
-0.335,-3.623,2.245,-0.347,-2.311,0.043,1.993,1.356,0.670,3.395,-3.834,0.779,2.645,3.646,1.060,-4.677,-1.079,-0.716,1.000
-0.958,1.995,5.145,0.437,1.668,1.935,0.111,1.486,0.295,-1.380,2.350,-0.939,0.636,-0.326,-0.457,1.343,-0.109,3.430,0.000
-2.102,-0.354,-1.188,-2.101,1.112,-1.635,0.542,-3.409,-0.499,-4.695,2.980,1.751,0.198,5.134,-4.194,3.005,-0.115,-1.674,0.000
-2.562,1.318,5.907,1.348,0.786,4.960,2.018,-0.325,-1.575,-2.237,-4.387,-2.388,-4.544,-0.636,0.411,-2.235,1.008,-3.875,1.000
2.858,-2.347,0.009,-1.722,3.020,6.494,3.058,-3.013,-2.617,-4.412,-5.618,4.628,-1.792,4.737,1.339,-1.749,-0.427,4.404,1.000
0.894,-0.264,-2.059,-0.569,4.088,-1.281,-2.647,0.517,-0.727,1.770,-2.218,2.232,-0.617,1.269,3.959,-0.741,0.684,0.951,1.000
2.234,-0.217,-4.203,-1.600,-3.278,-4.798,0.458,1.674,-0.310,-2.426,0.302,2.528,1.691,-1.887,-0.622,2.256,-0.376,-1.693,0.000
0.147,0.416,2.868,2.715,-3.206,3.101,-1.962,2.621,1.360,-3.261,-2.943,1.443,1.668,2.195,-2.519,-0.155,-3.185,-0.364,0.000
3.187,-0.678,6.033,0.109,1.203,0.258,0.678,0.135,2.329,-1.451,1.203,-2.563,-0.381,-2.944,3.143,-4.148,2.764,-1.899,0.000
0.154,-1.196,1.126,1.989,-1.667,0.212,0.100,-3.600,-2.907,1.924,-2.336,1.965,-3.330,-2.546,1.553,2.712,2.357,-1.603,0.000
0.945,1.553,0.412,-3.700,-0.021,-0.230,4.078,1.316,2.449,-0.810,-6.690,3.929,-0.123,-2.362,1.254,-0.805,1.714,-6.028,1.000
0.790,0.896,-1.115,-0.075,2.924,0.027,-2.903,2.393,0.040,5.585,0.462,-0.605,1.013,-0.514,3.458,-3.637,-2.678,2.613,1.000
-0.239,4.333,1.538,-1.529,-4.340,-0.111,1.768,-0.499,0.602,-0.804,0.582,-0.675,-2.691,0.463,4.815,-0.986,0.080,-2.805,1.000
