-0.464,-0.106,-1.714,0.339,3.263,2.661,-0.781,0.259,3.162,-2.736,-1.487,-1.933,-1.219,-3.655,1.697,-0.367,-3.121,1.622,-1.771,-6.521,-6.231,3.612,-0.926,1.250,0.000
-0.707,4.534,2.442,1.991,2.487,-3.485,-0.382,0.482,0.551,-5.312,5.230,-2.800,3.317,-1.725,-0.737,0.044,-1.938,-2.087,-1.115,4.040,4.435,-1.150,2.061,-0.144,0.000
0.024,3.290,-0.499,-2.800,3.331,-1.181,-0.365,-2.230,4.679,-0.821,-0.217,-1.116,4.425,5.440,2.254,5.382,-3.974,5.244,2.747,1.184,-3.387,4.872,6.740,0.478,0.000
-2.392,-1.857,1.691,-4.216,1.250,-0.780,0.209,-5.659,4.252,-4.797,0.357,0.733,-2.226,1.410,4.769,-3.113,-0.198,-1.617,-3.971,0.149,3.649,1.064,0.440,0.733,1.000
-2.662,-0.694,-3.117,0.432,-4.650,-2.802,3.473,3.247,-2.085,3.863,-0.492,1.227,-0.845,-5.184,4.342,-6.543,2.023,-0.303,1.271,0.677,0.003,-3.284,0.843,1.089,1.000
-5.550,-2.602,-3.023,-3.031,-4.043,7.188,-4.455,5.810,5.573,3.187,-3.818,-2.021,4.148,0.630,-1.518,-0.090,1.275,-1.172,-2.870,1.850,-4.674,0.966,-0.898,3.276,1.000
1.945,-5.999,-0.005,-3.480,-0.614,-2.717,-2.248,1.639,-0.264,-0.622,-2.148,5.636,-2.864,-0.209,6.592,-4.273,4.480,-2.969,-0.452,-2.361,0.975,-4.040,0.102,-0.096,1.000
-0.584,-1.666,0.697,0.566,-1.412,-5.284,-1.605,1.078,2.638,-4.057,3.485,-1.794,2.123,1.821,-3.789,-1.143,1.955,-1.989,-1.937,-1.746,1.737,0.645,2.248,0.744,0.000
-0.485,-1.389,0.912,0.822,-2.114,0.986,3.417,-3.892,-1.596,1.172,0.970,-0.212,2.688,2.419,0.364,-3.635,0.668,-3.800,-0.971,-3.231,-1.178,1.013,-3.886,2.135,0.000
2.296,-1.701,-1.998,-1.365,-1.656,-1.368,0.664,1.544,1.594,1.246,0.221,0.038,-0.475,0.646,-0.405,2.545,-3.877,1.223,-1.159,-2.798,-3.655,1.368,1.684,0.639,0.000
-3.938,1.700,-0.555,-0.366,-4.935,1.476,-5.145,2.607,-2.031,-4.013,-4.429,-1.877,6.658,6.044,-5.149,-3.394,3.977,-2.554,-0.390,1.605,-2.561,2.586,1.873,1.067,1.000
-2.948,1.084,1.689,-0.382,3.391,-1.704,-1.353,0.275,-1.257,-1.148,0.884,-4.260,-3.964,3.452,2.378,0.057,-2.968,-6.494,-0.852,4.331,1.545,5.975,-2.098,-0.634,1.000
3.250,3.265,3.930,1.085,1.180,-3.198,2.204,-2.384,1.129,1.064,2.124,-2.266,0.089,2.126,-1.462,0.999,-1.340,4.577,-1.505,-0.880,-0.185,-1.007,6.655,0.746,0.000
1.659,2.105,2.219,-0.967,-0.995,-0.027,3.617,-0.282,-3.533,4.037,8.105,-4.709,3.948,2.046,-1.650,0.846,-1.071,0.301,3.326,3.755,2.633,1.115,3.401,-2.626,0.000
-1.899,1.915,0.047,-0.072,0.688,2.313,-1.785,0.840,-0.802,3.886,-2.814,1.466,-0.648,-0.338,1.794,0.092,5.350,-0.680,3.463,-2.057,-5.369,7.716,-3.565,4.329,0.000
3.864,-6.665,2.512,1.240,-3.657,-3.855,-0.514,-1.275,0.837,-0.771,-0.687,1.000,-2.038,1.428,-4.534,0.578,0.490,-2.976,0.937,5.002,0.609,4.490,0.998,-1.776,0.000
5.173,-0.557,-3.877,-5.882,-1.048,2.359,-0.357,-2.003,-0.393,-2.420,1.848,0.505,-0.680,4.000,-1.731,0.768,0.833,-8.581,-3.547,2.691,4.585,-0.547,-1.422,4.594,1.000
-1.566,3.858,1.014,-0.127,0.218,-0.267,1.153,1.611,0.787,3.235,0.688,3.413,1.783,-3.515,-0.786,-0.045,4.083,1.393,-1.883,-0.597,1.375,-0.244,0.696,2.474,0.000
-2.143,0.905,3.961,-0.465,-1.229,-1.328,-0.310,-1.520,0.559,-2.323,-1.211,-0.281,0.836,5.398,-1.374,0.060,-0.228,2.142,-1.182,-0.577,4.409,0.663,-0.098,6.359,1.000
-1.369,-7.786,3.418,-2.262,-0.338,2.915,-0.166,2.639,-1.003,1.083,2.164,-3.112,-1.801,-2.247,-5.070,0.220,-5.893,0.440,1.396,-4.398,-4.521,2.420,6.325,-1.819,0.000
-4.076,0.714,-1.546,0.441,-2.420,0.110,2.339,0.833,2.658,0.892,-0.097,6.231,4.266,3.078,3.549,-1.793,-4.876,1.375,-0.229,3.120,5.741,0.496,-4.572,0.715,1.000
-0.253,-3.132,1.405,-0.705,0.453,1.398,2.943,-3.307,-1.849,4.004,4.023,-0.486,1.102,-6.607,-1.267,-1.041,-8.806,-0.174,-3.731,-1.739,-3.622,3.963,-3.799,2.752,0.000
-1.067,-0.299,-2.372,-1.073,-0.079,-0.113,1.483,0.079,-4.429,-7.889,-0.863,1.140,-7.757,0.779,1.989,-3.714,4.952,-1.193,-1.332,-2.479,2.575,2.645,1.855,0.165,0.000
0.715,-0.638,-2.462,1.838,-1.207,-3.995,2.291,-5.724,0.476,-3.068,-2.822,-1.072,-2.226,2.177,1.780,-1.780,1.964,-0.726,2.357,-2.608,-1.514,-0.786,-2.592,1.822,0.000
2.025,0.351,0.380,-4.528,-1.693,-5.240,3.576,-6.405,2.228,0.712,-2.391,-4.612,-0.516,4.838,-3.838,0.918,0.562,4.055,-0.706,4.509,3.902,1.657,10.781,1.848,0.000
5.052,-4.930,3.775,-2.140,2.892,-0.935,-2.027,1.279,-0.630,-3.963,-2.488,-3.692,2.181,-2.052,2.722,1.688,-3.662,-5.231,-0.469,-0.239,5.801,0.759,1.727,-0.829,1.000
-1.307,9.595,2.543,3.234,1.194,-1.359,-1.264,-3.737,1.799,-3.673,2.841,-1.804,0.751,6.013,3.480,1.996,-3.360,3.959,-2.668,0.326,-2.382,0.682,4.596,-0.577,0.000
0.057,6.602,2.276,-0.140,-1.621,-3.154,2.405,-7.732,1.998,0.016,-0.168,1.113,0.048,0.521,-3.001,-1.902,1.771,6.288,-2.581,-1.967,-3.188,1.224,6.492,-0.121,0.000
5.044,-6.956,-0.905,-0.208,0.728,0.350,0.461,0.669,-3.978,-0.168,0.775,0.512,0.426,0.489,-5.733,-0.354,2.705,-3.154,-2.455,-1.350,-2.133,-1.094,1.692,2.949,0.000
-2.144,3.263,-0.344,2.245,1.059,-2.358,-1.909,2.334,4.002,-4.281,-1.083,-3.215,7.102,0.003,0.052,2.078,2.625,-3.158,-2.254,4.783,0.366,1.595,0.174,-1.062,1.000
3.217,-1.764,4.938,2.135,-0.202,3.972,-5.419,1.171,2.029,2.794,-2.565,0.651,3.446,1.694,-4.164,0.310,2.353,-5.014,-0.163,5.183,-2.535,3.222,2.838,-2.620,1.000
-7.197,2.892,-1.811,-0.219,1.558,-7.123,-1.128,2.051,-3.740,-3.828,-0.554,0.859,3.765,2.373,2.119,1.976,-1.021,-0.107,1.079,-0.360,1.188,0.732,-1.606,1.636,1.000
1.294,-3.844,3.263,-4.319,2.675,4.677,2.065,-1.193,1.154,-5.842,3.989,-4.035,-0.326,-0.605,2.222,-2.999,-3.591,-0.309,1.292,-5.817,-4.011,6.061,-0.576,4.463,0.000
-2.782,-2.814,1.999,-7.161,2.104,3.900,2.389,-0.981,2.946,-3.439,-1.016,1.139,-3.162,-0.375,5.220,-1.452,-0.662,-0.132,-2.703,0.317,2.795,1.433,0.374,4.633,1.000
2.796,-0.049,-5.828,5.400,3.908,3.093,2.937,1.473,1.376,0.785,-0.711,1.882,-0.959,-3.670,-1.914,2.041,2.478,-0.705,-3.692,3.560,0.720,1.013,-0.764,2.390,1.000
-2.544,-1.717,-4.966,0.369,-0.385,0.096,-4.162,-4.468,2.953,-6.507,-10.206,2.258,1.550,0.206,3.399,-0.787,2.138,-5.132,2.844,2.732,-2.817,0.995,0.621,4.046,0.000
2.189,3.663,-2.167,-4.431,2.809,-0.234,-0.872,0.826,-0.399,-4.870,2.194,-2.986,-1.286,-0.165,-3.016,-0.016,0.217,-0.594,-4.414,0.387,3.007,2.726,-0.817,0.371,1.000
-1.138,3.964,-1.559,3.801,-6.599,-2.585,1.060,-4.201,-0.135,3.251,-3.178,-1.306,0.049,0.001,1.773,-1.272,1.867,0.849,-0.556,-6.872,-14.595,4.025,-0.149,1.570,0.000
-1.461,-2.865,5.536,-1.599,0.104,0.962,-0.142,0.826,-0.667,0.057,2.256,4.029,0.507,3.381,0.675,2.332,-2.117,-2.434,-3.549,-1.915,3.979,-1.602,-1.317,1.305,1.000
0.165,-3.306,1.544,-0.895,-1.173,2.147,-2.977,4.921,1.619,-6.248,4.583,0.201,-1.931,0.666,-1.538,1.257,5.620,3.899,-2.707,2.775,2.166,3.011,-3.482,-0.391,1.000
-1.778,2.075,-3.828,-0.023,-2.509,0.837,1.614,3.116,0.930,-1.139,3.127,-0.082,0.030,2.099,-3.704,1.888,-3.540,2.339,1.038,-0.377,4.321,7.504,-2.202,-2.179,1.000
2.269,1.557,2.247,0.720,-0.859,-1.715,2.252,-5.475,-0.297,-1.173,-0.545,-3.301,-0.516,0.403,-0.952,-0.034,1.003,1.745,0.418,1.097,-3.377,4.911,-0.590,2.849,0.000
-3.167,-2.139,1.783,1.099,2.898,5.558,1.011,0.296,-7.353,-0.471,-2.540,1.053,0.594,-4.388,3.446,-1.976,-1.874,-5.524,-5.908,4.606,3.103,0.611,-1.232,2.922,0.000
0.941,-5.233,1.434,-0.783,0.476,0.666,-1.480,-5.048,-5.699,0.979,-1.728,-0.180,-2.882,-0.852,3.137,-3.468,0.590,-4.897,-5.392,-0.846,1.288,4.700,2.290,2.664,0.000
-0.858,-1.596,0.615,-2.501,4.052,2.099,-2.590,2.869,2.444,-1.629,2.821,0.164,-2.293,4.969,2.693,1.976,0.167,-5.192,-0.095,0.230,1.424,-3.841,0.840,-2.966,1.000
-2.137,-0.227,-1.626,-0.573,-4.499,1.314,0.340,-3.606,4.241,-2.252,-0.336,3.716,3.038,1.533,4.674,3.746,-0.003,4.519,-1.501,-3.373,1.238,0.069,-5.498,4.054,1.000
-0.383,1.858,-0.062,3.771,-1.558,2.110,1.700,1.362,-0.908,3.510,-0.696,3.294,0.282,-1.323,-3.128,-2.139,-2.629,0.842,-0.340,1.704,-4.790,-1.004,0.413,-2.601,0.000
5.069,-4.741,-1.434,-1.943,2.144,1.586,2.002,0.299,1.355,-3.078,-3.681,0.433,-6.325,-3.459,-3.982,-1.309,1.035,-3.070,-1.853,4.896,-1.231,0.461,-2.179,3.422,1.000
9.053,-2.357,4.436,-2.063,0.908,3.677,0.199,-1.947,-2.378,0.097,-5.105,1.114,-1.359,3.074,0.223,-2.760,2.390,-3.647,0.818,-1.397,-0.171,-0.290,2.790,2.887,1.000
0.228,0.627,-0.579,1.157,-1.275,5.347,-4.417,1.940,1.355,4.719,0.373,4.203,3.244,2.928,-1.963,1.806,-1.524,0.805,-3.491,2.367,-3.987,-0.547,2.869,-0.817,1.000
-2.034,3.351,1.310,5.540,-2.433,4.988,2.100,-0.436,-1.132,0.041,-3.695,1.850,4.130,2.660,1.039,-3.139,-0.596,-3.004,-1.776,0.923,-3.213,-2.942,-6.932,-0.838,0.000
-5.688,-2.683,-2.232,3.838,-0.791,0.820,-0.498,0.984,4.759,-1.060,0.792,-0.762,-0.127,0.351,0.732,0.083,0.891,3.515,2.450,-5.629,-2.644,0.376,-3.999,4.234,0.000
-0.376,-2.260,0.279,-2.991,3.525,4.271,-0.400,-0.145,1.254,-3.734,-2.765,-0.605,-0.060,-3.194,0.811,-3.173,-0.635,-0.098,-5.222,4.934,0.130,0.630,-5.659,3.399,1.000
-2.588,-6.304,-1.798,0.967,-4.578,0.153,-2.990,1.868,2.065,-1.625,5.224,2.740,2.932,0.956,3.182,-3.158,2.113,0.558,0.308,3.765,1.270,-1.495,-2.538,-1.815,1.000
4.386,-0.229,-0.602,-2.500,4.389,-4.183,-3.685,-4.422,-0.133,-5.572,-1.584,-0.013,0.450,-3.329,1.838,1.429,-1.107,1.929,2.449,-0.133,1.434,3.727,-1.345,3.179,1.000
1.307,-2.281,-1.867,2.169,1.195,7.155,-1.068,-1.056,-1.956,1.494,-5.689,4.081,-2.501,3.501,3.514,3.133,2.083,-5.248,0.206,1.472,-6.822,8.366,-3.049,0.312,0.000
-1.818,-2.110,-1.830,2.020,3.974,3.607,1.327,-2.612,-3.136,1.221,1.025,1.926,1.402,-3.783,-4.737,-0.104,-3.824,-3.035,1.231,0.892,-0.951,2.062,1.617,1.596,0.000
-3.989,5.504,-3.309,-1.353,-1.276,0.449,-4.002,-0.954,-0.974,0.690,-2.813,0.844,-1.992,8.061,4.090,2.501,0.285,1.896,2.229,3.197,-4.540,8.501,3.355,-0.263,0.000
1.665,0.027,-2.817,-3.341,3.960,1.242,1.016,-0.668,0.815,-1.154,-3.688,-0.188,4.356,4.540,0.037,-5.419,-2.284,-2.744,-2.282,0.859,1.120,0.978,-1.697,1.634,1.000
3.493,-3.717,-0.739,-1.506,0.270,3.199,4.284,4.221,-1.813,0.981,2.736,-1.836,3.403,0.955,-6.244,6.372,-0.198,-4.145,0.701,0.269,0.584,-0.291,2.681,-2.140,0.000
5.082,-2.265,3.438,-3.547,0.529,5.233,1.389,1.834,-0.684,-2.259,-1.063,6.674,-2.019,3.583,-0.706,1.781,-1.716,-0.523,-2.017,1.404,3.901,2.447,-6.334,5.144,1.000
-3.815,-0.536,-0.104,-3.634,-0.740,2.300,-1.986,1.246,-2.378,-0.029,-2.783,0.844,5.849,1.378,2.360,3.461,-1.603,-1.923,-0.696,0.195,-1.144,2.950,-5.835,-2.042,1.000
-3.426,-5.349,1.373,2.602,0.106,2.771,1.284,-0.255,3.234,-2.901,5.536,-3.167,-2.252,1.184,1.119,-1.350,0.389,-0.154,0.617,-4.002,1.258,-1.257,-5.124,0.023,0.000
0.835,-4.402,-0.923,0.713,1.225,-1.210,-3.737,2.829,0.789,-3.431,-0.568,0.795,3.518,-0.169,1.840,1.190,6.068,-3.454,-2.328,6.954,4.323,0.436,-0.045,3.949,1.000
3.435,-2.225,-3.273,-1.231,-0.323,-1.224,1.073,5.405,-1.223,-1.510,-0.579,1.115,-2.861,0.367,0.534,2.473,2.886,-2.445,-0.249,-0.208,2.368,4.713,0.058,-0.097,1.000
2.344,0.478,-0.712,-3.999,1.688,-3.769,-1.041,-2.155,2.259,0.419,-1.490,-0.152,1.438,4.264,-3.171,0.543,-0.250,5.401,-1.655,1.271,-0.851,-0.150,6.694,-0.063,0.000
4.460,-0.475,3.212,-1.161,0.318,3.067,1.285,4.103,-2.189,-1.315,-6.026,-0.044,-1.498,1.800,-1.607,0.874,-0.309,2.702,-2.446,0.320,-1.798,1.182,-0.586,3.715,1.000
-4.378,-4.362,0.092,1.048,1.169,-6.483,0.234,0.270,2.721,-2.829,-1.856,3.109,-2.152,3.490,6.786,2.477,1.500,-1.286,2.569,3.843,0.951,-2.429,-6.590,-0.343,1.000
-2.096,-0.328,3.235,-0.624,6.131,0.025,-1.566,3.781,2.294,2.784,1.776,2.617,0.723,2.570,-1.255,4.531,-1.683,-3.719,-1.114,4.886,-0.625,2.978,-3.107,-2.455,1.000
-2.033,3.013,0.005,0.860,-2.454,-1.185,2.141,-5.290,0.344,-2.511,3.686,2.280,-4.415,-3.800,-0.257,-1.075,1.429,-0.990,0.565,-2.854,-4.965,5.472,-4.385,3.722,0.000
-7.620,2.400,1.863,-6.209,3.759,-3.072,1.646,-2.680,-3.488,-4.569,1.990,-1.102,-0.410,0.701,8.396,0.709,-3.957,-3.869,-5.353,1.034,4.598,5.956,-4.261,0.003,1.000
4.660,-2.908,3.334,-0.542,2.484,0.752,3.314,-4.671,-0.029,4.623,-0.370,-1.604,-2.750,1.212,-0.387,0.677,0.397,1.691,0.323,1.818,-5.594,3.622,-2.273,1.592,0.000
2.033,-1.411,-1.649,3.584,0.733,0.314,1.374,-0.618,1.012,-3.208,-2.564,0.941,-1.890,2.549,0.296,2.637,1.217,-2.377,-0.244,2.626,-0.385,2.693,-3.272,2.493,0.000
0.175,-4.294,0.166,-0.813,-2.330,-3.285,-1.413,0.532,-1.579,-2.618,0.286,1.816,-0.343,3.029,5.914,-3.682,1.429,-0.051,2.462,-1.928,-0.050,-2.484,0.557,-0.344,1.000
-1.550,0.312,-1.127,3.938,0.597,1.339,0.059,-3.963,2.492,-3.649,-1.333,-0.024,0.228,-2.346,2.276,-2.026,0.158,-0.944,-0.031,-6.186,-9.129,4.414,-0.722,-1.223,0.000
-3.285,-1.934,4.688,-0.310,0.119,-2.964,1.823,3.939,2.561,-3.643,-1.072,-2.337,-1.584,3.022,-1.502,-0.030,-0.581,-0.415,-2.041,1.670,4.761,-1.084,-2.237,5.077,1.000
-3.847,1.010,-5.377,1.172,0.601,2.378,-0.563,5.001,3.513,0.893,0.862,3.215,1.371,1.540,-0.442,3.999,-1.176,-0.183,-1.065,0.907,-2.769,-2.836,-5.032,-0.566,1.000
1.421,-3.369,1.137,-0.256,3.672,1.113,-5.178,-0.175,-1.020,-3.243,-3.532,2.102,-2.689,-1.512,2.089,1.276,1.131,1.310,-0.024,2.138,3.939,3.644,0.493,4.463,1.000
-2.945,1.185,-1.149,-1.547,-6.539,1.406,3.963,3.844,0.144,-0.723,4.891,4.079,3.499,1.414,4.441,-1.647,5.221,-3.180,3.186,2.868,7.356,3.964,-0.127,1.375,1.000
-3.935,2.611,-5.321,-0.584,2.970,-1.940,-2.429,-0.622,-1.208,-0.544,0.476,0.925,-0.329,-2.441,4.012,1.717,-2.706,-1.628,0.476,1.136,-3.079,-0.276,-3.512,-3.277,1.000
1.720,-1.176,-4.640,0.901,-3.841,0.368,-3.627,3.885,3.846,-0.919,-4.411,-4.206,1.291,0.554,-2.915,-2.133,-3.326,-2.499,0.072,-1.269,1.923,-3.175,1.786,-2.006,1.000
0.003,2.285,-2.018,-3.604,-2.634,4.133,-3.292,-3.508,-5.284,-1.369,6.168,-7.051,1.101,-6.314,-1.539,-1.854,5.314,-2.030,-7.323,3.019,-2.214,-0.412,1.453,4.167,1.000
-0.036,5.920,-1.200,6.966,-0.806,4.721,6.097,7.468,-2.442,-7.080,4.281,5.945,-1.669,-4.358,4.771,-0.221,2.883,-1.286,-2.344,2.196,-3.414,-0.879,-3.698,-2.898,0.000
-1.375,-3.990,-0.955,-2.621,3.836,-1.024,1.599,0.082,-1.254,0.006,0.474,-0.713,-3.861,-1.861,2.496,0.433,-2.412,0.708,-3.164,-4.567,2.469,3.695,-0.940,2.713,0.000
2.728,-8.694,1.276,-2.558,-1.015,3.405,-0.064,-6.211,0.129,-3.546,3.929,-3.893,1.753,-1.690,0.352,-3.042,-3.406,-4.675,0.566,-3.029,-4.221,6.960,2.310,6.661,0.000
1.462,1.161,-0.424,-0.771,5.557,-2.405,4.124,-1.272,-1.450,-2.807,2.804,4.946,-0.137,-2.982,1.548,5.748,-5.081,1.722,0.359,1.398,-0.190,2.714,-5.323,3.203,1.000
-2.510,-2.589,0.277,1.612,-3.606,5.351,-1.015,-0.232,-1.091,2.433,1.715,2.470,2.126,-2.699,-3.350,0.227,-4.283,-3.479,-5.160,-3.474,-3.391,3.355,-0.128,1.880,0.000
0.310,-0.673,-4.442,0.203,7.527,-1.751,0.026,-2.014,2.474,-2.323,-4.819,-1.435,-1.171,-3.844,4.773,0.716,-1.661,2.506,3.273,-0.724,-2.807,1.489,-0.566,5.768,0.000
0.966,-1.430,-2.251,-4.170,-3.809,5.201,-7.736,-0.073,4.717,0.224,-3.599,1.170,4.911,-1.891,-2.635,-1.158,2.671,1.080,-2.103,2.882,-7.335,2.892,2.210,0.986,1.000
-5.628,-4.444,0.715,-0.774,2.790,-3.367,-2.281,-2.244,-3.030,-4.579,-5.035,4.666,-9.408,-7.587,0.973,-3.676,-2.821,3.863,-4.732,0.160,6.204,2.234,-2.042,-1.712,0.000
-0.709,-3.525,-3.923,1.177,-2.909,-2.646,1.730,-7.202,0.322,-3.240,1.236,-4.853,-1.485,0.774,4.682,-3.628,1.784,-1.947,-3.474,-5.245,-2.946,6.275,-4.139,6.029,0.000
7.356,-5.770,-0.364,-4.708,2.300,3.267,7.208,1.645,-2.212,9.055,-0.111,-1.928,-2.849,4.021,-7.593,2.721,8.717,0.644,-1.785,-2.130,-0.954,-2.308,-2.163,1.852,0.000
2.301,-2.822,-0.299,0.462,2.131,3.097,0.219,0.878,-0.047,-4.749,-2.162,0.274,-0.643,1.177,1.752,1.622,-1.555,-4.276,1.200,2.000,-0.814,-1.597,2.558,-2.137,0.000
-5.743,3.253,0.100,7.817,-0.123,2.086,2.548,2.418,4.330,0.666,-1.293,3.984,2.598,2.764,5.122,0.469,2.831,2.446,0.121,-0.351,-1.024,-4.723,-6.962,0.714,0.000
4.681,5.100,4.814,0.240,3.301,-3.260,3.317,0.680,-0.202,2.901,1.364,-2.672,-0.691,-0.425,0.033,1.013,-0.545,3.213,-0.534,2.377,1.869,0.539,1.424,-0.211,0.000
-2.744,-5.295,-0.361,2.399,-1.465,6.305,-1.224,3.803,0.598,0.249,-2.800,-1.145,2.294,3.138,-0.887,-2.706,-1.759,-2.278,-1.061,2.290,0.041,-2.667,1.511,-0.660,0.000
-1.237,-4.175,1.524,7.017,-2.503,-2.254,3.925,-0.705,0.004,-4.883,3.911,-1.697,-4.739,-2.157,6.442,-3.570,5.095,-0.690,-1.893,1.152,1.330,-0.118,-5.600,1.078,0.000
3.914,4.819,2.470,-5.804,-0.621,-1.990,2.254,-0.845,4.883,2.713,-2.472,-0.433,1.539,1.026,1.166,4.612,3.089,7.418,-2.775,0.203,-5.016,-0.888,-1.240,0.378,0.000
8.918,1.642,1.675,5.359,3.400,0.999,0.969,-3.772,-3.428,-1.941,-2.775,-3.620,2.322,7.366,-1.784,2.033,-8.823,3.282,0.760,0.230,-3.337,9.631,1.677,0.641,0.000
0.173,5.832,-1.543,1.471,-1.915,-1.201,-3.884,-6.045,-0.285,-4.022,1.485,1.626,3.045,6.952,-0.185,-3.186,0.659,0.773,-7.073,-0.630,-1.128,4.716,4.207,5.159,0.000
-4.338,1.908,0.811,-3.274,-1.220,4.152,1.523,-0.235,-2.829,1.882,0.044,1.896,1.969,3.163,2.920,1.887,-2.023,-1.560,-4.228,2.623,-2.222,4.635,0.416,2.018,1.000
5.827,-3.936,2.022,-1.969,0.941,3.684,-5.588,-0.700,-0.293,0.585,-2.443,-3.950,3.913,-4.164,3.781,3.656,-0.670,-5.600,-2.147,6.409,-4.063,5.590,2.412,1.042,1.000
1.799,0.969,-4.119,5.098,1.817,6.513,-0.409,-2.476,-2.547,4.630,-2.325,-4.646,-0.272,-6.042,-3.304,-3.429,-3.739,-2.850,-3.079,-0.271,-9.161,3.351,1.349,4.581,0.000
2.613,4.109,6.032,-4.427,-0.504,-0.088,0.305,-3.825,-0.559,4.877,-1.909,0.553,-0.743,-2.141,-0.135,-2.626,2.165,6.975,-0.639,3.715,-0.367,-3.060,2.018,-4.153,0.000
2.893,7.471,1.704,0.269,-3.604,0.462,3.226,-3.614,-3.610,6.853,-4.273,-2.946,4.162,-1.844,-0.193,-3.700,-1.387,-0.416,-1.548,-1.187,-1.785,-1.693,6.492,2.374,1.000
-4.543,-3.310,-1.319,-1.255,-0.805,-2.633,0.523,0.178,2.687,-3.298,1.026,2.697,2.440,6.092,0.895,1.230,-4.936,1.234,1.034,1.134,4.182,4.562,-4.483,-2.040,1.000
3.700,-7.309,-0.762,-3.423,3.795,0.441,1.059,-0.379,-1.582,-0.279,1.793,-0.263,-1.165,-3.955,-2.494,-0.504,-10.960,0.328,-4.194,-0.076,5.260,0.864,0.042,0.711,0.000
-3.428,0.712,1.347,5.594,1.942,3.538,-0.542,-1.505,6.074,-3.896,-5.308,-1.245,-1.737,-0.450,2.032,-4.890,1.468,0.940,2.335,1.569,-2.834,-4.049,-4.975,-0.992,0.000
-1.220,2.117,5.017,2.349,-2.424,-2.059,3.416,0.292,1.794,4.852,4.596,1.374,0.089,-2.631,-1.128,-1.929,1.746,0.838,4.976,-2.621,-0.093,5.409,0.023,-0.756,0.000
-2.160,-3.098,0.659,-1.567,-3.187,-7.400,2.101,-1.364,3.156,-2.455,6.249,-1.669,-0.847,-1.390,-1.997,-1.463,4.450,-1.112,-3.973,-1.468,-1.639,-2.292,2.331,0.666,0.000
-3.047,-1.368,3.786,-0.202,-2.915,0.557,-3.227,-0.403,-1.515,-3.187,-2.053,1.608,-0.433,5.689,2.284,-3.038,4.118,-3.351,-1.602,3.068,0.093,1.614,0.701,-0.907,1.000
0.088,-9.169,4.664,-7.614,-2.742,2.916,0.012,-5.643,-4.134,0.118,3.700,0.607,3.229,2.067,0.810,-0.305,-5.110,-5.944,-4.535,-2.223,2.615,5.782,1.927,5.092,0.000
-2.800,-5.718,3.487,-4.048,1.406,7.563,-6.887,4.544,-2.737,2.879,-4.127,4.269,1.784,-0.688,-3.347,-0.106,0.942,-1.867,1.681,0.198,-5.011,-0.979,-3.505,-1.802,1.000
1.449,0.639,0.864,-1.343,-2.431,-4.196,3.562,-1.035,-2.956,2.004,4.773,-5.322,0.961,1.738,-0.932,1.156,2.170,-0.234,4.696,1.546,-1.399,5.287,4.780,0.680,0.000
