-3.236,0.054,-1.301,-1.579,-1.789,2.001,-3.108,1.800,-0.056,1.364,-0.018,1.024,-0.337,-6.190,-1.549,-3.307,-1.080,1.176,-0.031,1.321,0.874,0.427,0.000
-2.845,0.189,0.825,2.632,4.340,4.223,2.428,5.464,-0.490,0.775,-0.772,-1.873,0.637,-1.703,-0.478,-0.239,-0.316,1.133,-2.295,-0.130,2.105,-1.084,0.000
1.144,-2.517,2.714,-1.891,3.936,-3.332,0.451,-0.179,-0.926,0.417,-2.001,2.728,-0.612,0.671,-1.486,3.175,2.261,1.225,-4.684,-1.555,1.013,4.318,1.000
-0.700,2.015,-5.522,-2.324,4.562,-1.448,0.686,-3.299,0.885,2.679,2.729,2.805,0.854,0.466,5.321,-2.744,2.985,0.886,1.880,0.410,-2.465,-1.078,1.000
4.893,-2.383,-2.201,-5.482,-3.586,-2.217,-5.497,1.499,1.862,-8.733,-3.136,0.943,1.744,-4.110,0.127,-0.430,0.363,-0.908,-1.661,0.915,6.443,-2.165,0.000
3.883,0.733,-2.034,0.011,0.367,-0.920,-0.170,-4.379,4.219,2.167,2.083,0.685,3.177,-0.789,4.390,1.566,-0.544,3.864,0.257,-0.011,-5.532,-1.398,1.000
-3.261,3.937,0.692,3.884,3.273,3.254,-0.263,-0.729,1.164,-4.107,-0.555,-3.297,0.774,-5.378,-3.510,-1.177,1.924,-1.182,-4.818,-0.807,0.690,-0.649,0.000
2.714,-3.755,1.515,-2.181,-0.564,-0.577,0.928,1.165,-4.224,1.057,-4.200,-1.726,1.298,-0.022,0.607,2.434,-5.185,3.945,1.165,2.438,-3.779,-0.025,0.000
-0.178,0.463,-2.109,2.599,3.980,-2.943,3.630,1.401,-0.680,-4.007,-2.759,-0.753,3.142,-1.441,-0.560,-2.175,0.705,2.873,-1.252,3.468,2.509,1.843,0.000
-0.122,1.509,-0.471,2.065,0.769,3.336,2.559,-2.366,2.792,-2.665,2.350,2.360,-6.308,-0.999,0.321,-1.737,-3.329,-4.822,4.586,1.873,-2.534,-2.838,1.000
0.164,1.035,-0.234,-1.821,2.632,0.446,-0.824,0.471,-0.482,3.386,-1.308,4.307,1.995,0.494,2.341,-2.308,3.547,-2.016,5.796,-4.912,-1.001,1.852,1.000
-1.491,-0.165,4.149,6.325,-0.482,-1.852,4.707,2.996,-0.696,-3.012,-0.792,1.478,4.491,-3.350,-3.548,-1.011,0.723,2.090,1.448,3.704,-1.832,-0.907,0.000
-1.885,9.063,-2.478,-0.911,-3.375,0.095,4.735,-2.467,-0.407,5.198,1.832,-2.797,0.653,0.931,3.404,5.388,3.612,-3.179,-2.494,-2.607,-3.568,3.281,0.000
2.776,5.586,-1.791,-0.404,-2.078,0.728,-1.499,-4.344,4.548,-2.035,8.175,-0.368,-1.997,0.808,4.084,0.186,-1.499,0.707,1.017,0.324,-3.587,-7.843,1.000
-1.420,-1.303,-9.578,-3.154,-0.339,1.777,-2.107,-0.758,1.459,-4.884,-1.612,0.469,-1.297,-6.215,-3.337,-1.277,-0.993,4.332,1.049,-0.937,4.718,2.079,0.000
1.430,3.494,-1.757,1.625,-0.696,-0.411,3.014,-1.376,4.555,0.595,-0.364,-3.776,5.231,0.908,0.527,-1.975,-5.144,-4.920,-2.351,-3.655,2.571,3.567,1.000
2.968,-6.531,0.373,0.410,0.545,4.116,-0.904,3.670,2.607,6.356,-2.016,-1.853,-2.295,-1.796,2.948,-1.062,0.544,-3.005,-3.871,-3.455,2.394,0.451,1.000
-4.384,-4.229,2.489,-1.733,-1.592,-1.856,2.784,1.920,-2.810,1.084,-1.924,-1.659,0.192,-2.260,3.241,-1.729,0.382,-1.961,-0.474,1.317,-0.716,-2.973,0.000
1.554,3.871,-2.500,-1.402,2.414,-1.295,-5.696,2.083,0.194,0.214,-2.120,-2.904,2.035,4.633,-1.026,-3.177,1.296,-4.398,1.351,5.936,-1.424,1.610,1.000
-0.119,-1.335,-4.064,4.560,2.604,3.098,3.437,0.726,5.642,-5.276,-1.118,0.768,-1.031,-3.683,-2.102,-4.751,0.871,7.021,1.846,1.232,3.452,0.547,0.000
-1.740,1.502,3.720,-1.040,0.274,0.228,2.015,-1.906,4.031,3.584,1.082,-0.554,0.142,2.573,4.153,0.991,-0.412,-0.125,4.318,-1.980,-1.418,-2.592,0.000
0.293,-3.090,1.181,0.191,-0.141,0.152,1.635,3.297,0.426,2.857,-0.412,0.931,-3.009,1.501,-0.710,-1.867,0.338,-1.928,-2.171,-3.837,-0.379,2.025,1.000
0.949,0.204,-3.037,-1.186,-1.509,3.656,3.302,-0.870,4.992,-0.692,0.647,0.271,0.463,-4.207,2.145,-5.879,-1.655,-0.283,-3.653,-1.458,3.954,-0.454,1.000
3.390,-1.770,4.323,1.729,2.504,5.084,-1.823,-1.651,4.753,4.327,-0.510,2.581,0.717,-1.361,0.650,-1.223,1.072,-0.441,-0.579,-4.020,-1.339,2.458,1.000
-2.728,-4.326,3.786,-0.028,1.094,-2.868,4.759,1.928,-2.487,4.513,-0.668,0.780,1.011,-0.044,3.346,-0.678,-4.555,-0.173,-8.394,-3.027,1.058,-2.662,1.000
1.636,2.054,1.712,2.356,-0.188,-2.768,1.362,-4.480,4.904,-1.604,-1.113,-0.716,1.911,-2.300,0.042,-2.333,2.393,0.057,5.003,-0.561,-0.546,1.028,0.000
-0.072,2.661,-0.062,-0.771,1.312,2.557,4.991,1.444,-2.547,0.819,-5.889,-3.745,-2.677,-0.907,-0.368,0.477,-3.472,1.080,0.100,-2.698,-2.167,-0.129,0.000
-1.511,3.004,1.458,3.533,-0.537,-3.078,-0.672,-0.251,2.800,0.913,0.125,-2.343,4.362,5.446,-4.694,-2.852,-3.711,4.408,-2.443,-3.387,-2.157,2.961,1.000
-0.799,-2.096,-0.841,-2.792,-2.258,4.135,-2.846,-2.161,-0.404,-4.429,-7.162,-1.749,6.657,0.110,2.808,0.454,3.127,-0.683,-3.080,-1.404,6.604,-1.293,1.000
5.614,3.156,0.317,0.778,0.179,1.227,8.172,3.613,1.082,-2.627,1.486,1.149,1.304,-1.094,1.534,2.681,1.774,-5.025,-0.679,-0.692,-1.593,8.930,0.000
3.063,-2.061,2.081,-0.603,-4.011,6.647,2.887,0.585,-3.839,3.506,0.112,6.271,-4.465,-2.460,3.230,-0.963,0.619,-0.392,0.412,-4.156,-4.311,1.737,1.000
4.493,0.514,-1.979,-2.799,2.903,1.756,-2.957,-0.348,0.176,2.219,-3.888,-4.573,0.627,-3.430,-4.769,-3.089,-4.343,0.598,0.084,3.226,-0.653,-2.511,1.000
0.338,3.050,-0.924,-0.964,-4.523,1.007,-3.793,-1.821,1.713,-0.538,1.968,2.325,-4.352,-0.687,1.863,1.642,1.058,1.280,0.627,-0.075,2.316,2.437,1.000
1.636,-0.644,-0.785,0.590,0.241,-0.485,-0.568,-2.848,1.483,-2.386,-1.238,-3.293,4.862,-2.265,-1.379,-1.461,-4.125,-2.883,2.679,-3.584,-1.651,-1.145,0.000
-4.096,5.710,6.618,3.185,3.154,-4.214,3.221,1.030,2.528,1.297,3.042,-4.087,1.366,0.460,0.765,-2.567,-3.815,1.083,6.304,1.389,-1.727,-2.387,0.000
2.679,-2.871,1.365,0.596,-0.132,1.605,0.824,2.636,1.443,3.110,-3.953,0.384,1.784,1.486,-5.141,0.935,-1.095,-3.311,-2.741,-3.990,-0.754,1.039,1.000
0.893,2.842,-5.597,-2.249,3.824,-2.210,-0.203,-0.758,2.949,-1.460,0.069,-2.150,-1.565,-1.240,6.670,2.753,0.333,2.424,5.762,-1.760,2.296,2.466,0.000
2.187,-1.280,-2.990,-3.335,4.972,-2.900,3.431,-5.961,0.014,-1.231,4.395,2.755,4.185,-2.247,1.076,0.240,0.693,9.298,-2.339,0.773,2.214,-0.193,1.000
-3.055,0.811,-0.405,-1.731,-3.963,-0.767,1.570,0.285,0.338,-1.174,-2.396,-1.564,2.036,-7.025,-3.172,0.265,-0.742,1.458,1.252,2.311,-1.712,-1.154,0.000
-3.147,-3.208,1.553,-2.607,-2.833,-5.942,-1.150,7.705,0.791,-0.757,0.590,-1.056,1.598,-0.289,3.562,0.360,1.224,-4.280,-1.452,3.153,-0.248,-3.135,0.000
-1.955,0.273,-0.162,-2.231,-3.869,-0.412,0.259,-0.699,0.329,-0.140,-3.392,-1.235,2.763,-4.141,2.255,-1.393,-0.848,1.256,-1.793,-0.491,1.098,-1.902,1.000
4.243,-3.979,-4.289,2.046,1.281,7.926,-1.369,4.949,4.792,0.347,-2.187,2.519,-4.046,-1.289,-0.467,-2.040,-1.081,-2.592,-2.483,2.920,3.406,-4.877,1.000
-1.168,0.596,0.507,0.036,1.159,-0.904,0.325,-2.055,2.846,-1.492,1.706,-1.002,-0.914,-0.523,0.092,-2.205,1.818,3.421,3.393,-1.022,2.106,2.766,0.000
1.238,-0.833,1.869,-0.692,-0.915,3.897,1.043,0.006,6.644,4.150,0.992,-2.063,0.385,-1.573,1.196,-4.752,-2.281,-2.111,-2.550,-3.743,2.081,-0.538,1.000
-1.722,0.375,-2.169,2.295,4.800,1.039,4.913,-0.487,6.357,0.053,-3.583,-0.727,-2.743,-0.673,2.331,-0.466,0.819,3.799,-0.480,-1.100,3.140,-0.460,0.000
0.663,-3.576,5.956,-0.062,-0.061,-2.965,-0.382,-2.823,1.063,-0.594,-3.205,6.058,6.869,1.547,0.507,-3.328,-0.909,-0.546,-0.745,3.070,-1.462,-1.868,0.000
-0.243,-1.906,-3.099,-1.150,-0.103,1.289,-2.397,-1.837,1.344,-2.752,-1.268,-0.360,-2.577,1.270,0.938,2.037,-4.265,1.260,-2.088,6.327,-2.733,1.037,1.000
0.371,-6.433,1.315,-2.163,-0.350,1.372,3.741,3.886,-2.318,-5.569,-3.466,-4.701,0.550,-3.845,2.752,-2.420,-1.451,0.633,0.089,0.994,-1.842,-0.748,0.000
-4.816,-8.763,4.910,0.317,-7.499,0.066,1.841,-3.469,-6.369,-1.360,1.903,0.863,3.595,1.599,1.373,-0.638,-2.108,1.107,-2.085,3.040,-1.967,-2.706,0.000
-1.824,-2.633,1.292,2.354,2.346,-1.513,3.589,-0.176,0.655,3.465,-2.334,1.543,1.676,-1.224,0.940,-2.387,0.649,-0.122,-3.988,0.595,2.086,2.227,0.000
0.597,-1.823,-3.787,-0.837,2.991,-1.178,-0.916,0.312,1.220,1.709,1.502,4.419,0.583,3.541,1.913,-1.171,-1.145,0.533,-2.677,1.526,-3.027,2.467,1.000
2.181,-1.378,-0.869,0.544,-2.452,2.758,2.059,1.660,3.832,-0.204,0.253,0.451,2.184,-2.009,-1.707,-2.031,-1.035,-3.153,0.438,-2.919,-3.701,4.323,1.000
-0.807,0.006,-6.280,-4.642,-2.051,-0.365,-0.937,1.469,0.266,-0.001,-4.984,-4.755,-0.937,-0.603,4.289,-1.488,4.681,-2.117,-0.340,-0.564,1.064,-4.276,0.000
-4.255,0.765,-0.448,-1.487,-2.678,-2.893,1.691,1.103,2.038,0.044,-0.055,-3.671,-2.123,-3.233,3.314,0.650,-3.608,3.369,2.933,-0.874,-2.160,-3.194,0.000
2.293,2.235,0.359,0.854,-2.694,3.904,10.343,4.077,3.975,0.452,1.549,6.945,0.001,0.806,-3.217,0.491,3.466,-9.151,-1.868,-0.922,-2.364,7.756,0.000
0.761,2.761,0.898,-2.399,1.837,-2.533,3.063,-5.805,4.362,0.713,5.205,-0.205,-3.750,-1.726,2.323,-0.374,1.326,-0.123,1.741,-1.900,2.734,-3.746,1.000
-2.252,2.463,0.206,7.528,2.598,-4.134,0.445,-0.117,5.385,-2.675,1.347,-1.913,3.436,0.159,-4.556,-1.831,3.713,2.524,1.740,-3.613,3.638,0.049,0.000
0.885,3.254,-2.304,-5.181,-2.444,2.528,2.042,1.857,-2.231,-0.660,-3.937,-2.745,-2.683,0.052,-2.591,-1.378,-0.472,-0.526,-2.226,1.152,4.036,1.601,0.000
-2.593,-2.126,0.032,1.279,-2.601,-3.191,-1.681,-1.668,-4.465,5.546,-4.801,0.867,-1.554,-0.263,3.573,4.697,-3.623,-0.642,-0.130,-2.428,1.271,-5.518,1.000
-2.798,-2.037,2.252,0.213,-4.175,-7.051,1.046,-0.897,-2.405,-3.601,-0.736,-7.731,3.137,-0.737,4.102,1.885,-3.345,3.663,-3.778,6.563,-2.528,-1.293,0.000
2.976,-4.899,2.615,3.094,0.825,0.855,-1.449,6.045,-3.758,4.890,-0.575,0.252,-4.030,2.771,0.666,3.698,1.405,-2.997,-4.771,1.592,2.633,-5.954,1.000
2.944,-1.406,3.394,0.901,0.610,-1.468,-4.087,3.535,-6.695,-3.855,0.414,-5.416,5.544,-0.427,4.587,3.176,-2.838,2.467,-0.135,7.052,1.371,2.738,0.000
-4.705,-3.802,-2.484,-2.874,0.758,3.575,-2.229,-2.107,-2.598,-1.117,1.751,2.134,-8.988,1.048,-0.248,-2.624,2.526,-0.993,-0.290,4.006,3.751,2.121,1.000
0.041,1.921,-0.824,0.393,-1.024,0.402,-6.351,1.110,-1.399,-5.469,0.324,-0.166,-5.404,2.435,0.738,0.950,5.121,-3.279,2.936,1.139,-0.034,2.360,1.000
0.453,-0.382,-0.986,2.217,2.116,-0.254,-4.324,-0.965,7.233,1.568,-3.495,2.166,-1.102,-0.551,-2.206,-0.322,2.156,2.669,0.381,-1.936,3.799,1.384,0.000
0.121,1.469,2.235,0.604,-0.727,-4.173,0.179,-0.770,-1.231,-5.642,3.968,-4.416,3.082,0.850,0.243,-2.580,0.655,-2.752,-3.311,4.260,7.066,-1.522,1.000
-2.183,-1.816,1.030,-0.408,3.725,-2.036,3.507,3.877,-3.973,-4.377,-4.745,2.298,2.070,1.439,1.611,2.110,-4.665,2.025,-5.099,3.399,-1.149,-0.733,1.000
0.894,0.455,2.216,-0.734,3.573,0.090,0.337,-0.999,0.512,2.141,-3.009,0.469,1.421,-0.721,-2.575,1.143,1.036,-2.508,5.009,-2.449,-2.341,-1.919,1.000
5.885,-0.501,-0.355,0.235,-2.309,2.560,1.390,-2.157,1.140,-0.960,5.207,-1.044,0.259,2.234,5.497,-5.787,-1.581,-0.074,-3.916,0.389,-2.107,-7.687,1.000
-0.240,-0.796,-2.880,-4.857,4.690,-1.625,-1.315,0.055,6.385,-6.021,2.369,-2.398,1.334,2.191,-0.438,-0.123,-3.655,0.710,-2.353,3.453,0.852,-1.862,1.000
-0.017,4.964,0.554,0.288,-1.857,1.951,1.395,-4.892,6.729,2.011,-2.003,-1.118,4.057,6.998,-4.159,-3.576,-4.021,-1.777,-0.073,-5.360,4.351,0.514,1.000
1.429,4.012,1.726,-0.940,-1.192,2.590,-1.552,-0.044,2.569,-3.403,-0.066,-0.986,-2.610,2.618,-2.880,1.436,-1.105,-3.563,0.763,6.418,-0.034,-0.958,1.000
-3.389,3.886,-1.442,3.164,3.339,3.397,-2.863,1.597,2.669,1.745,-0.794,-3.650,-0.468,1.417,-1.571,-3.005,1.941,-1.281,0.314,-2.325,4.500,-0.546,0.000
0.513,-3.286,-1.242,-3.642,1.099,2.334,-1.638,-0.006,-1.113,-0.298,-4.100,-0.838,-0.869,0.615,1.534,-2.547,0.830,-0.567,0.400,3.219,-1.741,2.771,1.000
-2.356,-1.894,1.372,0.329,-1.891,-4.377,2.175,4.474,1.152,3.888,-1.637,-0.075,-1.204,1.779,3.230,1.079,-2.801,3.637,-0.158,-1.485,0.357,-2.883,0.000
-0.416,1.393,0.216,-3.419,2.705,-1.407,-2.921,0.703,2.316,0.056,-4.206,-3.514,-5.272,3.744,0.412,-2.113,-0.785,-5.089,2.817,4.422,-1.408,-0.794,1.000
-1.713,-1.853,-2.211,-2.785,3.854,2.159,2.076,-1.623,-1.269,1.552,1.900,3.868,-2.816,-0.474,0.991,-3.080,3.936,-0.985,1.017,2.633,0.033,2.629,1.000
3.628,-1.591,1.609,1.847,0.918,-2.023,0.206,2.125,-1.060,-0.845,1.047,-4.322,6.069,-0.817,-3.452,-2.163,-0.052,1.682,-0.840,-1.933,0.972,1.890,0.000
0.759,-1.900,2.363,-3.104,-2.365,0.468,-1.541,3.979,2.632,-2.108,3.632,4.426,6.149,-1.601,-1.666,0.549,2.817,-6.573,-0.392,2.713,-1.172,0.519,0.000
3.102,-1.261,0.419,-2.246,-0.819,2.364,-1.596,1.200,-6.286,-3.752,-3.989,-6.242,0.643,0.633,4.452,4.928,-0.252,1.908,3.460,2.366,0.661,2.127,0.000
2.162,0.069,-3.388,0.143,1.392,-2.093,-5.317,-0.711,-1.638,-4.969,-1.345,1.562,2.011,1.332,-1.693,3.699,6.612,3.510,-0.429,2.187,-0.517,5.091,1.000
4.630,4.610,4.299,-0.816,0.841,-0.682,1.387,-1.188,0.859,-2.229,1.521,-0.059,-0.043,-0.036,-2.214,2.554,2.118,-0.616,3.897,-2.702,-0.353,-3.903,1.000
6.482,-5.586,-3.322,-3.119,2.299,7.179,3.866,5.726,4.199,3.578,-3.208,-0.510,-5.593,-3.455,-1.562,-4.936,-3.570,-0.948,-0.557,-0.729,-1.526,0.745,1.000
5.842,0.745,0.398,-3.526,-1.273,0.192,0.623,2.432,1.391,0.565,-7.190,-1.662,-1.187,-0.067,1.889,3.009,-0.716,2.656,1.652,1.985,0.544,-0.149,0.000
1.672,-0.226,2.034,0.144,0.047,-4.353,-4.016,-0.268,-1.800,1.499,-1.290,0.405,-0.089,-2.515,3.771,-1.168,-2.783,3.058,1.551,4.939,5.095,-0.816,0.000
0.706,1.673,-1.192,-3.914,-2.696,-1.233,-2.108,-3.671,-6.697,-0.374,-1.181,-4.980,-1.219,1.967,0.547,0.251,-2.268,5.251,0.406,0.032,4.950,0.571,0.000
0.250,-1.788,-1.900,-4.391,-3.435,0.573,-2.811,5.130,-1.883,-4.132,-1.086,-5.637,4.118,-2.342,-0.951,0.603,1.432,-3.958,-3.044,4.129,-1.212,-0.615,0.000
-0.094,0.074,2.014,-2.450,-5.449,-3.878,-7.335,-0.051,-2.836,1.435,0.850,-0.859,-0.460,-2.128,-0.238,4.239,1.015,-3.402,0.580,2.375,4.060,-0.881,0.000
-0.732,5.030,-2.509,0.822,4.797,-4.151,4.867,2.127,-3.892,-8.244,-0.907,-4.654,3.199,-0.066,4.123,0.979,-3.479,1.191,-0.867,-0.555,0.451,-5.554,0.000
1.847,-2.841,-4.523,-1.305,-0.546,-2.262,5.012,5.179,-2.154,1.856,-2.356,-1.650,-0.644,2.579,4.240,-2.653,-4.728,3.962,3.895,0.973,1.937,0.450,0.000
0.039,-4.935,1.640,-5.018,-4.637,-5.028,-5.724,6.099,-0.947,-2.827,-4.090,-3.908,2.885,-0.062,2.258,4.876,0.380,0.305,-1.469,5.802,-0.230,-5.086,0.000
6.359,0.629,-0.414,2.031,5.397,1.095,-0.633,3.921,2.157,4.349,-1.585,-1.955,-2.472,3.540,-3.821,-1.997,-4.151,-1.073,-2.865,-0.060,0.830,1.027,1.000
2.931,-0.675,4.970,2.609,1.415,2.965,2.918,0.731,-1.085,2.810,-4.808,3.816,2.688,-3.553,-2.554,6.137,-0.688,-0.870,1.361,-4.132,-5.759,-0.027,1.000
1.136,1.651,-1.326,-3.107,-0.241,1.066,-2.702,0.742,0.975,2.894,-4.921,2.382,0.076,0.903,2.005,-1.963,2.554,-3.984,3.289,-2.147,-4.152,2.276,1.000
-2.090,2.925,2.146,4.117,-0.405,-1.099,-2.176,4.062,-2.462,-3.754,3.074,-2.348,2.149,-2.183,-4.231,-1.014,-2.871,-0.442,2.683,-2.698,-0.249,-2.281,0.000
1.404,1.450,-4.579,2.467,0.803,3.324,1.009,1.191,5.126,-2.700,-4.761,5.663,1.307,-0.224,-2.298,1.163,-2.339,-0.314,-1.656,2.006,0.705,1.678,1.000
1.392,0.757,-1.579,1.637,0.412,4.258,0.198,-0.738,-0.394,-0.575,0.842,2.196,-1.133,2.894,2.247,-4.727,0.597,-5.389,1.700,2.606,-4.036,-3.940,1.000
3.685,-4.358,1.444,-1.066,4.104,3.792,-2.035,3.321,-3.171,1.494,-5.454,1.384,-0.513,-1.600,-4.024,-0.488,-3.824,0.016,5.756,-0.259,-1.204,0.173,0.000
1.429,-0.272,-3.394,-1.994,-0.514,2.474,1.735,2.495,1.265,-0.618,-3.057,0.114,-2.531,-2.130,-1.103,-4.423,-3.835,0.058,-5.474,-0.313,0.966,-0.150,1.000
-3.814,-2.287,-6.126,-3.852,4.020,3.194,0.617,2.628,-0.430,-1.937,2.210,5.648,-4.308,1.433,2.471,-1.588,2.079,-1.626,1.190,-1.169,-2.521,0.832,1.000
0.052,-1.749,1.244,0.538,0.467,1.366,2.172,-3.214,2.273,-0.088,2.883,4.175,-2.416,-2.294,0.233,2.369,4.095,-1.020,-0.448,-1.106,-0.221,-0.273,1.000
-2.432,-4.176,3.268,-5.898,2.663,0.058,0.660,1.258,-5.087,3.033,-5.321,-5.516,1.032,1.594,-2.185,-0.261,-4.457,2.114,3.295,3.054,-3.864,-2.683,0.000
-1.193,0.736,3.532,2.113,-3.034,0.767,-0.176,-5.363,1.377,5.143,0.670,-2.678,4.285,2.815,1.786,-2.743,-1.437,1.153,1.591,-5.182,2.059,-4.683,1.000
-0.562,3.099,-0.457,1.552,1.301,1.320,-0.492,4.257,0.227,-2.003,1.037,-2.036,-0.041,-0.215,2.828,0.572,-2.402,0.841,7.326,-0.802,-0.641,-2.434,0.000
-0.880,-1.079,-6.036,0.846,0.526,-4.312,0.737,-7.101,4.517,-5.170,-2.045,-2.381,-3.016,-1.161,2.499,-1.299,3.371,2.913,2.275,-3.765,5.570,2.580,0.000
-1.650,1.044,-2.359,-2.505,-1.028,0.522,-3.232,-2.933,5.402,-2.560,1.195,-1.324,-4.139,2.307,0.689,0.543,1.487,-1.235,-2.830,6.173,4.593,3.446,1.000
-0.872,-3.947,3.048,0.046,-0.667,-0.614,5.808,2.814,1.792,1.384,3.044,-4.704,-1.405,-1.270,4.487,-6.028,-3.837,-2.333,-7.224,-3.070,4.455,-0.868,1.000
-3.070,-0.118,4.976,1.328,-0.260,-2.750,-1.878,3.121,2.236,4.432,-0.261,-1.021,-0.611,-2.346,1.346,1.717,-2.267,1.883,2.536,0.817,-0.964,-1.510,0.000
2.047,0.433,-0.081,1.636,-0.882,-2.065,3.835,0.124,-0.558,-5.264,-0.452,-1.374,2.394,1.126,5.199,1.445,-3.166,4.952,-1.274,1.139,-0.964,2.255,0.000
-0.815,-1.373,-2.138,-3.997,-0.715,2.870,-0.223,1.425,-5.008,1.758,-3.209,-6.328,-0.182,1.191,0.508,1.201,-0.028,-4.748,2.253,-3.309,-4.210,-2.393,0.000
2.669,0.022,-2.613,2.325,-6.570,1.563,-4.062,0.528,3.767,1.562,5.489,-5.480,2.489,-2.095,-2.662,-2.291,-0.616,-8.272,1.360,0.180,1.857,-4.015,1.000
2.331,2.163,-6.111,-5.364,-0.913,-2.530,-0.670,1.359,-0.150,-2.341,-5.940,-4.932,-3.279,-0.184,1.573,0.273,1.735,-0.091,1.369,-0.919,3.215,-0.952,0.000
1.481,-6.728,-0.866,0.789,-0.079,3.913,3.147,1.650,-2.117,-2.609,-5.274,6.654,0.924,-1.113,-7.681,1.136,-0.603,-1.888,-2.685,-0.570,-2.938,-1.718,1.000
0.327,-0.894,-4.454,-4.808,2.296,4.255,0.166,-1.551,-2.887,1.085,-4.266,5.116,1.555,0.475,3.137,-7.121,6.278,-0.853,3.005,2.899,-1.227,7.943,1.000
3.732,-4.760,-1.081,-3.673,-1.635,-1.610,1.322,4.473,-1.441,-6.775,-3.564,-3.607,4.875,1.031,3.076,-0.470,-3.600,2.416,-2.040,5.921,-2.196,-0.200,0.000
3.179,1.763,2.401,-2.456,4.392,0.963,0.420,4.587,0.864,-0.233,-3.409,2.744,4.872,4.292,-2.008,-0.660,2.936,-4.667,3.229,-2.588,-4.737,-0.219,1.000
-1.593,4.572,0.634,1.116,3.847,-1.477,-2.293,-0.865,1.546,-0.900,4.355,-1.096,0.762,3.727,2.885,0.187,-1.859,-2.075,2.816,-7.154,1.633,-0.987,0.000
3.908,0.766,-1.102,0.950,-0.614,2.813,-3.408,-1.820,-0.195,-3.546,3.316,-1.917,-2.032,4.202,2.885,-4.068,-0.007,-0.675,2.582,2.796,-4.506,-5.895,1.000
0.929,-2.870,2.922,1.505,0.992,1.345,-1.192,-1.138,1.176,2.433,2.692,-1.223,-1.170,0.406,2.500,-5.227,0.629,0.220,-3.662,-1.326,5.865,-3.722,1.000
2.707,1.131,-1.887,-2.213,1.353,2.124,0.369,-2.189,-1.156,-3.465,1.590,1.084,-2.143,0.899,3.456,-1.460,2.211,2.663,0.941,3.355,-2.583,0.375,1.000
2.904,-0.666,2.066,-3.169,1.877,-3.496,-1.144,0.771,-0.673,-0.018,-7.116,-5.571,-1.265,-2.175,6.456,2.696,-1.519,7.186,2.737,5.269,1.980,-2.140,0.000
2.517,-1.341,-3.616,0.265,-3.403,3.972,-5.917,1.326,4.452,4.129,-3.652,-1.122,-3.303,-2.935,-0.515,-1.669,3.377,0.313,-2.807,-0.739,4.587,0.057,1.000
-0.110,-2.472,-3.930,-0.037,-0.556,0.739,-2.752,-5.661,1.283,-2.039,2.263,-0.376,-1.260,-3.226,2.073,1.329,1.225,4.655,-0.727,0.806,0.014,-1.233,1.000
-1.080,-1.917,4.305,1.335,4.039,-0.371,3.500,-3.948,7.060,3.836,-1.515,-2.670,1.942,1.903,1.255,-5.363,0.663,1.612,4.879,1.213,1.446,2.605,0.000
-7.929,3.191,4.580,-0.994,2.981,-2.679,-1.898,0.779,-1.589,4.075,2.433,-0.010,0.207,4.005,6.227,-5.110,-3.570,-1.586,3.090,3.482,0.546,-0.652,0.000
