-2.954,-2.471,-0.447,3.189,-4.376,-4.135,-0.738,-2.883,2.754,-0.410,3.218,-2.799,-3.942,-1.743,6.647,1.435,0.000
2.632,-0.967,2.495,-3.000,3.116,6.660,2.593,-1.706,-0.059,-1.242,-0.218,3.668,4.773,-0.622,-0.657,1.200,0.000
0.346,-2.132,0.940,-2.829,3.035,0.847,1.945,-0.591,-1.757,-2.812,4.332,0.940,-1.704,-2.285,0.557,0.740,0.000
0.070,0.895,-0.001,-3.197,-2.013,1.966,1.726,-3.798,-1.311,-0.468,0.788,-1.017,-3.411,-1.936,-0.997,2.104,0.000
2.192,-1.814,-4.634,-1.357,3.545,1.337,1.756,-4.070,1.996,-2.531,1.630,-1.737,-0.819,-0.635,0.740,3.950,0.000
-4.080,-0.827,-0.803,-3.499,-2.347,-5.833,0.230,-1.179,-4.852,-0.241,0.272,2.077,-3.987,-0.786,-2.340,0.850,0.000
1.394,-0.409,1.769,-3.551,-0.287,2.333,2.425,-1.822,-3.295,1.002,-1.345,1.412,-1.179,3.317,0.699,3.559,0.000
1.427,1.462,-0.843,-0.603,1.049,-2.224,-0.658,2.266,-2.305,0.959,2.018,0.340,0.378,-0.792,-1.063,2.606,0.000
-0.123,-0.750,0.932,-1.909,-1.258,-0.696,2.208,-3.537,0.652,-3.439,1.779,-4.142,-3.667,0.121,1.322,2.578,0.000
3.921,-0.219,-0.587,-3.181,1.795,-1.597,5.105,-1.264,0.664,0.691,0.344,-2.523,-0.791,-3.886,-0.734,-0.295,0.000
0.644,1.482,1.946,-4.891,-0.683,-0.632,-1.857,-0.720,-0.078,0.157,1.632,0.721,-0.238,-2.452,-4.142,-0.590,0.000
2.375,-4.897,-5.770,2.544,-1.225,-2.076,-2.451,1.592,0.094,-1.154,2.288,-2.098,1.032,-0.632,0.114,0.336,0.000
5.913,1.893,6.441,3.994,2.326,-0.207,0.189,-0.022,-2.338,0.214,1.832,-1.439,-3.776,-1.158,3.134,3.801,1.000
-0.677,-0.334,-0.927,-2.482,2.652,-0.789,0.116,-0.717,-2.592,-3.655,3.870,1.832,-0.260,0.396,1.566,1.307,0.000
6.733,-3.904,2.283,3.173,-2.313,1.417,-2.035,-0.176,2.947,2.611,2.858,4.618,0.289,2.456,-1.699,-4.556,1.000
-2.100,2.279,-0.214,0.533,3.563,-0.482,0.851,-4.460,-0.785,-1.667,1.788,1.004,1.701,-1.628,-0.817,2.089,1.000
-2.912,2.716,-3.571,-3.832,5.624,-1.453,-2.423,-3.755,0.908,-0.996,1.715,3.833,0.088,-1.424,4.591,3.209,1.000
-0.378,1.971,0.790,-3.010,-1.243,-5.200,2.340,-0.912,-1.584,-1.423,-2.749,-4.191,-4.585,-0.282,0.487,-0.703,1.000
1.095,-3.675,2.039,-0.638,1.899,0.138,-3.079,-2.593,4.018,-1.784,-0.189,-4.460,-1.443,0.666,-0.140,1.312,0.000
1.701,-4.157,-1.794,-1.321,3.737,-2.051,0.025,-2.519,6.626,-0.798,-2.418,-1.155,-0.454,1.646,0.012,-3.917,0.000
-1.250,2.092,-0.780,0.825,-4.430,-1.160,-1.449,-1.219,-1.209,-2.377,1.100,-5.928,-0.322,-2.392,0.584,0.160,1.000
-1.672,0.779,2.166,-3.847,-3.590,-1.579,-5.811,1.195,1.099,-4.388,0.513,-2.195,-4.713,-1.266,4.343,-0.840,1.000
0.865,0.022,2.136,0.441,2.443,3.291,-2.651,1.015,-3.310,-2.219,5.534,5.700,0.154,3.418,9.172,-2.712,0.000
1.588,-2.843,-4.449,-2.545,2.196,-6.077,1.420,-0.759,-1.050,0.821,-0.612,-0.807,-1.214,-1.690,-2.778,0.328,0.000
-2.273,-0.553,1.265,2.245,2.032,-2.805,-4.573,1.389,5.653,4.984,0.928,-4.172,-5.236,-2.079,1.964,2.520,1.000
-0.122,-0.570,0.919,-3.735,0.855,-0.727,1.251,-2.819,-2.856,0.442,1.129,0.408,-0.578,-3.116,-2.913,0.867,0.000
1.363,5.123,0.588,-0.404,-0.459,0.380,2.163,1.808,1.210,0.594,1.554,7.287,5.522,-0.669,2.929,-0.668,0.000
0.937,1.745,1.373,-0.914,1.695,-0.831,-2.278,-2.851,1.971,-0.278,-1.273,0.154,-3.600,-1.452,0.058,-5.158,1.000
-0.851,-1.248,-4.072,-0.353,-1.692,4.212,-1.010,-1.436,0.964,-0.672,3.273,-0.986,-0.636,0.685,0.204,4.920,0.000
1.294,0.404,-2.128,2.713,-3.841,0.055,-2.133,-1.440,1.169,0.218,3.352,-2.806,0.365,-3.222,-0.353,-1.570,1.000
-0.228,-1.614,2.370,-1.728,-3.172,0.909,-2.177,0.927,1.881,-4.375,3.139,-2.093,-1.659,-0.784,3.470,4.243,1.000
-2.855,-2.506,2.453,0.306,-2.547,0.729,1.143,-2.178,0.473,0.323,3.529,-1.018,0.561,-0.522,3.903,-0.038,0.000
2.474,-0.439,1.586,4.670,0.477,3.262,-2.194,-2.860,0.839,-1.742,2.331,1.871,-1.130,-0.391,-2.802,3.856,1.000
-0.957,-3.747,-4.234,1.134,2.423,-0.856,3.048,-5.479,0.368,-0.648,0.376,-3.593,-1.849,-0.988,-1.632,4.105,0.000
0.468,1.303,0.845,-2.129,5.079,0.496,-1.880,-3.429,3.099,-3.648,-2.613,-0.603,-1.565,-3.697,3.501,0.495,1.000
1.332,0.132,1.815,-3.004,0.151,-0.798,-2.450,-3.261,-2.296,2.476,-0.958,5.473,0.005,-3.919,-0.680,1.225,0.000
7.149,-0.351,6.254,3.668,0.539,1.351,0.632,-4.595,-3.462,-1.861,-1.151,-0.714,0.211,1.075,-4.137,5.358,1.000
3.052,4.054,-2.620,3.374,5.302,1.310,-2.209,-0.753,2.000,0.926,3.294,2.302,-1.755,-1.050,1.074,2.213,1.000
-1.561,-3.809,-0.466,-0.265,-0.179,-2.713,0.138,-2.470,-1.799,-1.801,1.285,-0.850,-2.086,-2.014,-0.577,1.663,0.000
1.499,-1.384,0.051,0.200,0.218,-3.091,2.188,-4.698,-2.441,-4.977,2.697,-1.398,-1.758,-4.258,3.150,1.593,1.000
-0.476,-0.970,4.681,-4.434,2.979,-2.961,-3.328,-0.745,2.851,-3.322,-2.242,-1.164,-6.518,-0.889,6.136,-0.309,1.000
4.726,-2.554,0.966,-0.839,2.017,-1.504,3.523,-3.303,0.884,1.860,0.737,-2.772,-1.183,-4.842,-0.332,-1.290,0.000
0.286,-0.149,4.719,-2.835,2.348,-4.482,-2.554,1.325,5.801,2.361,0.339,0.281,-0.529,2.100,2.703,-3.627,0.000
1.875,-2.898,5.327,-2.699,0.788,-3.912,-3.574,-0.845,1.430,-2.702,-2.387,-2.146,-4.680,-0.528,7.301,-0.408,1.000
3.254,-0.665,-1.650,3.128,2.016,-3.356,-1.761,3.786,-0.574,1.306,2.689,1.989,2.393,0.061,0.512,2.537,0.000
3.784,-1.009,-4.459,3.207,-3.871,-0.412,-2.074,-3.278,0.190,1.787,1.685,-2.208,0.145,-2.439,-1.167,0.057,1.000
-1.780,-0.318,-1.233,-0.326,-4.631,-2.120,-0.237,1.351,-4.387,-1.955,-1.542,0.963,-1.878,0.592,-0.717,2.513,0.000
4.612,0.099,1.467,0.008,-0.851,-1.411,-0.996,0.662,-0.731,1.868,-1.228,2.897,-0.562,0.973,1.850,2.970,0.000
1.912,-3.114,1.623,0.959,1.809,-0.946,4.031,1.199,-0.037,-3.352,7.030,-1.370,-0.527,-2.032,1.770,-1.354,0.000
0.237,-3.101,-1.200,1.515,-1.424,-0.331,-1.210,-0.839,0.031,-0.310,-0.275,-1.800,0.301,-0.811,-0.114,2.632,0.000
-0.161,-0.292,0.131,-3.150,-0.593,1.834,2.133,1.134,1.806,1.521,1.315,3.280,-3.519,-1.964,4.479,-2.481,1.000
-0.782,-0.781,-0.676,2.928,3.736,3.781,-0.511,-0.602,-0.642,6.546,3.514,3.869,4.823,1.274,5.436,0.131,0.000
-1.227,1.522,-0.891,5.475,2.776,0.062,-2.835,-0.089,5.506,4.864,6.886,2.891,-5.199,-3.913,1.445,0.357,1.000
-0.954,0.148,1.965,-1.088,-1.710,-3.782,0.407,0.115,-1.265,-2.594,-1.361,-3.818,-3.202,-1.116,2.547,0.637,1.000
1.206,-2.143,-1.961,0.073,2.264,-1.738,3.495,0.473,-0.341,-0.488,3.591,-3.241,-0.723,-2.611,-2.103,1.165,0.000
2.270,3.868,6.136,3.586,0.875,0.058,3.807,-2.859,-2.749,-2.618,5.074,3.314,0.971,-1.296,-1.302,0.092,1.000
1.667,-0.957,-0.601,3.677,2.021,4.192,-2.228,3.861,0.728,-3.379,2.111,2.437,-4.517,-1.601,3.921,1.968,1.000
-1.451,4.988,6.342,-1.349,-4.006,-0.765,-0.004,0.791,0.248,-4.063,4.607,0.860,1.465,0.217,3.440,4.761,0.000
-2.847,0.271,1.923,2.330,1.256,-2.975,-3.325,-1.377,3.615,0.445,0.034,-1.896,-0.323,-2.190,0.253,-0.055,1.000
-1.859,-1.968,-0.827,3.284,-0.250,-0.373,-2.617,-0.712,4.048,-5.471,0.657,-4.543,2.773,-4.324,-1.006,3.261,0.000
3.159,2.758,2.659,-5.934,1.675,-2.356,4.723,1.563,0.744,4.815,-0.965,4.807,2.948,1.726,-0.789,-2.719,0.000
-1.309,-2.158,0.676,-0.600,-1.576,-1.171,1.539,-0.299,-0.601,-1.043,0.997,-1.665,-2.641,-2.441,1.448,4.729,0.000
1.853,-2.511,1.972,0.238,-2.246,-1.311,-1.850,-0.497,-1.649,-5.368,2.002,0.137,-0.054,-2.184,7.485,0.990,0.000
3.815,-0.759,1.906,0.898,4.645,0.327,4.238,0.770,0.668,4.040,3.446,1.637,2.208,-2.041,1.632,0.608,0.000
-0.179,-4.131,4.092,0.683,-2.214,1.535,2.504,-0.927,-3.604,-2.093,1.084,-1.005,-3.778,1.200,2.328,-0.916,0.000
2.427,-3.158,1.143,-1.232,-2.646,-3.491,0.199,1.811,-0.700,-2.406,-0.274,1.163,0.678,0.538,3.370,-0.622,1.000
0.477,2.878,-1.279,4.964,-3.845,-1.752,0.396,0.515,-0.572,-0.563,-0.040,-5.469,4.295,-1.656,-1.195,-2.921,1.000
0.145,2.576,1.953,1.026,3.179,2.224,-3.426,-1.403,3.343,-3.221,-1.888,-0.684,-0.619,-4.744,2.365,-1.562,1.000
-1.260,2.758,-1.243,0.083,0.593,0.748,-1.708,0.500,-3.909,-1.078,2.045,0.989,-2.442,-0.149,2.167,1.484,0.000
5.525,0.470,2.968,-3.755,0.511,2.159,-0.526,-2.642,-1.940,-4.183,-2.191,0.746,-0.328,1.567,2.672,4.479,1.000
-5.194,2.545,4.363,0.279,-3.697,-4.322,-1.426,1.120,1.285,-1.479,1.560,-0.117,-1.446,-0.371,5.212,1.591,0.000
0.361,-2.605,2.985,3.059,-2.168,-1.014,1.811,-4.041,-3.338,-5.858,6.286,-3.023,-1.830,-2.740,3.637,4.194,1.000
-1.274,-1.358,-1.396,1.459,-0.284,-1.133,-1.868,-2.425,1.290,-1.834,3.610,-0.978,0.056,-2.862,0.503,-0.782,1.000
2.411,1.118,0.327,3.044,-4.248,-1.667,1.920,-1.457,-0.860,0.352,0.241,-4.436,0.143,-1.224,-3.038,-0.044,1.000
3.661,-4.801,3.513,-0.909,-0.645,-2.016,-0.740,-1.073,1.229,-2.887,1.922,2.785,-4.529,1.021,3.529,-0.944,1.000
1.176,1.155,1.172,4.061,0.911,-0.803,-0.303,-4.237,2.082,-0.820,1.671,-0.076,0.435,-1.567,-2.810,-0.461,1.000
4.975,-1.416,0.912,-0.552,4.829,-2.115,2.715,-0.127,-0.442,-5.427,4.828,-2.641,-1.194,-3.568,-2.114,1.730,0.000
-0.824,-2.814,3.944,-1.190,-0.515,-1.384,-1.321,3.117,1.684,-1.175,0.258,-1.784,1.459,-0.482,6.536,2.323,1.000
-2.653,2.851,2.629,-2.849,-2.978,-2.642,-3.173,0.150,1.303,-2.840,2.877,-0.108,-1.217,0.152,1.015,1.277,0.000
1.297,0.910,-0.146,0.233,3.140,-1.090,-0.803,-3.559,2.640,4.846,1.894,-0.847,-2.852,-1.897,1.795,0.805,1.000
0.936,-3.128,-0.175,5.604,-1.553,-2.127,0.483,-3.382,-1.465,-0.238,4.645,-0.689,-0.305,-0.685,-1.700,-1.293,1.000
-0.859,-0.133,-1.627,-5.332,3.034,-1.718,-3.329,-0.975,4.692,-1.568,-0.515,-4.245,1.255,-0.717,-3.417,3.778,0.000
3.360,0.308,0.289,1.247,3.701,2.462,1.737,-4.769,0.423,-3.107,-0.108,0.762,1.138,-5.484,3.496,3.145,1.000
0.475,2.145,-4.232,-3.045,2.325,2.414,1.046,0.624,-1.181,5.520,-1.172,-1.383,1.282,-1.870,-0.158,1.633,0.000
-1.531,0.454,2.381,-2.416,-2.140,1.736,0.074,0.983,-4.249,-4.475,-1.277,2.769,-0.063,1.392,-1.771,-2.426,0.000
1.745,-0.064,5.873,0.664,-3.863,0.906,2.507,0.848,-0.963,-2.403,1.563,2.203,-2.778,-1.224,1.946,-0.398,1.000
-1.365,1.980,-2.612,-1.448,-0.980,2.776,-7.720,-0.567,3.163,-3.854,-1.169,-3.656,-0.930,-5.633,6.612,3.037,1.000
0.385,-2.883,-1.848,1.014,-0.857,-2.394,-4.175,-3.989,-0.247,-2.738,1.700,-0.010,-4.966,1.625,0.838,-2.453,1.000
2.230,-0.682,-1.512,-0.545,3.263,1.482,3.473,-1.623,-0.248,-0.244,1.466,-3.878,-1.598,-3.453,1.493,-0.503,0.000
-1.336,-2.522,-0.984,-5.009,1.649,-0.088,-1.652,-2.395,3.585,2.524,1.387,1.021,-0.590,-2.984,0.605,3.976,0.000
2.277,0.337,2.072,1.836,-1.122,1.171,-4.219,0.485,2.484,-1.101,-3.030,-3.178,-1.680,-1.889,4.733,0.588,1.000
-2.452,-5.503,2.168,-2.004,-0.131,0.075,0.535,-3.778,1.598,1.370,4.897,-7.115,-3.218,-3.563,3.209,2.851,0.000
2.861,0.418,2.551,-0.003,-0.039,3.070,0.680,-1.574,-1.141,-6.350,-0.686,4.757,1.031,0.874,-0.574,2.230,1.000
-2.940,3.217,-0.939,-0.542,4.020,-0.970,-0.230,-2.136,1.672,-3.369,-0.210,1.696,4.263,-0.631,-0.099,-2.636,1.000
3.679,-3.119,0.131,-0.332,-0.629,0.713,-1.889,-1.776,1.206,1.488,2.914,-0.120,0.364,-2.533,-1.248,0.297,0.000
-2.168,-0.396,0.113,-1.259,4.394,-2.048,0.256,-0.040,-3.381,-3.320,3.890,2.828,0.766,-0.872,0.965,2.526,0.000
0.893,-1.552,-1.422,-1.634,-0.775,-0.880,2.572,-0.793,0.240,0.970,-0.101,2.503,-4.023,0.350,2.340,2.088,0.000
-0.737,0.966,4.072,1.926,0.186,-1.244,-4.009,2.003,3.183,0.102,0.800,2.336,2.193,-0.341,5.073,1.396,0.000
-1.975,-6.696,-0.949,1.349,-2.660,-2.813,-6.024,1.189,2.076,-1.937,4.887,1.402,-4.170,2.804,2.876,-1.852,1.000
5.025,-0.533,-0.378,1.513,1.860,-1.909,0.745,-0.309,0.963,2.025,1.284,-2.406,2.918,-6.470,-2.748,1.024,0.000
0.489,-1.253,3.702,-2.041,0.634,-1.011,1.350,-2.376,0.295,1.072,-1.709,0.283,0.789,-1.208,-1.562,0.111,1.000
1.810,-0.413,-0.714,3.556,-1.864,-0.560,-0.677,-0.430,0.483,-2.552,0.920,-1.857,2.389,-1.821,0.495,0.357,1.000
3.639,1.160,3.344,-0.991,-1.441,2.061,0.817,-2.707,-0.878,0.227,0.710,1.481,-1.873,-7.202,-2.279,1.069,0.000
3.434,-2.868,0.528,2.776,-0.661,-2.124,1.988,-1.841,1.739,2.788,0.814,1.399,-2.199,2.891,-5.324,-3.817,1.000
0.992,1.355,0.865,2.163,-0.067,1.615,-0.010,2.194,1.988,0.559,3.776,1.122,-3.379,-2.969,2.567,-1.633,1.000
-1.405,-3.744,0.356,1.564,1.849,-3.461,3.803,-1.152,0.181,3.813,2.143,4.758,-1.208,-3.084,1.045,0.926,0.000
-4.645,-3.108,4.519,2.036,-2.849,3.894,0.187,-1.385,-3.374,-2.332,3.150,-1.987,-1.302,-5.965,3.464,3.636,0.000
-1.248,-2.013,-0.652,-1.279,-1.023,-3.797,-6.703,1.385,3.549,0.763,3.627,-0.541,1.839,1.897,2.931,-2.724,0.000
-0.856,-2.804,-1.227,-0.586,5.330,-4.784,-2.110,-0.140,4.677,-0.043,-4.367,2.025,-4.534,-0.372,2.110,-4.337,1.000
0.581,0.207,4.034,4.121,2.609,-0.703,-2.234,-5.642,0.817,1.668,2.637,0.950,0.178,-1.163,-3.052,4.104,1.000
-5.952,-6.281,6.126,-0.155,-1.601,-2.389,-4.338,-3.191,2.632,-4.885,-2.642,-6.388,-8.873,-1.196,-0.368,1.305,0.000
-0.849,-1.866,3.828,-0.304,1.323,2.827,1.445,1.640,-4.048,0.636,1.525,0.684,-0.522,-6.429,2.017,-2.312,0.000
1.766,-1.887,1.582,-1.620,-2.266,2.095,-3.581,-4.493,1.376,1.073,5.010,0.688,-4.346,-2.082,0.520,0.426,1.000
2.618,0.093,-1.296,-0.827,4.190,3.382,2.533,0.704,1.466,-0.455,3.888,3.711,0.816,0.350,5.222,1.850,0.000
0.828,-0.137,-0.212,2.320,-2.065,-0.820,1.397,-1.850,1.132,-2.317,2.820,-2.473,0.700,-1.823,-2.964,1.226,1.000
2.294,-2.548,1.746,-0.709,2.219,-1.495,2.785,1.893,2.078,0.880,-2.066,2.016,2.290,0.834,1.177,-1.472,0.000
3.871,0.683,-1.789,3.173,-1.721,-2.118,-0.965,-0.893,1.418,-0.852,-2.434,-1.538,-0.171,-1.141,-0.853,-2.955,1.000
0.609,-0.698,-0.247,-4.307,-2.015,-1.248,-2.662,0.702,-3.791,2.772,-0.402,3.827,-2.811,0.572,3.035,-3.314,0.000
-0.348,0.292,4.047,-2.885,-3.437,-0.993,0.025,-0.475,2.742,-2.557,-1.211,0.674,-0.055,0.252,-0.479,-0.233,1.000
2.100,-1.792,-2.089,-0.058,0.042,-0.121,1.771,-0.769,0.200,1.758,-0.232,-0.061,-3.153,0.689,1.691,2.504,0.000
-3.420,-2.833,-0.639,3.069,-3.948,-0.636,1.915,-2.661,-1.809,-5.736,-5.615,-2.050,-6.767,3.367,0.340,5.955,0.000
-0.022,-4.358,1.925,-1.412,-5.078,-3.277,-0.819,1.240,-0.138,-4.214,5.254,-0.446,-0.738,5.229,0.532,0.337,1.000
-1.852,0.525,1.519,0.045,-3.623,0.773,-0.744,-4.119,0.924,-3.748,2.208,-4.116,-0.791,-0.339,-0.077,8.004,0.000
2.064,-1.121,1.666,0.137,-2.429,-1.113,-1.398,0.595,2.012,0.526,1.435,-0.184,-1.826,-0.965,0.640,-2.373,1.000
0.821,-2.997,-5.292,-0.159,4.519,-6.209,-1.872,-3.389,-2.308,0.252,-2.048,-1.094,1.277,1.138,0.049,0.799,0.000
2.628,1.321,-3.395,3.796,2.410,4.126,1.517,1.395,-2.676,-4.122,2.511,4.164,-2.323,-0.866,1.588,0.984,1.000
3.213,-3.260,0.298,3.761,-2.561,4.774,-2.340,-4.004,-2.384,-4.959,-0.858,-1.035,-0.518,-1.098,-1.104,2.727,1.000
-2.586,0.356,1.601,-0.078,-1.729,1.334,-2.500,3.646,-2.441,-2.581,4.968,1.069,3.385,-4.678,2.116,2.638,0.000
-1.010,-0.079,-0.358,2.705,0.204,-4.070,-1.781,-1.323,2.135,1.206,-0.574,-3.291,-3.273,-0.040,-1.618,-6.556,1.000
0.061,-1.941,-2.536,-1.805,-0.260,-3.169,0.314,0.689,-0.062,2.575,-0.948,2.153,-0.743,0.030,1.022,3.093,0.000
2.721,-3.572,2.199,0.292,-3.807,-1.624,-0.805,-1.459,0.586,1.503,3.218,-1.367,-3.207,0.693,0.429,-0.114,1.000
-1.923,-0.874,3.713,-0.122,-0.095,-4.047,-0.644,-0.998,-4.099,-3.017,3.315,3.371,-0.619,-1.771,-1.507,3.282,0.000
4.284,-0.600,-1.283,-2.129,0.129,0.216,-0.432,-1.758,-0.380,0.217,-0.805,-1.505,-2.596,-1.729,1.371,-0.078,0.000
1.869,-0.595,-5.630,-3.768,2.617,-0.051,5.680,-4.484,3.011,3.063,-3.828,-1.233,-1.783,-5.132,0.129,1.967,0.000
3.432,2.598,4.827,-1.309,-4.230,-0.345,2.839,-0.544,-0.148,4.026,-1.234,-4.093,-1.492,-1.106,-1.756,-1.331,1.000
1.959,-3.406,-0.823,-2.081,6.587,-3.442,3.952,-4.122,-1.887,2.854,0.261,-0.989,0.207,0.262,1.294,-2.457,0.000
1.589,-0.215,4.437,2.696,-0.901,0.060,1.196,-1.050,0.105,0.484,1.661,-3.157,1.545,-4.389,2.202,1.221,1.000
-0.388,1.659,0.000,0.174,-1.995,2.115,-0.135,0.617,1.146,-2.124,0.640,1.146,-0.826,-2.416,4.055,-3.254,1.000
0.405,0.850,-0.259,1.072,2.364,0.434,-1.588,-2.838,0.544,2.854,0.248,-1.311,-1.420,-2.571,1.233,1.995,0.000
2.644,0.386,1.689,2.144,-0.424,-1.580,2.790,-2.546,-0.456,0.225,-0.815,-1.357,0.066,0.346,-2.534,-2.217,1.000
-4.699,-2.595,1.197,3.743,-0.493,-4.230,0.865,-4.310,5.356,-3.649,-1.752,-6.550,-4.820,-1.209,5.398,-1.277,0.000
1.096,-0.801,-0.803,-2.717,1.656,2.781,4.282,-3.395,1.048,0.995,2.155,-0.685,-1.223,-6.434,-1.511,0.908,0.000
-0.807,1.895,-5.348,-2.142,5.161,-3.005,0.558,0.504,-3.051,-0.347,-1.872,-0.244,-0.213,-3.250,-0.917,2.630,0.000
4.866,2.479,2.590,0.761,2.448,1.428,-0.415,1.777,-0.341,-2.156,2.369,1.455,-2.380,0.640,1.893,3.314,1.000
-2.400,0.946,1.981,3.166,-3.772,-2.708,-3.254,2.673,1.723,-4.460,-0.935,2.069,1.533,-1.713,0.291,3.386,0.000
0.893,-2.302,-1.054,-1.681,-2.366,-4.983,-2.690,-1.301,-2.710,3.461,-3.670,-0.220,-1.973,1.232,-0.498,1.975,0.000
5.546,0.863,3.883,5.534,3.204,1.417,-0.203,-0.143,-0.315,-3.535,1.799,1.976,-2.362,1.862,-0.649,3.610,1.000
-0.985,-0.651,0.886,-1.608,1.226,-3.049,-1.009,1.950,3.304,-2.018,-2.403,-2.770,-1.040,-1.448,3.634,0.032,1.000
4.193,-2.595,-2.618,-1.079,-1.286,-3.330,2.623,0.439,0.490,2.661,-0.296,-5.535,-1.921,-0.515,0.230,-1.878,0.000
-3.475,-4.778,2.409,-2.848,-0.260,-0.752,1.274,-5.090,-0.879,0.342,-1.916,-6.434,-9.047,-1.353,0.442,2.633,0.000
-4.260,-0.567,0.686,-4.659,-2.794,-1.476,-4.384,-2.868,-1.192,-3.062,0.294,-4.648,-6.881,1.806,-1.737,3.860,0.000
0.507,4.762,-2.147,-1.577,-2.560,-4.991,-2.336,-0.737,6.693,2.093,1.794,6.867,3.195,2.715,5.146,0.749,0.000
-0.793,-2.743,2.917,0.662,-0.403,-0.791,-1.727,0.920,3.467,0.539,3.245,0.255,-1.521,0.492,0.788,-2.792,1.000
-3.682,-0.472,0.171,-4.459,-3.025,-2.451,-2.215,-2.608,3.015,-4.676,-0.234,0.095,-1.559,-1.233,4.246,0.863,1.000
-0.374,-6.344,-0.261,0.442,-0.237,-1.937,-5.154,-2.694,3.272,-1.504,-0.530,-2.693,-5.867,-1.030,-0.413,-1.510,0.000
-1.126,1.652,-0.593,0.276,-1.109,-1.785,-4.238,3.394,4.294,1.702,-2.143,-3.129,-1.031,-0.637,0.660,-5.265,1.000
-1.818,-1.129,-1.109,3.876,2.495,0.416,-4.028,-0.657,2.990,-3.922,2.560,-1.099,1.192,-3.022,3.292,-0.352,1.000
4.948,1.948,0.481,3.511,0.281,0.724,-0.507,-0.259,0.012,-3.148,-0.062,-1.919,0.924,-0.474,0.448,-3.838,1.000
3.419,-3.624,-0.744,-2.296,0.359,1.268,3.247,-5.364,3.068,2.820,0.680,1.148,-1.610,-3.690,-2.464,3.005,0.000
0.263,-1.159,-1.086,1.140,-1.528,-4.660,-0.919,0.320,0.408,0.733,-0.907,-3.893,-0.365,-1.846,3.046,-1.224,0.000
-1.047,4.396,0.434,2.463,3.042,-1.243,1.929,-3.065,-0.939,0.559,5.430,4.475,-0.708,-2.886,0.594,1.321,1.000
-0.063,1.033,-2.563,1.714,1.646,-1.659,0.688,-3.009,-0.241,-1.439,-4.800,-4.419,-2.407,-3.155,2.366,1.600,1.000
0.652,-0.453,1.814,-4.470,0.472,-3.428,-2.222,-0.322,1.071,3.897,2.733,-1.459,-1.899,-0.349,2.048,-1.510,0.000
0.590,0.036,4.991,-1.430,0.923,-2.914,2.120,1.736,2.876,-1.045,-1.752,-0.891,-1.761,0.941,-0.360,-2.554,1.000
-1.174,-2.378,-1.179,-2.333,0.398,1.816,-0.811,-2.595,0.781,-3.627,-3.673,1.514,-1.915,2.792,-1.849,-0.491,0.000
1.740,-3.765,-0.932,-0.360,0.910,-3.425,0.132,1.149,-0.293,0.364,0.932,2.457,-1.377,-0.663,2.014,0.533,0.000
1.057,2.925,3.897,2.156,0.078,-0.285,0.681,-2.255,-0.816,-1.003,3.173,2.673,-0.370,-2.247,-0.561,2.277,1.000
